报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),30941,17053,6281,49938,22243,15486,5301,43982,21532,12028,5645,39770,18616,4115,31128,29615,31104,
营业收入(万元),30941,17053,6281,49938,22243,15486,5301,43982,21532,12028,5645,39770,18616,4115,31128,29615,31104,
利息收入(万元),,,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,
营业总成本(万元),28488,17050,7641,46170,25247,16314,6856,37114,21449,13301,6252,31350,19538,4914,25909,22857,21802,
营业成本(万元),14412,8003,3474,24858,11487,7703,2991,20375,11198,6994,3282,17078,9887,2294,13567,11974,11479,
利息支出(万元),,,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,
研发费用(万元),3849,2408,1059,5804,3444,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,
营业税金及附加(万元),236,120,31,466,139,104,22,548,214,140,49,543,131,24,232,374,400,
销售费用(万元),1551,1090,827,3940,2475,1472,702,3008,1878,1297,737,3060,2155,633,2471,2279,2516,
管理费用(万元),8350,5405,2245,10985,10796,6534,3016,11694,7134,4320,2045,9571,6178,1779,7987,6820,6441,
财务费用(万元),89,25,-14,-60,-50,-35,-16,372,267,167,86,605,465,174,859,848,620,
资产减值损失(万元),,,20,175,400,536,140,1117,759,384,53,493,722,9,793,562,346,
公允价值变动收益(万元),,,,,,,,,,,,,,,,,,
投资收益(万元),194,107,30,534,335,266,147,41,-44,-26,-15,-26,-16,-4,-16,,,
对联营企业和合营企业的投资收益(万元),-35,-29,-17,1,-10,-10,7,41,-44,-26,-15,-26,-16,-4,-16,,,
汇兑收益(万元),,,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,
营业利润(万元),3643,186,-1204,5758,-1872,-183,-1041,10262,925,-864,-622,8395,-939,-803,5203,6758,9302,
营业外收入(万元),1,1,1,361,30,26,1,64,144,63,164,2184,1774,439,3273,718,917,
营业外支出(万元),52,48,5,22,3,2,2,66,79,77,23,23,8,0,8,6,49,
非流动资产处置损失(万元),,,,,,,,,76,76,,11,4,0,8,6,42,
利润总额(万元),3592,138,-1208,6097,-1845,-159,-1043,10260,990,-879,-480,10556,827,-363,8467,7470,10170,
所得税费用(万元),433,-32,-105,553,85,28,-40,1281,223,-57,-37,1438,209,-10,1318,1481,1683,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,
净利润(万元),3159,171,-1103,5544,-1930,-187,-1003,8979,767,-822,-443,9118,618,-354,7149,5989,8487,
归属于母公司所有者的净利润(万元),3159,171,-1103,5544,-1930,-187,-1003,8979,767,-822,-443,9118,618,-354,5371,4406,6702,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,,
少数股东损益(万元),,,,,,,,,,,,,,,1778,1582,1784,
基本每股收益,0.12,0.01,-0.04,0.22,-0.08,-0.01,-0.06,0.69,0.06,-0.07,-0.04,0.73,0.05,-0.03,,,,
稀释每股收益,0.12,0.01,-0.04,0.22,-0.08,-0.01,-0.06,0.69,0.06,-0.07,-0.04,0.73,0.05,-0.03,,,,
