报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),51536,35287,16185,58349,42342,31764,17170,52135,38676,24667,11987,50570,38237,25375,13818,42506,27530,29975,22914,18871,
营业收入(万元),51536,35287,16185,58349,42342,31764,17170,52135,38676,24667,11987,50570,38237,25375,13818,42506,27530,29975,22914,18871,
利息收入(万元),,,,,,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,,,,
营业总成本(万元),39344,24817,12127,49075,33204,22425,12129,42285,29496,17558,8264,33343,24634,14985,7837,29276,20086,22604,17557,14454,
营业成本(万元),26828,16849,8157,30193,21124,14766,8067,25712,19097,11561,5654,19925,14992,9568,4786,18231,12588,11727,10173,7521,
利息支出(万元),,,,,,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,,,,
研发费用(万元),2074,1195,605,3820,2781,,,,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,,,,
营业税金及附加(万元),644,398,198,1094,810,598,287,966,679,416,150,926,567,394,246,490,252,399,127,282,
销售费用(万元),1888,1242,442,2885,1511,864,378,2422,1411,1004,369,2162,1561,1089,603,2204,1469,1777,1658,1471,
管理费用(万元),5159,3121,1722,8787,6056,5213,2710,10359,6564,3614,1925,8237,5703,3070,1671,6100,4443,6810,4346,3437,
财务费用(万元),2751,2012,918,1155,501,564,609,2390,1349,820,238,1468,1240,828,457,1506,1081,1533,1315,1514,
资产减值损失(万元),,,87,1139,421,419,78,435,396,144,-72,626,570,37,73,745,252,359,-61,228,
公允价值变动收益(万元),,,,,,,,,,,,,,,,,,,,,
投资收益(万元),,-22,,287,55,,,,,,,7,6,4,,8,8,56,,219,
对联营企业和合营企业的投资收益(万元),,-22,,,,,,,,,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,,,,
营业利润(万元),13097,10875,4491,12405,11104,10599,5698,11325,9181,7108,3723,17234,13609,10393,5981,13238,7452,7427,5357,4636,
营业外收入(万元),9756,9756,4732,12519,10004,7501,5001,238,1490,998,259,1233,778,512,207,658,471,491,429,489,
营业外支出(万元),6,3,1,32,26,6,,558,563,7,7,437,14,14,13,37,3,36,174,274,
非流动资产处置损失(万元),,,,,,,,,556,,,424,0,0,,6,,3,,146,
利润总额(万元),22847,20628,9222,24892,21082,18095,10700,11005,10108,8100,3975,18029,14373,10891,6176,13859,7920,7881,5613,4851,
所得税费用(万元),3582,3509,1830,4626,4296,3537,2206,2193,1871,1301,634,2696,2138,1647,931,2025,1141,1043,831,681,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,,,,
净利润(万元),19265,17119,7392,20266,16786,14558,8494,8813,8236,6798,3341,15333,12235,9244,5245,11834,6780,6838,4782,4170,
归属于母公司所有者的净利润(万元),19558,17170,7619,22215,17869,15285,8944,10679,9176,7092,3465,15542,12356,9300,5259,11834,6780,6838,4782,4170,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,,,,,
少数股东损益(万元),-293,-51,-226,-1949,-1083,-727,-449,-1866,-940,-293,-124,-209,-121,-56,-14,,,,,,
基本每股收益,0.85,0.89,0.4,1.16,0.93,0.8,0.47,0.56,0.48,0.37,0.29,1.68,1.37,1.03,0.58,1.31,0.75,0.76,0.53,0.46,
稀释每股收益,0.84,0.88,0.39,1.08,0.88,0.76,0.47,0.56,0.48,0.37,0.29,1.68,1.37,1.03,0.58,1.31,0.75,0.76,0.53,0.46,
