报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),41246,26591,11923,43903,31049,20249,8890,33037,24264,14865,6195,25299,18100,11392,17688,7117,10681,7438,3815,
营业收入(万元),41246,26591,11923,43903,31049,20249,8890,33037,24264,14865,6195,25299,18100,11392,17688,7117,10681,7438,3815,
利息收入(万元),,,,,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,,,
营业总成本(万元),29670,18964,8781,31636,21645,13437,6485,23947,16889,10025,4357,20132,14118,8573,15778,5845,9053,5774,3454,
营业成本(万元),3994,2504,1063,3936,2718,1630,670,2524,1874,1078,455,2322,1684,1063,1212,392,621,503,341,
利息支出(万元),,,,,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,,,
研发费用(万元),6539,4054,1933,7834,5646,,,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,,,
营业税金及附加(万元),270,145,44,273,175,131,37,234,147,57,25,131,62,38,63,26,83,82,48,
销售费用(万元),14711,10071,4848,17190,11535,7264,3544,12977,8839,5099,1924,10837,7025,4443,7718,2812,4775,3100,1677,
管理费用(万元),4877,2446,672,2576,1877,4525,1855,7672,5590,3560,1834,7026,5311,3022,6887,2509,3349,1978,1363,
财务费用(万元),-720,-256,195,-518,-488,-251,333,368,296,136,47,-382,-144,-110,-240,65,78,34,-4,
资产减值损失(万元),,,26,345,182,138,45,173,143,96,73,198,180,119,139,41,148,77,29,
公允价值变动收益(万元),-0,-0,-0,9,,,,,,,,,,,,,,,,
投资收益(万元),47,145,48,563,544,344,110,119,,,,828,823,4,21,21,62,,11,
对联营企业和合营企业的投资收益(万元),-447,-269,-109,-217,-29,-16,-5,-23,,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,,,
营业利润(万元),12871,8849,3782,14392,11044,7987,2861,10635,7573,4906,1838,5995,4805,2822,1931,1293,1690,1664,371,
营业外收入(万元),13,14,,11,29,0,0,86,189,125,61,1343,921,815,548,85,654,1002,589,
营业外支出(万元),14,9,5,166,140,12,1,28,15,11,6,33,23,0,19,13,53,27,3,
非流动资产处置损失(万元),,,,,,,,,3,0,,12,5,0,17,11,1,7,,
利润总额(万元),12870,8854,3777,14238,10933,7976,2860,10693,7746,5020,1893,7305,5703,3637,2460,1365,2292,2639,957,
所得税费用(万元),1984,1038,519,1564,1346,1018,363,1287,960,612,245,759,610,420,611,170,378,434,160,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,,,
净利润(万元),10886,7816,3259,12674,9587,6958,2498,9407,6786,4407,1649,6546,5092,3217,1849,1196,1914,2205,797,
归属于母公司所有者的净利润(万元),10886,7816,3259,12674,9587,6958,2498,9407,6786,4407,1649,6703,5249,3347,2109,1228,1914,2205,797,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,,,,
少数股东损益(万元),,,,,,,,,,,,-157,-157,-130,-260,-33,,,,
基本每股收益,0.75,0.54,0.23,0.88,0.67,0.48,0.31,1.38,0.85,0.73,0.27,1.12,0.87,0.56,0.35,0.2,,,,
稀释每股收益,0.75,0.54,0.23,0.88,0.67,0.48,0.31,1.38,0.85,0.73,0.27,1.12,0.87,0.56,0.35,0.2,,,,
