报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),97127,65885,29517,101651,69810,45628,20655,71849,49179,32847,14796,54364,37350,25990,12560,50891,34502,22186,10218,37094,30359,25062,19498,
营业收入(万元),97127,65885,29517,101651,69810,45628,20655,71849,49179,32847,14796,54364,37350,25990,12560,50891,34502,22186,10218,37094,30359,25062,19498,
利息收入(万元),,,,,,,,,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,,,,,,,
营业总成本(万元),52002,33536,15227,60220,38437,24542,11099,42474,27572,17513,7961,31191,21313,14432,7110,27686,18625,11369,5164,19689,15849,13769,10874,
营业成本(万元),13624,9453,4333,15444,10611,7098,3170,11393,7935,5300,2557,8734,5889,4070,2028,7862,5347,3374,1533,5668,4948,4386,3451,
利息支出(万元),,,,,,,,,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,,,,,,,
研发费用(万元),4736,2988,1333,4614,3143,,,,,,,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加(万元),1599,1113,531,1889,1349,913,434,1455,1034,708,288,1036,594,453,227,908,633,406,187,636,526,442,347,
销售费用(万元),25859,15979,6922,29934,17772,10993,4715,20966,13318,8307,3725,15049,10339,7005,3527,13717,9265,5615,2491,9356,7528,6155,4938,
管理费用(万元),7002,4537,2231,8700,5856,5741,2823,9380,5923,3758,1574,6824,4754,2991,1298,5621,3593,2147,922,4373,3296,3260,2526,
财务费用(万元),-818,-534,-200,-522,-368,-267,-129,-702,-576,-532,-179,-595,-329,-204,-59,-512,-304,-266,-21,-495,-494,-498,-352,
资产减值损失(万元),,,,162,74,64,87,-17,-62,-28,-3,143,66,116,89,90,91,93,51,152,44,25,-36,
公允价值变动收益(万元),,,,,,,,,,,,,,,,,,,,,,,,
投资收益(万元),1994,1573,892,3868,3116,2092,973,3042,1264,1004,75,204,,,,,,,,,,,,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,,,,,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,,,,,,,
营业利润(万元),49650,36198,15441,47631,35102,23525,10736,33171,23179,16645,6910,23377,16037,11558,5450,23204,15877,10817,5055,17404,14510,11293,8624,
营业外收入(万元),63,40,35,33,1544,1543,1,1113,1439,1219,230,904,606,453,183,801,331,161,76,1732,701,778,466,
营业外支出(万元),372,230,229,350,333,113,12,270,275,65,11,135,19,9,4,22,19,17,2,25,20,24,4,
非流动资产处置损失(万元),,,,,,,,,28,21,1,120,15,7,4,3,3,2,2,17,7,4,2,
利润总额(万元),49341,36009,15247,47314,36314,24955,10725,34014,24342,17799,7129,24146,16623,12003,5628,23982,16188,10961,5129,19111,15191,12048,9085,
所得税费用(万元),7671,5502,2311,7219,5746,3970,1733,5569,3998,2897,1166,3934,2700,1952,938,3938,2653,2949,1347,3107,2513,2045,1509,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,,,,,,,
净利润(万元),41669,30507,12937,40095,30567,20985,8991,28445,20344,14901,5963,20212,13924,10051,4689,20044,13535,8012,3783,16005,12678,10002,7576,
归属于母公司所有者的净利润(万元),41791,30576,12958,40198,30590,20995,8998,28441,20346,14901,5963,20212,13924,10051,4689,20044,13535,8012,3783,16005,12678,10002,7576,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,,,,,,,,
少数股东损益(万元),-122,-69,-22,-103,-23,-10,-6,4,-1,,,,,,,,,,,,,,,
基本每股收益,1.01,0.74,0.31,0.97,0.74,0.51,0.22,0.69,0.49,0.36,0.14,0.52,0.37,0.27,0.13,0.54,0.37,0.22,0.1,0.43,0.34,0.74,0.58,
稀释每股收益,1,0.73,0.31,0.97,0.74,0.5,0.22,0.69,0.49,0.36,0.14,0.52,0.37,0.27,0.13,0.54,0.37,0.22,0.1,0.43,0.34,0.74,0.58,
