报告日期,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-06-30,2017-12-31,2016-12-31,2015-12-31,
营业总收入(万元),367099,237708,94221,436399,310868,200396,86332,343277,159999,296999,242839,201868,
营业收入(万元),367099,237708,94221,436399,310868,200396,86332,343277,159999,296999,242839,201868,
利息收入(万元),,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,
营业总成本(万元),301984,200513,79248,379921,259955,169282,73068,294709,127391,252186,212373,166586,
营业成本(万元),249236,166522,64457,304859,210650,137279,58064,241460,104803,207550,166924,138961,
利息支出(万元),,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,
研发费用(万元),1676,1051,499,4235,2537,1809,989,2944,923,2241,1237,952,
退保金(万元),,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,
营业税金及附加(万元),3189,2119,660,4450,3053,2104,1044,3600,1775,3242,2413,870,
销售费用(万元),1455,1002,557,2918,1753,1205,755,2388,881,1586,1473,1221,
管理费用(万元),29224,18356,7395,41677,26039,16726,7197,31861,11884,27273,23817,17536,
财务费用(万元),17204,11464,5679,21782,15923,10158,5019,12457,5506,8803,7975,6789,
资产减值损失(万元),,,,,,,,,1620,1492,8534,256,
公允价值变动收益(万元),,,,,,,,,,,,,
投资收益(万元),2107,562,-134,2051,1795,288,-217,-475,-24,259,68,-1,
对联营企业和合营企业的投资收益(万元),2107,562,-134,10,-246,288,-217,-475,-24,259,27,,
汇兑收益(万元),,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,
营业利润(万元),73033,41363,15911,64259,56019,32468,12693,55243,35857,53010,30483,35301,
营业外收入(万元),337,278,40,2890,2777,339,278,5495,5009,427,9265,3747,
营业外支出(万元),123,108,1,460,79,78,1,255,116,257,538,445,
非流动资产处置损失(万元),,,,,,,,,,,,,
利润总额(万元),73248,41534,15950,66689,58717,32729,12970,60484,40750,53179,39210,38603,
所得税费用(万元),10299,6256,2681,9554,8030,4838,2134,7083,4436,6436,5848,4598,
未确认投资损失(万元),,,,,,,,,,,,,
净利润(万元),62949,35278,13269,57135,50687,27891,10836,53401,36314,46744,33362,34005,
归属于母公司所有者的净利润(万元),61358,33819,12065,55352,48817,26490,9632,51344,34367,45223,30127,23228,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,
少数股东损益(万元),1590,1459,1204,1783,1870,1401,1203,2057,1946,1520,3235,10777,
基本每股收益,0.42,0.25,0.09,0.43,0.38,0.2,0.07,0.39,0.26,,,,
稀释每股收益,0.42,0.25,0.09,0.43,0.38,0.2,0.07,0.39,0.26,,,,
