报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),135094,98595,54391,174995,118342,71945,38647,170011,117071,71029,38659,132477,158873,77502,145013,109604,93751,
营业收入(万元),135094,98595,54391,174995,118342,71945,38647,170011,117071,71029,38659,132477,158873,77502,145013,109604,93751,
利息收入(万元),,,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,
营业总成本(万元),133240,96304,53635,170410,113015,67139,36504,160119,110496,66546,36490,125459,148933,71917,135484,101646,86975,
营业成本(万元),126572,91848,50024,159718,106785,63752,34158,152061,104626,62537,34338,118940,141652,68377,128902,94093,80907,
利息支出(万元),,,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,
研发费用(万元),,,,0,,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,
营业税金及附加(万元),249,222,165,292,198,152,88,335,238,174,86,298,272,97,187,488,677,
销售费用(万元),2145,1510,945,3265,2178,1476,772,2480,1765,1140,548,2225,2477,1149,2400,2626,2160,
管理费用(万元),3813,2626,1331,4722,3293,2260,1343,4390,2924,1980,1122,3580,3723,1804,3290,4077,2870,
财务费用(万元),460,99,-26,244,285,-321,-380,234,215,214,84,366,715,278,644,257,204,
资产减值损失(万元),,,1195,2169,276,-179,524,620,727,500,312,51,94,211,62,105,157,
公允价值变动收益(万元),27,20,,,,,,,,,,,,,,43,74,
投资收益(万元),430,244,134,665,468,103,53,290,186,185,115,435,432,273,437,982,780,
对联营企业和合营企业的投资收益(万元),217,126,85,345,205,103,53,290,186,185,115,435,432,273,437,476,345,
汇兑收益(万元),,,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,
营业利润(万元),-2271,2109,892,5251,5795,4908,2195,10194,6774,4669,2285,7453,10372,5858,9967,8983,7629,
营业外收入(万元),442,420,227,406,337,301,2,452,364,225,,670,923,345,757,420,175,
营业外支出(万元),0,0,0,40,10,10,0,45,44,40,40,16,62,37,6,50,60,
非流动资产处置损失(万元),,,,,,,,,,0,,11,37,37,2,8,17,
利润总额(万元),-1829,2529,1118,5617,6122,5199,2197,10601,7094,4854,2245,8107,11233,6166,10718,9353,7744,
所得税费用(万元),167,934,379,1321,1434,1309,622,2452,1779,1181,528,1654,2555,1431,2566,2334,1862,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,
净利润(万元),-1996,1595,740,4296,4688,3890,1575,8150,5315,3673,1717,6453,8678,4735,8151,7019,5882,
归属于母公司所有者的净利润(万元),-1756,1776,719,4499,4696,3780,1541,7784,5119,3566,1622,6485,7568,4048,6685,5676,3454,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,,
少数股东损益(万元),-240,-181,21,-203,-7,109,34,366,196,107,95,-32,1110,686,1466,1344,2428,
基本每股收益,-0.13,0.13,0.05,0.34,0.36,0.29,0.12,0.78,0.52,0.36,0.16,0.66,0.76,0.41,,,,
稀释每股收益,-0.13,0.13,0.05,0.34,0.36,0.29,0.12,0.78,0.52,0.36,0.16,0.66,0.76,0.41,,,,
