报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2016-12-31,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),43513,33054,4085,86401,42418,32342,3313,82012,38679,28759,76131,70324,21178,61916,50562,39409,
营业收入(万元),43513,33054,4085,86401,42418,32342,3313,82012,38679,28759,76131,70324,21178,61916,50562,39409,
利息收入(万元),,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,
营业总成本(万元),40341,30283,5754,76332,39192,29469,5032,71897,35644,26079,67441,61249,18894,53928,43505,33499,
营业成本(万元),30113,22805,2866,58942,29575,22418,2309,56115,27374,19875,52128,47700,14611,43605,33905,24936,
利息支出(万元),,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,
研发费用(万元),4268,3141,519,6557,2923,,95,,2221,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,
营业税金及附加(万元),40,40,1,216,46,46,0,100,67,67,136,112,15,113,124,73,
销售费用(万元),2334,1628,720,3313,2310,1448,646,2867,2002,1254,3967,3933,1407,2692,1955,1708,
管理费用(万元),3676,2734,1823,6594,4358,5596,2409,12142,3704,4493,10441,9413,2769,7007,6688,6303,
财务费用(万元),-89,-64,-26,251,112,138,10,433,270,196,267,182,102,185,281,294,
资产减值损失(万元),,,-149,460,-131,-176,-438,239,6,194,502,-92,-11,325,552,186,
公允价值变动收益(万元),,,,,,,,,,,,,,,,,
投资收益(万元),789,424,111,,,,,,,,,,,,,,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,
营业利润(万元),3730,3091,-1495,10714,3536,3117,-1655,10368,3236,2680,8684,9011,2283,7988,7057,5910,
营业外收入(万元),1,1,1,7,5,5,3,58,4,142,827,618,123,512,501,619,
营业外支出(万元),,,,,,,,5,11,7,5,5,1,70,,,
非流动资产处置损失(万元),,,,,,,,,,7,,,,70,,,
利润总额(万元),3731,3092,-1494,10721,3541,3122,-1652,10421,3229,2814,9506,9625,2406,8429,7557,6530,
所得税费用(万元),284,173,,1013,325,404,,1170,341,323,1127,1230,379,1307,1181,1024,
未确认投资损失(万元),,,,,,,,,,,,,,,,,
净利润(万元),3447,2919,-1494,9708,3216,2718,-1652,9252,2888,2491,8379,8395,2026,7122,6376,5506,
归属于母公司所有者的净利润(万元),3447,2919,-1494,9708,3216,2718,-1652,9252,2888,2491,8379,8395,2026,7122,6376,5506,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,
少数股东损益(万元),,,,,,,,,,,,,,,,,
基本每股收益,0.22,0.18,-0.14,1.09,0.39,0.34,-0.21,1.16,0.36,0.31,1.05,1.05,0.25,0.89,0.91,0.79,
稀释每股收益,0.22,0.18,-0.14,1.09,0.39,0.34,-0.21,1.16,0.36,0.31,1.05,1.05,0.25,0.89,0.91,0.79,
