报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-06-30,2015-12-31,2015-03-31,2014-12-31,2013-12-31,
销售商品、提供劳务收到的现金(万元),23741,14026,6942,41038,23042,11287,5579,36983,22786,17372,6645,35664,14328,35154,5545,30816,29819,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,
收到的税费返还(万元),3,,,169,195,20,11,46,30,10,10,100,86,617,,2,74,
收到的其他与经营活动有关的现金(万元),712,464,217,855,871,562,250,1162,834,822,89,672,348,241,73,773,1179,
经营活动现金流入小计(万元),24456,14490,7159,42062,24108,11869,5840,38191,23651,18204,6743,36436,14763,36013,5618,31591,31072,
购买商品、接受劳务支付的现金(万元),14030,9778,4125,25724,16509,10584,6022,26388,19739,12409,5119,20151,8064,23289,8131,16607,18532,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),3983,2695,1580,4662,3396,2402,1429,4333,3244,2239,1298,4103,2256,4691,1409,4056,3574,
支付的各项税费(万元),880,655,416,1527,883,694,1031,1559,930,729,572,1761,935,1524,419,1858,3016,
支付的其他与经营活动有关的现金(万元),4357,2414,1233,5793,4760,2356,850,4803,2946,2066,776,4004,2053,4928,1692,4125,3654,
经营活动现金流出小计(万元),23250,15542,7354,37706,25548,16035,9333,37083,26859,17443,7765,30019,13309,34433,11650,26646,28777,
经营活动产生的现金流量净额(万元),1206,-1052,-195,4356,-1440,-4166,-3492,1108,-3209,760,-1022,6417,1454,1580,-6032,4945,2295,
收回投资所收到的现金(万元),1127,,,,,,,,,,,,,,,,,
取得投资收益所收到的现金(万元),420,371,150,561,108,92,51,6,6,6,6,8,8,49,45,,2,
