报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
销售商品、提供劳务收到的现金(万元),137136,95509,61356,166660,112631,93072,57012,135581,82465,61031,33413,164379,98974,71770,45197,146178,92004,63767,37268,123335,126305,115903,83646,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还(万元),,,,45,,,,,,,,,,,,,,,,,,,,
收到的其他与经营活动有关的现金(万元),2745,2476,653,1941,2740,1521,736,2003,1789,1136,324,1713,1808,1275,731,954,701,450,121,952,1630,11354,5239,
经营活动现金流入小计(万元),139881,97986,62009,168646,115371,94593,57747,137584,84254,62167,33737,166092,100783,73045,45928,147132,92705,64217,37389,124287,127935,127257,88885,
购买商品、接受劳务支付的现金(万元),55709,36176,22925,78859,57975,43202,24762,57730,38967,29375,15709,60430,40445,27273,14358,54933,38665,23098,13705,49212,55228,54934,33832,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),16849,12370,7722,20600,15893,11438,6633,16638,12901,9197,5350,13882,10066,7354,4798,11185,7695,5866,3760,10130,9995,7798,5780,
支付的各项税费(万元),23637,18826,11359,40534,27540,23063,13753,36644,24448,21048,11724,38826,26080,21360,13399,35326,24536,18992,12642,29232,36234,29085,16958,
支付的其他与经营活动有关的现金(万元),14918,9581,3522,20033,15232,9454,4435,15867,11825,8119,4037,13996,12314,8110,4478,17472,9777,7041,3486,12627,14012,22901,12978,
经营活动现金流出小计(万元),111112,76953,45528,160026,116640,87158,49584,126879,88140,67739,36820,127134,88906,64097,37033,118916,80673,54997,33592,101202,115469,114719,69547,
经营活动产生的现金流量净额(万元),28768,21032,16481,8620,-1269,7436,8164,10705,-3886,-5572,-3082,38958,11876,8948,8895,28216,12031,9220,3796,23086,12466,12538,19338,
收回投资所收到的现金(万元),,,,,,,,,30000,25800,10000,,,,,,,,,,,,,
取得投资收益所收到的现金(万元),,,,183,,,,229,229,194,87,,,,,,,,,21,17,,,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),17,17,,14,6,0,,16,26,10,0,43,41,19,2,26,29,20,13,65,21,34,2,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),5000,5000,,20000,,120,120,30340,,,,400,,,,,,,,4600,3000,,6000,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),5017,5017,0,20197,6,120,120,30585,30255,26004,10087,443,41,19,2,26,29,20,13,4686,3038,34,6002,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),13601,9624,4304,31766,21713,10309,4474,26199,16974,8516,3909,15020,12710,9511,7048,18108,15061,10634,5329,37346,10402,10440,27236,
投资所支付的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
质押贷款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,,,,,,,,,,,,,,,,
支付的其他与投资活动有关的现金(万元),8800,3300,,25000,,,,20000,20000,20000,5800,10129,,,,,,,,4600,3000,,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流出小计(万元),22401,12924,4304,56766,21713,10309,4474,46199,36974,28516,9709,25149,12710,9511,7048,18108,15061,10634,5329,41946,13402,10440,27236,
投资活动产生的现金流量净额(万元),-17384,-7907,-4304,-36568,-21707,-10189,-4354,-15614,-6720,-2512,379,-24706,-12669,-9493,-7046,-18081,-15032,-10615,-5317,-37261,-10364,-10405,-21234,
吸收投资收到的现金(万元),36230,36230,,,,,,,,,,72080,72080,72080,72080,,,,,,,19000,,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
取得借款收到的现金(万元),21430,9430,3405,45000,38975,18000,,2200,200,200,,1200,,,,45000,40000,30000,30000,50300,25500,36000,15500,
发行债券收到的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),,,,120,,,,,,,,,,,,,,,,,,,,
筹资活动现金流入小计(万元),57660,45660,3405,45120,38975,18000,0,2200,200,200,0,73280,72080,72080,72080,45000,40000,30000,30000,50300,25500,55000,15500,
偿还债务支付的现金(万元),26430,6430,,28000,,,,1400,1400,1400,1200,63500,63500,43500,28500,36500,30500,20500,,29900,31600,35000,5500,
分配股利、利润或偿付利息所支付的现金(万元),9567,9221,74,9542,9154,8842,22,6742,6726,6726,4,7538,7537,7405,6892,8511,7378,6226,4769,6299,4736,2656,8972,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),223,223,,,,,,,,,,1100,1100,1100,735,,,,,,,,,
筹资活动现金流出小计(万元),36219,15873,74,37542,9154,8842,22,8142,8126,8126,1204,72138,72137,52005,36127,45011,37878,26726,4769,36199,36336,37656,14472,
筹资活动产生的现金流量净额(万元),21440,29787,3331,7578,29821,9158,-22,-5942,-7926,-7926,-1204,1142,-57,20075,35953,-11,2122,3274,25231,14101,-10836,17344,1028,
汇率变动对现金及现金等价物的影响(万元),,,,2,4,2,,,,,,,,,,,,,,,,,,
现金及现金等价物净增加额(万元),32824,42912,15508,-20369,6849,6407,3788,-10851,-18531,-16009,-3908,15394,-850,19530,37801,10124,-879,1879,23711,-74,-8735,19477,-868,
加:期初现金及现金等价物余额(万元),16604,16604,21604,36973,36973,36973,36973,47824,47824,47824,47824,32430,32430,32430,32430,22306,22306,22306,22306,22380,31114,11637,12505,
期末现金及现金等价物余额(万元),49429,59516,37112,16604,43822,43380,40761,36973,29293,31815,43916,47824,31580,51960,70231,32430,21427,24185,46017,22306,22380,31114,11637,
净利润(万元),,13496,,25862,,15762,,25296,,14181,,22187,,11441,,16581,,7760,,12471,10845,10645,8535,
少数股东损益(万元),,,,,,,,,,,,,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,,,,,,,,,,,,
资产减值准备(万元),,-14,,-99,,-272,,-75,,-92,,289,,39,,238,,5,,70,740,-131,153,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,3718,,6625,,3184,,5875,,2823,,4977,,2173,,3807,,1763,,3748,3411,1682,1351,
无形资产摊销(万元),,203,,402,,204,,388,,191,,381,,191,,376,,192,,381,243,53,124,
