报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2010-06-30,2009-12-31,2008-12-31,2007-12-31,
销售商品、提供劳务收到的现金(万元),1167864,807151,449159,1353119,955270,553319,398812,1130144,735155,527403,247205,661779,452970,297866,467247,200882,397249,352669,367315,398783,839547,937747,738336,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,,,0,0,0,0,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,,,0,0,0,0,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,9893,-1893,-3,9893,,,,,0,0,0,0,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,,0,0,0,0,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,,0,0,0,0,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,,0,0,0,0,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,,,0,0,0,0,
收取利息、手续费及佣金的现金(万元),,,,,,,,814,814,814,601,1549,1036,618,342,,,,,0,0,0,0,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,0,0,0,0,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,,,0,0,0,0,
收到的税费返还(万元),518,411,164,1794,1268,865,353,2983,1589,629,205,1637,1493,671,548,30,58,34,722,2,26,963,315,
收到的其他与经营活动有关的现金(万元),557734,366869,182028,731115,492422,270251,128763,621249,482303,309519,192903,686791,554802,273513,562540,308847,771814,1139153,773009,324404,696894,658715,666780,
经营活动现金流入小计(万元),1726116,1174431,631350,2086028,1448960,824435,527928,1755191,1219861,838366,440914,1351756,1008408,572666,1040569,509758,1169121,1491855,1141047,723188,1536466,1597425,1405431,
购买商品、接受劳务支付的现金(万元),1158721,774820,445999,1310726,912872,523867,354004,1116336,730643,496289,247243,659336,464330,294822,460786,196072,375845,350185,359375,380641,845593,951660,700076,
客户贷款及垫款净增加额(万元),,,,,,,,-3220,-3225,-3225,-2708,8705,4974,1763,6630,681,,,,0,0,0,0,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,,,0,0,0,0,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,,0,0,0,0,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,0,0,0,0,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,,,0,0,0,0,
支付给职工以及为职工支付的现金(万元),3481,1894,876,3296,2434,1721,759,3240,2540,1806,877,2905,2249,1545,2448,1383,1967,1963,1785,806,1088,745,345,
支付的各项税费(万元),3480,2355,658,4708,3848,1320,873,5194,4382,3076,1486,2469,2112,899,2895,1137,2493,1885,3693,1837,3957,3146,2001,
支付的其他与经营活动有关的现金(万元),555281,360751,177476,751956,500283,270930,135076,614568,489287,310806,193550,699898,562788,274688,565755,310231,772556,1134313,776405,328878,692151,662299,683855,
经营活动现金流出小计(万元),1720963,1139821,625008,2070687,1419437,797838,490713,1736118,1223627,808752,440448,1383205,1036453,573716,1038513,509504,1152860,1488347,1141259,712161,1542789,1617850,1386277,
经营活动产生的现金流量净额(万元),5153,34610,6342,15342,29523,26598,37215,19072,-3765,29614,466,-31449,-28044,-1051,2057,255,16261,3509,-211,11027,-6323,-20425,19154,
收回投资所收到的现金(万元),1531390,1017048,534562,1601078,1195542,742210,415900,981400,699300,479616,184200,652500,508200,380100,981600,532900,959201,706801,275300,0,0,10622,397,
取得投资收益所收到的现金(万元),1088,943,266,1062,960,684,316,761,577,528,187,174,126,106,554,345,659,523,488,0,0,0,0,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),23,22,22,1,1,1,,40,28,28,2,16,,,0,,12,88,4,0,0,0,0,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,11584,11251,9352,,,,,,,,,,0,0,0,0,
收到的其他与投资活动有关的现金(万元),,,,,,,,,,,,,,,,,,,,2456,31091,39220,2810,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,,,,,0,0,0,0,
投资活动现金流入小计(万元),1532501,1018014,534851,1602141,1196503,742894,416216,993786,711156,489524,184389,652689,508326,380206,982154,533245,959873,707412,275791,2456,31091,49842,3207,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),1550,777,713,653,176,107,55,719,334,243,74,8195,4996,2035,3902,2194,4347,4764,2998,406,6889,844,283,
投资所支付的现金(万元),1505885,971248,512862,1599889,1207535,742876,421100,1013400,713300,479600,184200,652540,508200,380700,982100,532900,959201,706801,275300,0,0,10879,383,
质押贷款净增加额(万元),,,,,,,,,,,,,,,,,,,,0,0,0,0,
取得子公司及其他营业单位支付的现金净额(万元),,,,,1111,,,,,,,,,,,,,,,0,0,0,0,
支付的其他与投资活动有关的现金(万元),,,,,,,,,,,,,,,,,,,,0,0,0,0,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,,,,,,0,0,0,0,
