报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
销售商品、提供劳务收到的现金(万元),50109,31904,14590,49175,36016,20566,9490,35314,25368,15766,5804,27273,19842,13379,5124,23994,18658,12189,5703,26592,28160,32996,39123,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还(万元),,,,16,287,,,,,,,,,,,83,,,,22,54,,,
收到的其他与经营活动有关的现金(万元),796,712,544,916,742,367,349,383,341,201,77,722,685,397,270,123,116,83,79,96,186,1621,419,
经营活动现金流入小计(万元),50905,32616,15133,50106,37045,20933,9839,35697,25709,15967,5881,27996,20527,13776,5394,24200,18774,12272,5782,26710,28401,34616,39542,
购买商品、接受劳务支付的现金(万元),40036,27257,12716,35717,27747,16516,7801,25962,19373,12419,5832,17812,14380,9026,3535,11878,10851,8008,3785,15329,18178,19542,26682,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),4586,3041,1620,4419,3244,2210,1271,3579,2704,1824,1004,2984,2119,1431,723,2605,2005,1336,671,2639,2290,2238,2268,
支付的各项税费(万元),2538,961,534,2697,2125,1214,371,2805,1825,1039,258,2668,2085,1614,785,2045,1422,911,624,1992,2454,3382,3152,
支付的其他与经营活动有关的现金(万元),3703,2276,1775,3770,3145,1780,894,2920,1552,1043,386,2168,1147,684,295,2384,2005,1077,452,2618,2940,2831,3412,
经营活动现金流出小计(万元),50863,33535,16645,46604,36262,21720,10337,35267,25454,16325,7480,25632,19731,12754,5338,18912,16283,11332,5533,22579,25862,27993,35513,
经营活动产生的现金流量净额(万元),42,-919,-1512,3503,784,-787,-498,430,255,-359,-1599,2364,795,1022,56,5288,2491,940,249,4131,2539,6623,4029,
收回投资所收到的现金(万元),,,,17500,17500,13500,6500,54600,39000,27000,11000,,,,,,,,,,,,2646,
取得投资收益所收到的现金(万元),,,,132,136,98,59,343,299,220,77,,,,,13,,,,,,,10,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),,,,0,0,,,,,,,7,4,3,,602,,,,5,,,19,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),,,,,,,,,,,,,,,,,,,,,,,0,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),0,0,0,17632,17637,13598,6559,54943,39299,27220,11077,7,4,3,0,615,0,0,0,5,0,0,2675,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),9653,7100,3045,10808,7966,5133,2525,8128,5548,2263,626,521,245,126,39,1598,1555,1480,64,469,881,1161,843,
投资所支付的现金(万元),200,200,1366,11500,13650,11500,500,48600,34000,23000,8000,12000,,,,,,,,,,1230,2432,
质押贷款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),1950,1950,,2798,,,,,,,,,,,,,,,,,,,,
支付的其他与投资活动有关的现金(万元),,,,,,,3000,,,,,,,,,,,,,,,,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流出小计(万元),11803,9250,4411,25107,21616,16633,6025,56728,39548,25263,8626,12521,245,126,39,1598,1555,1480,64,469,881,2391,3274,
投资活动产生的现金流量净额(万元),-11803,-9250,-4411,-7475,-3980,-3036,534,-1785,-248,1957,2450,-12514,-241,-123,-39,-983,-1555,-1480,-64,-464,-881,-2391,-599,
吸收投资收到的现金(万元),39,39,39,1582,1582,1582,1582,,,,,15514,15090,,,,,,,,,967,,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
取得借款收到的现金(万元),28546,13319,6318,4366,4163,2282,,,,,,,,,,4408,4408,4408,1082,2829,8743,12631,7454,
发行债券收到的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),3373,2217,1800,2100,245,195,50,60,10,10,,,,,,20,20,20,20,,,205,78,
筹资活动现金流入小计(万元),31958,15575,8157,8048,5989,4059,1632,60,10,10,0,15514,15090,0,0,4428,4428,4428,1102,2829,8743,13803,7532,
偿还债务支付的现金(万元),7638,3726,,539,,,,,,,,,,,,6500,4600,2653,1072,3622,10509,14925,7848,
分配股利、利润或偿付利息所支付的现金(万元),2464,2215,53,2116,2065,2046,,1342,1342,1342,,,,,,1592,1583,1549,19,1617,967,1778,4824,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),11292,1091,20,1458,10,5,,217,7,7,6,520,37,24,14,23,21,21,15,306,33,416,49,
筹资活动现金流出小计(万元),21394,7032,72,4113,2075,2051,0,1558,1349,1349,6,520,37,24,14,8115,6205,4223,1105,5544,11509,17119,12721,
筹资活动产生的现金流量净额(万元),10564,8543,8084,3935,3914,2008,1632,-1498,-1339,-1339,-6,14994,15053,-24,-14,-3686,-1777,205,-4,-2715,-2767,-3316,-5189,
汇率变动对现金及现金等价物的影响(万元),-55,-30,-16,73,68,42,2,11,18,18,13,-5,-5,2,-8,29,36,-5,-18,16,-13,-29,-13,
现金及现金等价物净增加额(万元),-1252,-1656,2146,36,786,-1772,1670,-2842,-1314,277,858,4839,15603,878,-5,648,-803,-340,164,968,-1122,887,-1772,
加:期初现金及现金等价物余额(万元),4642,4642,4642,4606,4606,4606,4606,7448,7448,7448,7448,2609,2609,2609,2609,1962,1962,1962,1962,994,2116,1229,3001,
期末现金及现金等价物余额(万元),3391,2986,6788,4642,5393,2834,6276,4606,6134,7726,8306,7448,18212,3487,2605,2609,1158,1622,2125,1962,994,2116,1229,
净利润(万元),,6007,,7327,,4273,,5401,,2354,,3933,,,769,3310,,1421,629,3034,3564,3145,5283,
少数股东损益(万元),,,,,,,,,,,,,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,,,,,,,,,,,,
资产减值准备(万元),,40,,386,,299,,33,,16,,-67,,,151,206,,,135,88,22,,,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,1288,,1240,,535,,990,,467,,1030,,,240,953,,518,233,838,812,,,
无形资产摊销(万元),,111,,93,,30,,56,,25,,49,,,13,47,,,9,34,35,,,
长期待摊费用摊销(万元),,0,,1,,0,,1,,1,,1,,,0,1,,,0,1,1,,,
待摊费用的减少(万元),,,,,,,,,,,,,,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,,,-0,,9,,,,,,,,,,-38,,,,,,,,
固定资产报废损失(万元),,,,14,,,,,,,,15,,,,2,,,,21,16,,,
公允价值变动损失(万元),,,,,,,,,,,,,,,,,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,,,,,,,,,,,,,,
预计负债(万元),,,,,,,,,,,,,,,,,,,,,,,,
财务费用(万元),,237,,92,,5,,,,,,,,,,77,,,19,102,141,,,
投资损失(万元),,,,-124,,-92,,-323,,-159,,-10,,,,-13,,,,,,,,
递延所得税资产减少(万元),,112,,-208,,-74,,25,,13,,-3,,,-3,-47,,,1,-21,12,,,
递延所得税负债增加(万元),,-16,,-8,,0,,0,,0,,0,,,0,0,,,0,0,0,,,
存货的减少(万元),,2456,,-3641,,-2155,,-4085,,-457,,-1160,,,1049,1003,,-167,297,-238,-2090,5791,-1710,
经营性应收项目的减少(万元),,-7975,,-5229,,-5237,,-2144,,-3414,,-1020,,,-1917,-2444,,-1688,-1880,651,-123,-3109,-1509,
经营性应付项目的增加(万元),,-3178,,3559,,1620,,476,,794,,-364,,,-236,2274,,712,816,-339,189,-504,1014,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,,,,,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,,,,,,,,,,,,,,
其他(万元),,,,,,,,,,,,-42,,,-11,-43,,145,-10,-41,-41,1301,950,
经营活动产生现金流量净额(万元),,-919,,3503,,-787,,430,,-359,,2364,,,56,5288,,940,249,4131,2539,6623,4029,
债务转为资本(万元),,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,,,,,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,,,,,,,,,,,,,,
现金的期末余额(万元),3391,2986,6788,4642,5393,2834,6276,4606,6134,7726,8306,7448,18212,3487,2605,2609,1158,1622,2125,1962,994,2116,1229,
现金的期初余额(万元),4642,4642,4642,4606,4606,4606,4606,7448,7448,7448,7448,2609,2609,2609,2609,1962,1962,1962,1962,994,2116,1229,3001,
现金等价物的期末余额(万元),,,,,,,,,,,,,,,,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,,,,,,,,,,,,,,,
现金及现金等价物的净增加额(万元),-1252,-1656,2146,36,786,-1772,1670,-2842,-1314,277,858,4839,15603,878,-5,648,-803,-340,164,968,-1122,887,-1772,

