报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2013-12-31,
销售商品、提供劳务收到的现金(万元),47283,33492,20842,43249,38238,18789,9257,35944,27683,17503,7104,27692,11817,15158,6112,6640,3159,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,
收到的税费返还(万元),362,50,,1019,1019,,,,,,,,,,,,,
收到的其他与经营活动有关的现金(万元),6840,6440,45,1419,3562,472,25,182,174,162,113,603,89,28,93,1,391,
经营活动现金流入小计(万元),54485,39982,20887,45687,42818,19260,9283,36126,27857,17665,7217,28295,11906,15186,6205,6640,3550,
购买商品、接受劳务支付的现金(万元),38214,31749,22477,35805,33756,17972,5190,25426,17957,11087,4591,20741,6834,11304,3742,5731,2791,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),2882,2023,1163,3826,2781,1911,1129,2696,2026,1400,831,1687,690,828,294,340,148,
支付的各项税费(万元),56,40,2,1072,458,165,121,778,616,372,178,728,395,448,303,136,100,
支付的其他与经营活动有关的现金(万元),5576,3124,2333,11154,3854,1013,669,2291,1808,1117,444,1954,707,1194,368,451,346,
经营活动现金流出小计(万元),46728,36936,25975,51856,40849,21060,7109,31190,22407,13976,6043,25110,8626,13774,4707,6658,3386,
经营活动产生的现金流量净额(万元),7757,3046,-5088,-6169,1969,-1800,2174,4936,5450,3689,1174,3185,3281,1413,1498,-17,164,
收回投资所收到的现金(万元),,,,,,,6000,,,,,,,,,,,
取得投资收益所收到的现金(万元),,,21,,2399,242,21,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),,,,,,,,,,,,,,,,,1,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),370,173,24227,687,54140,32000,,,,,,,,,,,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),370,173,24248,687,56539,32242,6021,0,0,0,0,0,0,0,0,0,1,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),7967,8083,5536,15062,9708,2519,1485,7229,5257,2461,785,9187,4275,4731,1666,1137,181,
投资所支付的现金(万元),560,5333,3581,6309,450,,26000,,,,,,,,,,,
质押贷款净增加额(万元),,,,,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),16293,,,,,,,,,,,,,,,,,
支付的其他与投资活动有关的现金(万元),11142,15242,36000,3090,80920,50400,,,,,,,,,,,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,,,,
