报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
销售商品、提供劳务收到的现金(万元),29036,20293,10891,34079,20633,15419,5418,25664,16194,8700,3983,26011,18376,11319,5891,21743,19091,6407,15177,11976,11540,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
收到的税费返还(万元),119,3,,16,365,142,257,44,75,,,,,,1,,,,,,,
收到的其他与经营活动有关的现金(万元),3276,2070,687,1117,1229,724,458,1253,757,803,38,800,593,537,104,377,631,335,351,423,258,
经营活动现金流入小计(万元),32430,22365,11578,35212,22228,16285,6134,26961,17026,9503,4021,26811,18969,11856,5996,22120,19722,6743,15528,12399,11798,
购买商品、接受劳务支付的现金(万元),21815,15603,9277,25643,18673,13576,5818,16164,11752,4821,4574,14727,10523,6248,3367,13348,11271,3892,8677,6800,7510,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),3887,2510,1190,4577,3303,2200,1036,3904,2634,1990,863,3123,2379,1608,979,3272,2481,1132,1591,1285,772,
支付的各项税费(万元),2032,1807,1591,2151,2137,1751,1562,1757,1510,1344,1149,1361,1164,860,747,1532,1369,797,1614,1271,743,
支付的其他与经营活动有关的现金(万元),10111,8181,4094,2266,3395,2315,1242,2460,2223,1028,29,2149,897,834,132,1890,1845,944,1021,793,622,
经营活动现金流出小计(万元),37846,28100,16151,34637,27508,19842,9659,24284,18118,9183,6615,21361,14964,9549,5224,20042,16966,6765,12903,10149,9647,
经营活动产生的现金流量净额(万元),-5415,-5734,-4574,575,-5280,-3557,-3525,2677,-1092,321,-2594,5450,4005,2307,771,2077,2756,-22,2625,2250,2151,
收回投资所收到的现金(万元),,,,,,,,,,,,,,,,,,,,,,
取得投资收益所收到的现金(万元),48,45,35,408,349,248,119,325,184,48,5,45,31,23,,58,,,,-41,,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),45,43,47,414,248,213,,137,,,,178,52,52,,133,30,25,49,98,208,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,,,,,142,142,,,,
收到的其他与投资活动有关的现金(万元),,,1074,12364,2743,1053,11020,240,,,,525,1825,1825,,,50,50,,1400,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),93,88,1157,13186,3340,1515,11139,702,184,48,5,748,1909,1901,0,190,222,217,49,1457,208,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),1686,1501,1070,3423,1902,1436,-4,4744,386,380,,1904,768,846,13,1871,2370,1742,3163,920,1155,
投资所支付的现金(万元),11321,10700,9270,500,200,200,,100,100,280,,75,75,75,25,393,,,,,,
质押贷款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,2564,,,,,,,,30,,,,,,,,,1694,
支付的其他与投资活动有关的现金(万元),,,90,1468,,500,10446,11873,2721,1810,,240,3630,3630,,525,,,,,1450,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,,,,,,,,
投资活动现金流出小计(万元),13007,12201,10430,7954,2102,2136,10442,16717,3207,2470,0,2249,4473,4551,38,2789,2370,1742,3163,920,4299,
投资活动产生的现金流量净额(万元),-12914,-12113,-9274,5231,1238,-621,697,-16015,-3023,-2422,5,-1501,-2565,-2650,-38,-2599,-2148,-1525,-3114,537,-4092,
吸收投资收到的现金(万元),80,,,240,240,240,,15566,15059,15059,15059,,,,50,120,,,4500,,1736,
其中：子公司吸收少数股东投资收到的现金(万元),80,,,240,240,240,,507,,,,,,,50,120,,,,,,
取得借款收到的现金(万元),4355,2496,300,4999,2401,1924,,,,,,,,,,200,1700,,,2500,2200,
发行债券收到的现金(万元),,,,,,,,,,,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),,,,,,,,,,,,,,,,,730,730,,165,964,
筹资活动现金流入小计(万元),4435,2496,300,5239,2641,2164,0,15566,15059,15059,15059,0,0,0,50,320,2430,730,4500,2665,4900,
偿还债务支付的现金(万元),2669,1930,,,,,,,,,,,,,,1900,,,2500,2200,1600,
分配股利、利润或偿付利息所支付的现金(万元),581,480,61,1379,1297,1227,,40,40,40,,494,423,423,,561,1320,846,66,218,575,
其中：子公司支付给少数股东的股利、利润(万元),,,,40,,,,,40,40,,20,20,20,,,,96,,,367,
支付其他与筹资活动有关的现金(万元),500,500,500,128,,,,811,1322,1322,,38,19,19,,38,263,,,1180,806,
筹资活动现金流出小计(万元),3750,2910,561,1507,1297,1227,0,851,1362,1362,0,531,442,442,0,2498,1583,846,2566,3599,2982,
筹资活动产生的现金流量净额(万元),685,-414,-261,3732,1344,937,0,14714,13697,13697,15059,-531,-442,-442,50,-2178,847,-116,1934,-934,1919,
汇率变动对现金及现金等价物的影响(万元),31,41,,19,,,,-9,,,,-1,-1,-1,,-9,-8,-0,2,-0,-0,
现金及现金等价物净增加额(万元),-17614,-18220,-14108,9557,-2698,-3241,-2828,1368,9581,11595,12470,3417,998,-786,783,-2709,1447,-1663,1447,1853,-21,
加:期初现金及现金等价物余额(万元),26753,26592,22903,7232,7232,7232,7232,5864,5864,5864,5864,2447,2447,2447,2947,5156,3708,3708,2261,408,430,
期末现金及现金等价物余额(万元),9139,8372,8795,16789,4534,3991,4404,7232,15446,17460,18334,5864,3445,1661,3730,2447,5156,2045,3708,2261,408,
净利润(万元),,1364,,4212,,452,,4381,,-325,,3405,,-405,,2535,2960,-276,2710,2524,546,
少数股东损益(万元),,,,,,,,,,,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,,,,,,,,,,
资产减值准备(万元),,15,,721,,158,,461,,-3,,36,,-204,,130,232,-13,108,105,43,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,1133,,1878,,981,,1574,,709,,1657,,886,,1595,1212,548,783,555,406,
无形资产摊销(万元),,51,,69,,27,,52,,26,,53,,27,,54,54,27,53,51,50,
长期待摊费用摊销(万元),,202,,669,,218,,383,,265,,352,,146,,215,169,71,90,52,,
待摊费用的减少(万元),,,,,,,,,,,,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,21,,-63,,-35,,-71,,,,-6,,42,,22,21,17,14,31,-15,
固定资产报废损失(万元),,4,,4,,,,2,,,,,,,,,,,,,,
公允价值变动损失(万元),,,,,,,,,,,,,,,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,,,,,,,,,,,,
预计负债(万元),,,,,,,,,,,,,,,,,,,,,,
财务费用(万元),,283,,64,,2,,9,,2,,1,,1,,96,8,0,59,186,212,
投资损失(万元),,-49,,-404,,-1182,,-235,,-15,,-115,,-34,,-28,-50,-50,,-3,,
递延所得税资产减少(万元),,-556,,-410,,-228,,-183,,-151,,-28,,-272,,-42,-56,-265,-10,-30,0,
递延所得税负债增加(万元),,,,,,,,,,,,,,,,,,,,,,
存货的减少(万元),,-1545,,-1475,,-1542,,-452,,-939,,-287,,-1907,,-614,-327,-941,-118,-242,77,
经营性应收项目的减少(万元),,-3056,,-6575,,-5015,,-5845,,1604,,16,,3964,,-1522,-2851,52,-751,-2153,24,
经营性应付项目的增加(万元),,-3458,,1885,,2606,,2603,,-854,,365,,64,,-365,1382,808,-313,1174,-177,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,,,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,,,,,,,,,,,,
其他(万元),,-143,,,,,,,,,,,,,,,,,,,986,
经营活动产生现金流量净额(万元),,-5734,,575,,-3557,,2677,,321,,5450,,2307,,2077,2756,-22,2625,2250,2151,
债务转为资本(万元),,,,,,,,,,,,,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,,,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,,,,,,,,,,,,
现金的期末余额(万元),9139,8372,8795,16789,4534,3991,4404,7232,15446,17460,18334,5864,3445,1661,3730,2447,5156,2045,3708,2261,408,
现金的期初余额(万元),26753,26592,22903,7232,7232,7232,7232,5864,5864,5864,5864,2447,2447,2447,2947,5156,3708,3708,2261,408,430,
现金等价物的期末余额(万元),,,,,,,,,,,,,,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,,,,,,,,,,,,,
现金及现金等价物的净增加额(万元),-17614,-18220,-14108,9557,-2698,-3241,-2828,1368,9581,11595,12470,3417,998,-786,783,-2709,1447,-1663,1447,1853,-21,

