报告日期,2019-09-30,2019-06-30,2018-12-31,2018-09-30,2018-06-30,2017-12-31,2017-06-30,2016-12-31,2015-12-31,2014-12-31,
销售商品、提供劳务收到的现金(万元),115084,82593,182652,128650,86728,155410,70923,119478,106177,126574,
客户存款和同业存放款项净增加额(万元),,,,,,,,0,,,
向中央银行借款净增加额(万元,,,,,,,,0,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,0,,,
收到原保险合同保费取得的现金(万元),,,,,,,,0,,,
收到再保险业务现金净额(万元),,,,,,,,0,,,
保户储金及投资款净增加额(万元),,,,,,,,0,,,
处置交易性金融资产净增加额(万元),,,,,,,,0,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,0,,,
拆入资金净增加额(万元),,,,,,,,0,,,
回购业务资金净增加额(万元),,,,,,,,0,,,
收到的税费返还(万元),2799,1816,4040,2831,1608,2579,1265,1603,641,103,
收到的其他与经营活动有关的现金(万元),4063,2928,7995,4559,4544,3328,344,895,2117,674,
经营活动现金流入小计(万元),121946,87338,194687,136040,92879,161318,72532,121975,108936,127350,
购买商品、接受劳务支付的现金(万元),77716,53418,143373,99553,67607,113831,62992,81430,80543,96318,
客户贷款及垫款净增加额(万元),,,,,,,,0,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,0,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,0,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,0,,,
支付保单红利的现金(万元),,,,,,,,0,,,
支付给职工以及为职工支付的现金(万元),8831,6969,10965,8316,6621,9451,4944,7939,6416,5422,
支付的各项税费(万元),3522,2610,8250,7647,4231,6616,3346,6064,3161,1881,
支付的其他与经营活动有关的现金(万元),10592,7315,11522,8474,6345,11175,7640,14703,9351,10342,
经营活动现金流出小计(万元),100661,70313,174111,123991,84803,141074,78922,110135,99471,113963,
经营活动产生的现金流量净额(万元),21285,17025,20576,12049,8076,20244,-6390,11840,9464,13387,
收回投资所收到的现金(万元),,,0,,,,,0,,,
取得投资收益所收到的现金(万元),,,0,,,7,5,42,27,107,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),1,1,43,55,55,117,34,0,1,16,
处置子公司及其他营业单位收到的现金净额(万元),,,0,,,,,0,,,
收到的其他与投资活动有关的现金(万元),300,,0,,21,67,67,4000,390,617,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,
投资活动现金流入小计(万元),301,1,43,55,76,191,106,4042,418,739,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),5760,3792,5079,4000,3125,7449,2440,4220,5067,4523,
投资所支付的现金(万元),,,0,,,,,0,,,
质押贷款净增加额(万元),,,0,,,,,0,,,
取得子公司及其他营业单位支付的现金净额(万元),,,0,,,,,0,,,
支付的其他与投资活动有关的现金(万元),47620,,0,,,,350,78,1564,2633,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,
投资活动现金流出小计(万元),53380,3792,5079,4000,3125,7449,2790,4298,6631,7156,
