报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
销售商品、提供劳务收到的现金(万元),47679,31270,13117,53680,37298,21342,11126,47030,34528,22635,9289,38131,34384,22236,9723,41329,30795,19327,8516,40683,36719,32408,29142,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还(万元),1577,1153,474,2523,1964,1429,879,2905,2202,1688,786,1959,1510,919,453,1582,1185,797,357,1716,1940,1085,1818,
收到的其他与经营活动有关的现金(万元),736,732,512,1077,1196,678,445,583,432,298,263,719,500,385,236,331,238,205,52,596,334,240,857,
经营活动现金流入小计(万元),49992,33156,14103,57280,40458,23450,12450,50518,37162,24621,10338,40809,36394,23539,10412,43242,32219,20329,8925,42995,38992,33733,31817,
购买商品、接受劳务支付的现金(万元),26586,16397,7420,34619,22680,13705,8886,29108,20613,11904,7072,20398,22472,13276,6347,24167,19276,12213,5291,28122,25620,21825,23317,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),7377,4789,2457,8482,6350,4272,2109,7081,5276,3527,1752,5944,4337,2946,1397,4935,3764,2505,1285,4340,3707,2738,2354,
支付的各项税费(万元),2915,1587,938,3173,2236,1378,631,2869,2254,1404,747,2374,1852,1186,502,2111,1575,906,476,1701,1399,1423,1149,
支付的其他与经营活动有关的现金(万元),3598,2787,1559,4356,4611,2450,1219,3361,2721,1937,994,2783,2276,1455,669,2270,1825,1243,637,2355,2117,1820,1537,
经营活动现金流出小计(万元),40476,25560,12374,50630,35878,21806,12845,42419,30864,18772,10566,31499,30937,18862,8915,33485,26440,16867,7689,36518,32843,27806,28357,
经营活动产生的现金流量净额(万元),9516,7596,1729,6650,4580,1644,-395,8099,6298,5849,-228,9310,5456,4677,1497,9758,5779,3462,1237,6477,6149,5927,3459,
收回投资所收到的现金(万元),160200,104500,53000,183700,123800,74300,40152,186000,120000,75000,48000,89000,43000,27000,7000,43500,22500,6500,5000,22500,46000,40700,33700,
取得投资收益所收到的现金(万元),2141,1318,569,2535,2457,1077,532,2099,1344,846,479,842,410,233,71,430,348,201,70,333,327,167,398,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),11,2,,14,14,14,,12,10,9,9,12,18,,,4,4,4,,1,10,,2,
处置子公司及其他营业单位收到的现金净额(万元),1,1,,,,,,,,,,,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),,,,2081,2090,2090,,,,,,,,,,,,,,,,,112,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),162352,105822,53569,188329,128361,77481,40683,188111,121354,75855,48488,89853,43428,27233,7071,43934,22852,6705,5070,22834,46337,40867,34212,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),750,663,157,521,339,203,156,743,622,538,449,1138,789,511,288,1723,1342,846,533,2742,4377,3859,294,
投资所支付的现金(万元),174400,100148,59064,179000,121300,71800,39277,194000,129000,78000,38000,127000,70000,40000,15000,45500,30500,10555,1500,27500,46000,40700,33737,
质押贷款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,3781,3781,3781,,,,,,,,,,,,,,,,,,
支付的其他与投资活动有关的现金(万元),83,15,,2421,2374,2374,-148,,,,,,,,,,,,,,,,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流出小计(万元),175233,100827,59221,185723,127793,78157,39284,194743,129622,78538,38449,128138,70789,40511,15288,47223,31842,11401,2033,30242,50377,44559,34031,
投资活动产生的现金流量净额(万元),-12881,4995,-5652,2607,568,-676,1399,-6632,-8268,-2683,10039,-38285,-27361,-13277,-8218,-3289,-8989,-4696,3037,-7409,-4040,-3692,181,
吸收投资收到的现金(万元),,,,,,,,1866,1866,1866,,26019,26019,26019,,,,,,,,,1060,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
取得借款收到的现金(万元),2900,2900,2900,,,,,,,,,,,,,,,,,,,,,
