报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2013-12-31,
销售商品、提供劳务收到的现金(万元),59915,34321,17764,65687,44174,29790,13264,62378,23124,24508,10186,17105,5804,7066,2743,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,
收到的税费返还(万元),4426,2930,1134,3227,1827,962,848,1490,838,1328,952,1325,460,510,294,
收到的其他与经营活动有关的现金(万元),1311,408,113,1571,1164,332,106,510,30,544,286,218,100,431,383,
经营活动现金流入小计(万元),65652,37659,19010,70485,47164,31084,14219,64378,23993,26380,11424,18647,6364,8007,3420,
购买商品、接受劳务支付的现金(万元),41070,21491,16327,39762,34685,19899,12999,34215,17091,15990,7523,12229,4134,4912,2206,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),6975,4438,2292,7441,5552,3764,1763,5029,2085,2237,1305,1710,852,1198,1016,
支付的各项税费(万元),1231,1047,648,3137,2498,1822,1404,2238,889,744,318,386,62,76,241,
支付的其他与经营活动有关的现金(万元),11007,8721,2353,9411,8573,5346,2888,7968,3974,4138,1981,3165,1005,1540,1054,
经营活动现金流出小计(万元),60283,35697,21619,59751,51308,30831,19054,49451,24039,23108,11127,17490,6053,7726,4517,
经营活动产生的现金流量净额(万元),5370,1962,-2609,10734,-4144,253,-4835,14928,-46,3271,297,1157,311,281,-1097,
收回投资所收到的现金(万元),171,,,,,,,,,,,,,,,
取得投资收益所收到的现金(万元),79,,,,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),174,27,19,9,,,,40,28,,,,,,,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),8,12,,10828,10828,6853,14,1959,1919,13,53,339,,,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),432,39,19,10836,10828,6853,14,1999,1947,13,53,339,0,0,0,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),3594,1172,175,4270,3964,371,173,1125,729,582,288,599,91,377,902,
投资所支付的现金(万元),,,,,,,,,,,,,70,164,,
质押贷款净增加额(万元),,,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),1969,,,,,,,,,,,203,,,,
支付的其他与投资活动有关的现金(万元),247,51056,2,10772,10771,6801,4918,409,402,1413,6,406,,,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,,
投资活动现金流出小计(万元),5810,52228,177,15042,14735,7172,5090,1534,1132,1995,293,1208,161,541,902,
投资活动产生的现金流量净额(万元),-5379,-52189,-158,-4205,-3908,-319,-5076,465,815,-1982,-240,-868,-161,-541,-902,
吸收投资收到的现金(万元),49478,49478,49478,,,,,,,5000,989,,,100,1800,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,,,,,,,,,
取得借款收到的现金(万元),,,,,,,,,,2600,2200,6224,3280,3492,3150,
发行债券收到的现金(万元),,,,,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),,,,,,,,,,,2,170,,,261,
筹资活动现金流入小计(万元),49478,49478,49478,0,0,0,0,0,0,7600,3191,6394,3280,3592,5211,
偿还债务支付的现金(万元),54,,,,,,,,,5400,2414,5824,3215,2997,3153,
分配股利、利润或偿付利息所支付的现金(万元),24,,,,,,,2300,799,428,79,168,86,152,405,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),2089,2089,160,100,30,30,,119,,390,,229,203,,,
筹资活动现金流出小计(万元),2166,2089,160,100,30,30,0,2419,799,6219,2493,6222,3504,3149,3558,
筹资活动产生的现金流量净额(万元),47312,47390,49318,-100,-30,-30,0,-2419,-799,1381,698,172,-224,443,1654,
汇率变动对现金及现金等价物的影响(万元),148,-45,-238,321,345,214,-388,-301,-61,-45,-64,78,-18,-65,8,
现金及现金等价物净增加额(万元),47451,-2882,46314,6749,-7737,118,-10298,12672,-91,2626,691,538,-91,118,-338,
加:期初现金及现金等价物余额(万元),22930,22930,22930,16181,16181,16181,16181,3509,3509,883,883,344,344,226,564,
期末现金及现金等价物余额(万元),70382,20048,69244,22930,8445,16299,5883,16181,3417,3509,1574,883,253,344,226,
净利润(万元),,3099,,11806,,4276,,11781,3529,2983,926,2005,630,385,-540,
少数股东损益(万元),,,,,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,,,,
资产减值准备(万元),,323,,411,,289,,868,722,271,70,238,52,57,207,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,297,,553,,265,,439,216,368,190,330,165,219,136,
无形资产摊销(万元),,172,,164,,18,,29,13,28,14,26,12,21,18,
长期待摊费用摊销(万元),,21,,31,,17,,22,5,9,5,9,5,9,5,
待摊费用的减少(万元),,,,,,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,-11,,-6,,,,-1,4,,1,109,7,0,0,
固定资产报废损失(万元),,0,,1,,0,,0,2,1,,,,,,
公允价值变动损失(万元),,-69,,,,-21,,-97,-104,97,0,-0,17,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,,,,,,
预计负债(万元),,,,,,,,,,,,,,,,
财务费用(万元),,-45,,-665,,-181,,298,41,212,57,71,106,219,147,
投资损失(万元),,26,,-76,,-59,,-4,39,-0,6,66,72,,,
递延所得税资产减少(万元),,-51,,-49,,-36,,-97,-76,-32,-15,22,-10,-5,-34,
递延所得税负债增加(万元),,,,,,3,,,1,-0,-0,0,,,,
存货的减少(万元),,-4931,,-381,,-2873,,-2081,-5326,-983,531,-1843,-75,-915,-77,
经营性应收项目的减少(万元),,-4659,,-4982,,-4949,,-12605,-10993,-5477,-1381,-2484,-1412,-585,-558,
经营性应付项目的增加(万元),,7789,,3927,,3503,,16375,11880,5547,-106,2608,744,876,-401,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,,,,,,
其他(万元),,,,,,,,,,247,,,,,,
经营活动产生现金流量净额(万元),,1962,,10734,,253,,14928,-46,3271,297,1157,311,281,-1097,
债务转为资本(万元),,,,,,,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,,,,,,
现金的期末余额(万元),70382,20048,69244,22930,8445,16299,5883,16181,3417,3509,1574,883,253,344,226,
现金的期初余额(万元),22930,22930,22930,16181,16181,16181,16181,3509,3509,883,883,344,344,226,564,
现金等价物的期末余额(万元),,,,,,,,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,,,,,,,
现金及现金等价物的净增加额(万元),47451,-2882,46314,6749,,118,,12672,-91,2626,691,538,-91,118,-338,

