报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
销售商品、提供劳务收到的现金(万元),75024,61207,25998,87344,51960,24045,11395,47017,26826,16991,8778,36327,25188,17079,6927,31331,19628,12415,19598,21689,18054,10754,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还(万元),3025,1830,1162,5808,2652,1367,590,1808,1283,582,150,1185,818,504,106,1087,750,495,896,853,682,443,
收到的其他与经营活动有关的现金(万元),1564,780,469,2019,1487,961,757,635,973,637,185,1447,716,547,164,1780,1323,935,776,790,570,358,
经营活动现金流入小计(万元),79613,63818,27628,95171,56099,26372,12742,49460,29083,18210,9113,38959,26722,18131,7196,34198,21701,13845,21270,23332,19306,11556,
购买商品、接受劳务支付的现金(万元),52615,38062,19382,78008,59742,30049,8841,28879,21033,14269,6092,25447,19520,12516,7488,21510,15682,10151,15530,15336,11982,7696,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),7432,5061,2688,7938,6061,3554,1734,6365,3917,2520,1463,4322,3045,2023,1186,3366,2492,1618,3169,2435,1695,760,
支付的各项税费(万元),5086,3750,1972,5497,3192,1707,765,3296,2175,1347,653,2213,1701,1094,565,1973,1595,892,1881,2060,1955,1261,
支付的其他与经营活动有关的现金(万元),11020,5366,2789,6456,5205,3357,1751,5124,5139,3020,1015,3810,3482,1663,623,2658,1780,978,2566,2879,2361,3039,
经营活动现金流出小计(万元),76153,52239,26830,97899,74199,38667,13091,43664,32263,21156,9223,35793,27748,17296,9862,29507,21548,13639,23146,22710,17992,12755,
经营活动产生的现金流量净额(万元),3459,11579,798,-2728,-18100,-12295,-349,5797,-3181,-2946,-109,3166,-1026,834,-2666,4691,152,206,-1876,621,1313,-1200,
