报告日期,2019-09-30,2019-06-30,2018-12-31,2018-09-30,2018-06-30,2017-12-31,2017-06-30,2016-12-31,2015-12-31,2014-12-31,
销售商品、提供劳务收到的现金(万元),119668,90367,184012,140780,82448,172979,55714,181538,130275,153181,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,
收到的税费返还(万元),6729,4503,10978,8920,5455,6918,1664,9180,3644,4818,
收到的其他与经营活动有关的现金(万元),2913,1963,2688,1444,1035,3119,278,1369,1618,586,
经营活动现金流入小计(万元),129311,96833,197679,151144,88938,183016,57656,192087,135536,158585,
购买商品、接受劳务支付的现金(万元),58986,42468,108471,82410,44588,113681,32949,97621,92461,85129,
客户贷款及垫款净增加额(万元),,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),31464,22511,34644,28073,18833,30485,15493,26633,23770,14549,
支付的各项税费(万元),9664,7796,8452,6304,3489,12047,6046,8984,13502,4686,
支付的其他与经营活动有关的现金(万元),12335,7676,18045,13566,7490,15034,5171,11636,12339,14146,
经营活动现金流出小计(万元),112449,80452,169611,130353,74400,171247,59659,144875,142072,118510,
经营活动产生的现金流量净额(万元),16862,16381,28067,20792,14539,11769,-2003,47212,-6536,40075,
收回投资所收到的现金(万元),242982,169495,220220,190850,128650,296316,3917,,4400,,
取得投资收益所收到的现金(万元),781,337,1192,928,644,982,542,322,224,520,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),35,41,47,46,1,5859,5850,11,44,15,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),2138,1781,1071,1071,387,236,,,213,1026,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,
投资活动现金流入小计(万元),245936,171654,222529,192896,129682,303393,10309,333,4881,1561,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),2391,2132,8899,5744,3748,5769,2745,2428,8040,4261,
投资所支付的现金(万元),266501,173930,220220,197196,128650,292449,7068,3857,800,5400,
质押贷款净增加额(万元),,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,,,
支付的其他与投资活动有关的现金(万元),4389,2708,1071,1071,818,,,,,1400,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,
投资活动现金流出小计(万元),273281,178770,230190,204011,133217,298218,9813,6285,8840,11061,
投资活动产生的现金流量净额(万元),-27345,-7116,-7661,-11116,-3535,5175,496,-5952,-3958,-9500,
吸收投资收到的现金(万元),58223,,,,,24,24,29309,,,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,24,,,,
取得借款收到的现金(万元),2035,1015,2948,2569,1325,,,,8901,12763,
发行债券收到的现金(万元),,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),1650,,,300,,1078,1063,,900,500,
筹资活动现金流入小计(万元),61908,1015,2948,2869,1325,1103,1087,29309,9801,13263,
偿还债务支付的现金(万元),1481,7,,,,,,7978,923,12763,
分配股利、利润或偿付利息所支付的现金(万元),15496,15461,17713,17628,17000,14500,6966,18965,16860,7160,
其中：子公司支付给少数股东的股利、利润(万元),3491,3491,7986,7986,7386,2500,2500,6022,6658,3000,
支付其他与筹资活动有关的现金(万元),1336,90,3424,3344,3344,299,563,24,,246,
筹资活动现金流出小计(万元),18313,15558,21137,20972,20344,14799,7529,26967,17783,20169,
