报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2014-12-31,2013-12-31,
销售商品、提供劳务收到的现金(万元),34274,23509,12725,44009,33007,20366,7972,35783,25379,16988,8532,32123,23626,15000,33610,35928,32037,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,
收到的税费返还(万元),,,,13,,,,,,,,,,,,140,20,
收到的其他与经营活动有关的现金(万元),1672,975,351,1550,740,588,223,1066,1190,366,152,505,237,27,292,378,261,
经营活动现金流入小计(万元),35945,24485,13076,45572,33747,20954,8195,36848,26569,17355,8685,32628,23863,15027,33902,36445,32318,
购买商品、接受劳务支付的现金(万元),21117,14254,5088,19091,14191,8682,4516,13278,11343,7144,2603,10933,7253,4115,13711,11182,10010,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),8791,6044,2961,12010,8171,5379,2429,11078,7998,5490,2756,10273,7450,4563,11376,10824,9446,
支付的各项税费(万元),3469,2920,1438,5196,4585,3407,1513,5070,3826,2861,1312,6720,5169,3569,5890,5193,5681,
支付的其他与经营活动有关的现金(万元),1451,875,392,2846,1709,1033,412,2173,1113,472,398,2131,1164,893,1505,1560,2978,
经营活动现金流出小计(万元),34828,24093,9878,39142,28656,18501,8870,31598,24279,15967,7068,30056,21037,13141,32482,28759,28114,
经营活动产生的现金流量净额(万元),1117,392,3199,6430,5091,2453,-675,5250,2290,1388,1616,2572,2826,1886,1420,7686,4204,
收回投资所收到的现金(万元),,,,,,,,,,,,,,,,,,
