报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
销售商品、提供劳务收到的现金(万元),87113,51939,25902,157378,92546,55032,25436,153596,83284,45338,23172,136006,78304,44286,19873,98090,50174,61509,38231,35102,30294,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
收到的税费返还(万元),,,,65,6,4,,38,19,12,0,80,80,47,,1182,1169,3,,,1794,
收到的其他与经营活动有关的现金(万元),3721,2728,2033,2111,782,748,562,910,4584,4489,3559,4491,6614,353,153,3493,266,4011,2422,3072,1401,
经营活动现金流入小计(万元),90834,54666,27934,159554,93334,55784,25998,154544,87886,49840,26732,140577,84999,44686,20026,102766,51608,65523,40653,38174,33489,
购买商品、接受劳务支付的现金(万元),41924,31832,14936,62929,37290,21709,13349,64892,37103,15033,15953,50070,25823,11510,13388,23100,11380,18000,5214,4667,1696,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),39737,27360,15496,49914,36682,24526,14449,43614,32105,22256,11533,36579,26829,17324,983,34952,25159,23280,15449,12582,10126,
