报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2015-12-31,2014-12-31,
销售商品、提供劳务收到的现金(万元),475449,285244,142103,863627,528099,317489,157305,853852,484581,288142,64099,610459,505352,465775,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,
收到的税费返还(万元),13904,10522,,,,,,,,,,,,,
收到的其他与经营活动有关的现金(万元),22882,18861,12571,4945,15904,4688,1313,12687,10482,7896,4281,28538,4400,2502,
经营活动现金流入小计(万元),512235,314628,154675,868572,544004,322177,158617,866539,495063,296038,68380,638997,509753,468276,
购买商品、接受劳务支付的现金(万元),377286,292896,147172,636912,411043,265710,130460,543212,336658,203991,51163,408713,372675,384581,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),70747,49968,34301,88991,79795,48425,37372,81587,50965,40072,30668,54980,46862,36118,
支付的各项税费(万元),24826,21004,7548,46466,38438,29998,13129,41755,36487,22943,5456,27076,21537,17613,
支付的其他与经营活动有关的现金(万元),15749,15331,3530,39669,29759,15092,4240,26198,20516,11400,2778,17506,13352,7326,
经营活动现金流出小计(万元),488607,379199,192551,812037,559034,359226,185202,692752,444626,278407,90064,508275,454425,445639,
经营活动产生的现金流量净额(万元),23628,-64571,-37877,56535,-15031,-37048,-26584,173787,50437,17631,-21685,130722,55328,22637,
收回投资所收到的现金(万元),58245,41305,15320,67087,41598,34040,,,44308,5730,,1950,,,
取得投资收益所收到的现金(万元),8397,3859,1782,9044,6138,4719,1830,7927,8304,5459,1832,5568,4416,3740,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),3377,2722,,1653,675,312,726,138,96,12,153,725,2,,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,1422,,
收到的其他与投资活动有关的现金(万元),,,,,,,20715,,,20500,6128,,,,
减少质押和定期存款所收到的现金(万元),,,,,,,,20500,,,,,,,
投资活动现金流入小计(万元),70019,47886,17102,77784,48411,39071,24271,67288,52708,31701,8459,34753,16509,42876,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),63630,43192,27995,135934,92738,44847,15277,61890,48681,29101,22923,85255,34232,34826,
投资所支付的现金(万元),60637,42687,26950,92301,73336,63142,,6365,23715,6739,,24408,1232,,
质押贷款净增加额(万元),,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,1804,,,,,,,,,,,
支付的其他与投资活动有关的现金(万元),,,,754,754,754,22301,,,,4176,,,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,20500,,
投资活动现金流出小计(万元),124268,85879,54946,230793,166829,108743,37578,105385,72396,35840,27099,144857,67538,74546,
投资活动产生的现金流量净额(万元),-54249,-37993,-37843,-153010,-118417,-69672,-13307,-38096,-19689,-4139,-18639,-110104,-51029,-31670,
吸收投资收到的现金(万元),,,,190531,190531,1097,,2664,2294,1732,1492,9325,30547,99241,
其中：子公司吸收少数股东投资收到的现金(万元),,,,1097,,1097,,2664,,1732,1492,9325,5418,10000,
取得借款收到的现金(万元),101749,71784,47851,151710,146589,86253,24560,116436,113497,99000,74541,349871,472809,316182,
发行债券收到的现金(万元),,,,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),,,,,,,,,,,,,,,
筹资活动现金流入小计(万元),101749,71784,47851,342241,337121,87350,24560,119100,115791,100732,76033,359196,503356,415423,
偿还债务支付的现金(万元),106874,28653,17843,114736,85686,37435,18100,193879,145281,103326,93154,427495,486163,227628,
分配股利、利润或偿付利息所支付的现金(万元),22964,1934,2179,43483,2735,1612,909,23279,22073,3082,1312,17483,18832,65565,
其中：子公司支付给少数股东的股利、利润(万元),,,,116,,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),4495,4117,2202,5669,7374,5789,3130,,,,,,1678,2619,
筹资活动现金流出小计(万元),134333,34703,22223,163888,95794,44835,22139,217158,167354,106408,94467,444978,506674,295812,
筹资活动产生的现金流量净额(万元),-32584,37081,25628,178353,241326,42515,2421,-98058,-51563,-5677,-18434,-85782,-3318,119611,
汇率变动对现金及现金等价物的影响(万元),885,-682,-758,968,848,298,898,-439,-550,-439,51,3209,2636,-120,
现金及现金等价物净增加额(万元),-62320,-66165,-50851,82846,108726,-63907,-36571,37194,-21365,7377,-58707,-61955,3617,110458,
