报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-06-30,2014-12-31,2014-06-30,2013-12-31,2013-06-30,2012-12-31,2012-06-30,
销售商品、提供劳务收到的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,71390,110274,176957,918419,920912,,,,,,87101,,45150,,,
收取利息、手续费及佣金的现金(万元),1167955,776493,380977,1672317,1238104,850578,518227,1652133,1194773,748269,358985,1631010,1199487,813255,390653,2821668,1518537,1139796,424896,789061,,596955,291567,
拆入资金净增加额(万元),90000,,,150000,160000,20000,115000,50000,,,,,,20000,,,,71000,7000,,,526306,,
回购业务资金净增加额(万元),2132952,2285931,1347496,764810,728012,,410706,,,,,,,583083,1462990,,1612529,1772055,273527,324064,123237,,341220,
收到的税费返还(万元),,,,,,,,,,,,,,,,,,,,,,,,
收到的其他与经营活动有关的现金(万元),168975,151392,108492,212931,25360,85927,76359,289489,251371,204904,17032,23621,19982,31124,1785,286298,53688,39463,6051,86850,,24019,2571,
经营活动现金流入小计(万元),5839725,5839986,4526577,4520138,3416763,1857208,1724102,1991622,1517534,1636178,777359,4039202,3994875,3247088,3566303,7066436,15351991,7217937,1459387,1199974,,1147280,635359,
购买商品、接受劳务支付的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),144741,98512,74321,151347,138112,78032,59577,146692,156101,74073,54444,272503,266487,156492,87809,322309,150689,102016,37741,51383,23824,38308,18640,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),335517,242164,91317,447624,347842,270860,132272,475440,388115,293302,99150,592566,498265,408204,87690,695646,274023,259323,140733,228732,,225339,127110,
支付的各项税费(万元),134117,129280,48205,137054,142682,109412,37257,124973,112285,65802,32560,360609,275127,217130,112298,431550,212850,156434,79925,93679,34925,70141,37648,
支付的其他与经营活动有关的现金(万元),590795,314028,201879,444678,427064,212732,148002,249649,90384,66013,67223,372814,288184,180649,290101,234752,68188,442410,157546,216431,,213485,103451,
经营活动现金流出小计(万元),2807358,2741055,2234616,4273970,2522233,1429375,1201348,7275610,5502823,3785116,2235599,5520208,4668493,2397978,3962387,5986344,8868401,5354941,832392,2300263,,1044359,642568,
经营活动产生的现金流量净额(万元),3032367,3098931,2291961,246169,894530,427833,522754,-5283989,-3985288,-2148937,-1458241,-1481007,-673618,849110,-396084,1080092,6483590,1862996,626995,-1100289,-291593,102920,-7209,
收回投资所收到的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
取得投资收益所收到的现金(万元),213732,130845,27458,219016,102358,71679,11803,124227,75755,53624,25797,96295,62655,59537,14678,58856,28153,52979,23742,32379,13883,2221,5607,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),813,722,104,1039,651,483,229,633,399,332,42,301,70,70,60,703,131,938,699,730,31,1364,457,
处置子公司及其他营业单位收到的现金净额(万元),121219,121219,,,,,,,,,,,,,,,,,,,,426,,
收到的其他与投资活动有关的现金(万元),1150257,1036518,288808,798696,1501726,738138,435243,1170351,943907,780724,405253,835047,793295,633547,40000,490060,342057,253989,139048,25000,,,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),1888861,1781666,355780,1443919,1695433,890970,458596,1549828,1247882,1082150,481809,931643,881021,718154,54738,549619,370341,307906,208743,58109,,4011,6064,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),21953,11380,2762,134283,15105,10118,3852,27725,15907,8180,4271,15844,9527,6366,3629,26996,9865,18784,6822,10824,3078,13851,4450,
投资所支付的现金(万元),131473,106966,,82636,80875,80875,62651,354517,2200,2200,,,,,,,74275,,25000,,,21150,16150,
质押贷款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,,,,,,,,,,,,,2000,,,
支付的其他与投资活动有关的现金(万元),1184348,1073290,91625,1036974,1643396,837556,539000,798302,764065,171091,65000,1170351,979947,750000,,835047,868054,487000,399076,282048,,,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流出小计(万元),2041993,1530436,325322,1489772,2156564,1212606,811687,1299869,1176346,359731,69271,1727045,1602547,1119818,122348,2881579,1157039,601987,430898,661042,,577012,312915,
