报告日期,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-06-30,2017-12-31,2016-12-31,2015-12-31,
销售商品、提供劳务收到的现金(万元),86059,52855,28989,76039,61717,38450,15570,78593,48375,84548,71519,72061,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,
收到的税费返还(万元),,,,,,,,,,,,218,
收到的其他与经营活动有关的现金(万元),18380,11391,6012,33246,20564,14179,6041,32053,6123,1969,709,717,
经营活动现金流入小计(万元),104439,64246,35001,109284,82281,52629,21611,110646,54498,86517,72228,72997,
购买商品、接受劳务支付的现金(万元),41148,22881,9146,36845,29170,19867,10381,37299,26153,41092,45597,45853,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),11315,6790,2527,11893,8760,5866,2625,10898,5534,9012,6393,6078,
支付的各项税费(万元),5685,3818,1131,13130,5555,4597,3195,8637,4713,9064,8243,2915,
支付的其他与经营活动有关的现金(万元),19856,11431,4831,21855,16476,11067,5939,20705,2485,2190,1813,957,
经营活动现金流出小计(万元),78004,44920,17635,83723,59962,41397,22140,77539,38885,61359,62046,55803,
经营活动产生的现金流量净额(万元),26435,19325,17366,25561,22319,11232,-529,33108,15613,25158,10183,17194,
收回投资所收到的现金(万元),,,,,,,,,,,,,
取得投资收益所收到的现金(万元),,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),30,,,5324,324,324,323,9,7,8,1,,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,
