报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
销售商品、提供劳务收到的现金(万元),222262,148025,58992,255186,181422,118388,49584,205182,143195,95617,48179,194946,133939,95461,47008,186942,152315,140210,144272,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,,,
收到的税费返还(万元),10521,8095,4601,13993,8254,5924,3000,13226,10848,6086,2670,10512,8896,5408,3035,9829,11485,11044,8679,
收到的其他与经营活动有关的现金(万元),1962,1849,2812,4132,2410,1222,3027,8387,914,623,1357,1616,1223,851,650,4472,15405,2659,10002,
经营活动现金流入小计(万元),234744,157969,66404,273311,192087,125534,55612,226796,154957,102326,52206,207074,144057,101720,50693,201243,179205,153913,162953,
购买商品、接受劳务支付的现金(万元),198126,134558,46780,187914,159998,128389,52396,208178,149659,103821,39767,147434,102594,71630,37095,143215,136454,102135,95689,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),19501,13491,6711,31249,17383,12795,5847,21672,15773,10734,5478,21632,15601,10548,5000,19046,16658,14585,15152,
支付的各项税费(万元),3765,3974,3103,4011,4299,3582,1741,4807,5227,3163,2261,10446,7078,3939,2012,4533,5732,4791,3586,
支付的其他与经营活动有关的现金(万元),10843,10613,5608,14288,9707,8260,7552,10182,10459,6574,3308,11163,8107,4984,2514,8594,9229,21545,5805,
经营活动现金流出小计(万元),232235,162636,62202,237462,191387,153027,67536,244839,181118,124292,50814,190675,133380,91101,46621,175389,168073,143056,120232,
经营活动产生的现金流量净额(万元),2510,-4667,4202,35849,700,-27493,-11924,-18043,-26161,-21966,1392,16399,10677,10619,4072,25854,11132,10856,42722,
收回投资所收到的现金(万元),680,680,110,,155,155,,,,,,,,,,,327,,,
取得投资收益所收到的现金(万元),89,87,2346,,16,16,,,8,8,,,,,,151,,2,,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),0,0,-120,14,114,106,,4,,,,28,4,1,,666,1138,575,691,
处置子公司及其他营业单位收到的现金净额(万元),,,-100,,,,,,,,,,,,,,,,45,
收到的其他与投资活动有关的现金(万元),3341,1835,-242,270,4459,2397,1283,7616,9654,8392,774,2541,1698,1378,615,1545,1211,1194,2984,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),4109,2602,1995,284,4744,2674,1283,7620,9662,8400,774,2569,1701,1379,615,2362,2676,1771,3720,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),30985,15968,7139,46049,30949,18695,10614,35763,25003,17603,2135,20207,14138,8697,5732,12793,16800,22533,29173,
投资所支付的现金(万元),,,,,,,,,,,,,,,,,,,,
质押贷款净增加额(万元),,,,,,,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),768,768,,,,,,,,,,,,,,,,,5970,
支付的其他与投资活动有关的现金(万元),,,,2227,,,,36,,0,528,626,406,354,243,1024,510,885,389,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,,,,,,
投资活动现金流出小计(万元),31753,16736,7139,48276,30949,18695,10614,35799,25003,17603,2663,20832,14543,9051,5975,13817,17309,23418,35532,
投资活动产生的现金流量净额(万元),-27643,-14134,-5144,-47992,-26205,-16021,-9331,-28179,-15340,-9203,-1889,-18263,-12842,-7673,-5360,-11455,-14634,-21647,-31812,
吸收投资收到的现金(万元),46633,9833,9833,,,,,25685,25941,25941,,,,,,,,,375,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,,,,,,,,,,,,375,
取得借款收到的现金(万元),206980,155176,87462,314907,241513,169840,61106,218290,143384,135934,70087,184678,167012,112823,59995,210051,254502,224783,226045,
发行债券收到的现金(万元),,36800,36800,,,,,,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),3767,4767,7669,,8986,975,2886,4283,6943,825,1810,11858,9435,10627,5124,1335,,,,
筹资活动现金流入小计(万元),257380,206576,141764,314907,250500,170815,63992,248258,176268,162700,71897,196536,176447,123450,65119,211386,254502,224783,226420,
偿还债务支付的现金(万元),223442,175955,106848,298055,227797,131763,59600,169621,116868,110388,64562,196703,171388,125133,65957,217289,235111,186894,221879,
分配股利、利润或偿付利息所支付的现金(万元),7644,5782,2905,12269,10287,5908,2312,7447,5528,3526,1481,6673,4483,3340,1860,7999,11542,9883,9872,
其中：子公司支付给少数股东的股利、利润(万元),,,,165,87,87,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),713,713,3422,8251,3094,2194,1801,1929,2529,1972,3611,925,742,,,611,6170,6832,7877,
筹资活动现金流出小计(万元),231799,182450,113175,318575,241178,139865,63713,178997,124925,115887,69654,204302,176614,128473,67817,225899,252823,203609,239628,
筹资活动产生的现金流量净额(万元),25581,24126,28589,-3668,9321,30950,279,69261,51343,46814,2243,-7766,-166,-5023,-2698,-14513,1680,21173,-13209,
汇率变动对现金及现金等价物的影响(万元),1025,163,-302,870,-207,-285,-607,-685,-699,-113,-54,-188,141,87,-59,809,-108,-90,-198,
现金及现金等价物净增加额(万元),1473,5487,27345,-14941,-16391,-12850,-21584,22354,9143,15532,1692,-9818,-2189,-1990,-4045,695,-1930,10293,-2498,
加:期初现金及现金等价物余额(万元),14235,14235,14235,29176,29176,29176,29176,6822,6822,6822,8783,16640,16640,16640,16081,15945,17874,7581,10079,
期末现金及现金等价物余额(万元),15708,19723,41580,14235,12785,16326,7592,29176,15964,22353,10475,6822,14450,14650,12036,16640,15945,17874,7581,
净利润(万元),,2056,,6571,,3519,,6340,,3380,,7598,,3284,,5921,5732,,,
少数股东损益(万元),,,,,,,,,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,,,,,,,,
资产减值准备(万元),,194,,354,,258,,773,,-23,,182,,319,,-99,168,,,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,66,,11853,,6065,,10855,,5509,,10127,,5144,,9740,8809,,,
