报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2015-12-31,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
销售商品、提供劳务收到的现金(万元),49660,31692,16363,54107,38966,22984,12705,47090,34308,22085,11153,35912,26678,23075,10891,18812,14582,9911,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,,
收到的税费返还(万元),27,5,,171,30,30,,5,5,3,,4,9,10,10,,,1,
收到的其他与经营活动有关的现金(万元),813,458,152,1092,865,784,97,159,86,33,15,781,738,929,163,851,1232,869,
经营活动现金流入小计(万元),50499,32154,16515,55370,39861,23798,12801,47253,34398,22121,11168,36697,27426,24013,11064,19664,15813,10781,
购买商品、接受劳务支付的现金(万元),4738,2655,2104,2831,2911,1063,290,2542,1693,1130,388,993,542,293,165,373,329,289,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),17347,12093,7427,17475,13195,9563,5573,15130,11610,7953,4144,11581,8628,7865,4131,7196,6529,6581,
支付的各项税费(万元),550,327,44,1531,958,865,264,2699,2599,578,26,890,378,582,146,591,73,188,
支付的其他与经营活动有关的现金(万元),22358,12648,7231,24915,17757,12258,6128,18865,14508,9380,4849,16366,11185,9363,4293,6656,5798,4741,
经营活动现金流出小计(万元),44992,27723,16805,46752,34822,23748,12255,39237,30410,19041,9407,29830,20733,18103,8735,14816,12729,11800,
经营活动产生的现金流量净额(万元),5507,4431,-290,8618,5038,50,546,8016,3988,3079,1761,6868,6693,5910,2329,4848,3085,-1019,
收回投资所收到的现金(万元),83150,48050,28000,,58600,26300,,,,,,,,,,,71100,14600,
取得投资收益所收到的现金(万元),769,515,303,1040,643,291,,,,,,,,,,1,175,35,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),29,1,,485,307,63,61,5,4,2,1,5,17,57,5,11,76,,
处置子公司及其他营业单位收到的现金净额(万元),158,158,,,,,,,,,,,,,,278,1184,102,
收到的其他与投资活动有关的现金(万元),,,,,,,,,,,,,60,,,164,,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),84106,48724,28303,1525,59549,26654,61,5,4,2,1,5,77,57,5,454,72535,14737,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),1322,877,496,1345,779,510,312,1907,1730,1032,550,2926,1438,1537,220,12827,495,894,
投资所支付的现金(万元),90050,50100,21700,32400,92800,56600,2700,,,,,1000,,,,,71100,14600,
质押贷款净增加额(万元),,,,,,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),4297,4297,,,,,,,,,,,,50,50,,,215,
支付的其他与投资活动有关的现金(万元),,,,,,,,,,,,,,,,,164,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,,,,,
投资活动现金流出小计(万元),95669,55273,22196,33745,93579,57110,3012,1907,1730,1032,550,3926,1438,1587,270,12827,71759,15709,
投资活动产生的现金流量净额(万元),-11563,-6550,6107,-32220,-34030,-30456,-2951,-1901,-1726,-1030,-548,-3921,-1361,-1530,-266,-12373,776,-972,
吸收投资收到的现金(万元),738,,,32617,30788,30788,30788,,,,,,50,,,,,5784,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,,,,,,,,,,,,
取得借款收到的现金(万元),,,,,,,,,,,,,,1000,1000,8710,,,
发行债券收到的现金(万元),,,,,,,,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),,,,785,,,,,,,,,,100,100,,,,
筹资活动现金流入小计(万元),738,0,0,33402,30788,30788,30788,0,0,0,0,0,50,1100,1100,8710,0,5784,
偿还债务支付的现金(万元),,,,,,,,,,,,,3088,3712,3087,2917,,,
