报告日期,2020-09-30,2020-06-30,2019-12-31,2019-09-30,2019-06-30,2018-12-31,2017-12-31,2016-12-31,
销售商品、提供劳务收到的现金(万元),55957,29557,52318,38292,25045,46367,41755,35835,
客户存款和同业存放款项净增加额(万元),,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,
收到的税费返还(万元),754,359,596,218,199,,8,18,
收到的其他与经营活动有关的现金(万元),533,424,472,357,295,662,126,250,
经营活动现金流入小计(万元),57245,30340,53385,38867,25539,47028,41889,36103,
购买商品、接受劳务支付的现金(万元),27445,14792,23989,19292,12267,21671,19256,16247,
客户贷款及垫款净增加额(万元),,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,
支付给职工以及为职工支付的现金(万元),8087,5602,9369,7087,4934,7904,7197,5316,
支付的各项税费(万元),2480,1371,2735,1762,1371,2533,2658,2391,
支付的其他与经营活动有关的现金(万元),3199,2031,5060,3282,2414,4679,4223,3537,
经营活动现金流出小计(万元),41211,23796,41152,31423,20986,36786,33334,27491,
经营活动产生的现金流量净额(万元),16034,6544,12233,7445,4552,10242,8554,8612,
收回投资所收到的现金(万元),10850,8850,12405,7050,8600,9300,16010,3905,
取得投资收益所收到的现金(万元),77,46,77,26,23,135,46,16,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),1,1,82,11,2,27,,,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,
收到的其他与投资活动有关的现金(万元),,,732,732,732,,95,700,
减少质押和定期存款所收到的现金(万元),,,,,,,,,
投资活动现金流入小计(万元),10929,8897,13296,7819,9357,9462,16151,4621,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),7517,4398,10230,7695,6223,3587,1252,1103,
投资所支付的现金(万元),14850,9900,12400,9200,10800,9441,9600,8515,
质押贷款净增加额(万元),,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,1000,
支付的其他与投资活动有关的现金(万元),,,732,732,732,,,700,
增加质押和定期存款所支付的现金(万元),,,,,,,,,
投资活动现金流出小计(万元),22367,14298,23362,17627,17755,13027,10852,11317,
投资活动产生的现金流量净额(万元),-11438,-5401,-10066,-9808,-8398,-3565,5299,-6697,
吸收投资收到的现金(万元),60554,,,,,,,,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,,
取得借款收到的现金(万元),,,3000,3000,3000,4633,1000,5501,
发行债券收到的现金(万元),,,,,,,,,
收到其他与筹资活动有关的现金(万元),,,,,,,,,
筹资活动现金流入小计(万元),60554,0,3000,3000,3000,4633,1000,5501,
偿还债务支付的现金(万元),,,7000,6990,5000,1633,5500,2001,
分配股利、利润或偿付利息所支付的现金(万元),,,5069,5003,5066,26,6643,2397,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,
支付其他与筹资活动有关的现金(万元),2127,54,225,120,,,,,
筹资活动现金流出小计(万元),2127,54,12294,12113,10066,1659,12143,4397,
筹资活动产生的现金流量净额(万元),58428,-54,-9294,-9113,-7066,2974,-11143,1103,
汇率变动对现金及现金等价物的影响(万元),-643,-1,10,95,-75,240,-470,414,
现金及现金等价物净增加额(万元),62380,1088,-7115,-11380,-10987,9891,2240,3432,
加:期初现金及现金等价物余额(万元),11532,11532,18647,18647,18647,8756,6516,3084,
期末现金及现金等价物余额(万元),73912,12620,11532,7267,7661,18647,8756,6516,
净利润(万元),,,11359,,4827,8567,5449,6052,
少数股东损益(万元),,,,,,,,,
未确认的投资损失(万元),,,,,,,,,
资产减值准备(万元),,,176,,113,144,-176,194,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,,1431,,653,1167,995,1067,
无形资产摊销(万元),,,210,,99,114,121,118,
长期待摊费用摊销(万元),,,,,,27,33,37,
待摊费用的减少(万元),,,,,,,,,
预提费用的增加(万元),,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,,-2,,,-18,,,
固定资产报废损失(万元),,,12,,6,5,25,77,
公允价值变动损失(万元),,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,
预计负债(万元),,,,,,,,,
财务费用(万元),,,79,,130,-81,414,-156,
投资损失(万元),,,-77,,-23,1,-46,-16,
递延所得税资产减少(万元),,,-12,,-9,-13,19,-24,
递延所得税负债增加(万元),,,-5,,-2,-5,-5,-5,
存货的减少(万元),,,-800,,-744,173,-1119,-330,
经营性应收项目的减少(万元),,,-2999,,-25,-1917,-799,-701,
经营性应付项目的增加(万元),,,2861,,-473,1886,1454,2299,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,
其他(万元),,,,,,192,2190,,
经营活动产生现金流量净额(万元),,,12233,,4552,10242,8554,8612,
债务转为资本(万元),,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,
融资租入固定资产(万元),,,,,,,,,
现金的期末余额(万元),73912,12620,11532,7267,7661,18647,8756,6516,
现金的期初余额(万元),11532,11532,18647,18647,18647,8756,6516,3084,
现金等价物的期末余额(万元),,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,
现金及现金等价物的净增加额(万元),62380,1088,-7115,-11380,-10987,9891,2240,3432,

