报告日期,2020-09-30,2020-06-30,2019-12-31,2019-09-30,2019-06-30,2018-12-31,2017-12-31,2017-06-30,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
销售商品、提供劳务收到的现金(万元),54999,40673,79378,59148,33261,114393,89098,38710,65471,32671,41469,28901,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,
收到的税费返还(万元),553,357,519,493,267,119,30,23,392,119,254,218,
收到的其他与经营活动有关的现金(万元),2146,1147,4805,3230,2748,2004,2066,2112,2526,2540,2849,3211,
经营活动现金流入小计(万元),57698,42177,84702,62870,36276,116516,91193,40844,68389,35331,44572,32330,
购买商品、接受劳务支付的现金(万元),20748,16729,42702,32570,17281,25057,19646,9528,14475,5062,2075,2555,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),16136,10057,25579,17671,12128,24842,21643,9113,18839,15702,15055,14059,
支付的各项税费(万元),6228,3148,9220,7922,4550,16894,11246,5079,7086,8769,9742,2854,
支付的其他与经营活动有关的现金(万元),8223,5077,11314,7483,4953,9881,9984,5064,8286,6328,6979,7202,
经营活动现金流出小计(万元),51335,35012,88816,65645,38912,76673,62519,28784,48686,35860,33851,26670,
经营活动产生的现金流量净额(万元),6363,7166,-4114,-2775,-2636,39843,28675,12060,19703,-530,10721,5660,
收回投资所收到的现金(万元),,,,,,,,,,,,,
取得投资收益所收到的现金(万元),,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),35,34,957,772,66,800,881,1242,938,1338,1680,20,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),,,,,,,,,,,,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,
投资活动现金流入小计(万元),35,34,957,772,66,800,881,1242,938,1338,1680,20,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),29078,18067,16956,16830,16794,53851,13966,5308,26701,18934,30029,36678,
投资所支付的现金(万元),,,,,,,,,,,,,
质押贷款净增加额(万元),,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,,,,,
支付的其他与投资活动有关的现金(万元),,,,,,,,,,,,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,
投资活动现金流出小计(万元),29078,18067,16956,16830,16794,53851,13966,5308,26701,18934,30029,36678,
投资活动产生的现金流量净额(万元),-29042,-18033,-15998,-16058,-16728,-53052,-13085,-4066,-25763,-17597,-28348,-36658,
吸收投资收到的现金(万元),33452,,,,,,,,,28600,,7150,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,,,,,,
取得借款收到的现金(万元),182571,117296,149387,142749,90437,164192,87066,31400,77000,66055,82236,41400,
发行债券收到的现金(万元),,,,,,59100,,,,,,,
收到其他与筹资活动有关的现金(万元),46862,46656,62757,57281,30865,36551,54043,23850,48208,75411,8924,32708,
筹资活动现金流入小计(万元),262886,163951,212144,200030,121301,259843,141109,55250,125208,170065,91159,81258,
偿还债务支付的现金(万元),158615,97642,149100,147538,71907,159868,88237,24905,60349,109189,59782,36250,
分配股利、利润或偿付利息所支付的现金(万元),9073,6347,13185,8803,8236,6652,13181,9722,11717,12870,9233,7908,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),47822,47301,28890,24930,22363,73859,57596,27896,51524,22313,7645,6160,
筹资活动现金流出小计(万元),215510,151289,191175,181271,102506,240380,159015,62523,123590,144372,76660,50318,
筹资活动产生的现金流量净额(万元),47376,12662,20969,18759,18795,19463,-17906,-7273,1618,25693,14499,30940,
汇率变动对现金及现金等价物的影响(万元),-68,15,18,78,-11,128,-25,0,15,63,15,-14,
现金及现金等价物净增加额(万元),24628,1810,874,4,-579,6382,-2342,721,-4428,7629,-3114,-72,
加:期初现金及现金等价物余额(万元),10344,10344,9470,9470,9470,3088,5430,5430,9858,2229,5342,5414,
期末现金及现金等价物余额(万元),34972,12155,10344,9474,8891,9470,3088,6151,5430,9858,2229,5342,
净利润(万元),,6198,14628,,8212,16882,12142,,,,,,
少数股东损益(万元),,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,
资产减值准备(万元),,153,349,,,,,,,,,,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,14004,27137,,,,,,,,,,
无形资产摊销(万元),,347,660,,,,,,,,,,
长期待摊费用摊销(万元),,240,468,,,,,,,,,,
待摊费用的减少(万元),,,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,25,-167,,,,,,,,,,
固定资产报废损失(万元),,,,,,,,,,,,,
公允价值变动损失(万元),,,12,,,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,,,
预计负债(万元),,,,,,,,,,,,,
财务费用(万元),,7425,14168,,7160,11928,8991,,,,,,
投资损失(万元),,,,,,,,,,,,,
递延所得税资产减少(万元),,395,-374,,,,,,,,,,
递延所得税负债增加(万元),,65,164,,,,,,,,,,
存货的减少(万元),,2451,-4407,,-1694,580,4496,,,,,,
经营性应收项目的减少(万元),,16382,-58065,,-35452,-28055,-29960,,,,,,
经营性应付项目的增加(万元),,-2674,1313,,5409,11470,9034,,,,,,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,,,
其他(万元),,,,,-185,2850,1139,,,,,,
经营活动产生现金流量净额(万元),,7166,-4114,,-2636,39843,28675,,,,,,
债务转为资本(万元),,,,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,,,
现金的期末余额(万元),34972,12155,10344,9474,8891,9470,3088,6151,5430,9858,2229,5342,
现金的期初余额(万元),10344,10344,9470,9470,9470,3088,5430,5430,9858,2229,5342,5414,
现金等价物的期末余额(万元),,,,,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,,,,
现金及现金等价物的净增加额(万元),24628,1810,874,4,-579,6382,-2342,721,-4428,7629,-3114,-72,

