报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2015-12-31,2014-12-31,2013-12-31,
销售商品、提供劳务收到的现金(万元),412371,295479,153113,564880,443279,301881,145889,456462,340085,199016,360824,221881,318454,241123,182725,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,
收到的税费返还(万元),11969,4967,3079,29724,16667,10020,7281,19190,13381,8726,11790,8108,8944,10195,13021,
收到的其他与经营活动有关的现金(万元),2424,1633,1295,5449,2797,1495,1320,4976,1823,1489,4421,4225,4184,8077,1949,
经营活动现金流入小计(万元),426764,302079,157486,600053,462744,313396,154490,480629,355289,209231,377035,234214,331581,259395,197695,
购买商品、接受劳务支付的现金(万元),269701,192465,102161,394452,351963,221187,114757,292245,226645,135991,240179,152804,193494,172290,129794,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),72453,50856,27542,84497,63447,41334,21305,61735,46285,31251,51720,37643,41001,33637,27122,
支付的各项税费(万元),14872,14130,6900,31632,22184,15826,10948,22985,16367,9339,13736,10015,12580,7803,6961,
支付的其他与经营活动有关的现金(万元),74610,39810,20530,87941,68752,37750,17903,55158,50972,20279,42223,33297,35214,30278,18398,
经营活动现金流出小计(万元),431637,297261,157133,598522,506346,316098,164913,432124,340269,196860,347858,233759,282288,244007,182275,
经营活动产生的现金流量净额(万元),-4873,4818,353,1531,-43602,-2702,-10422,48505,15020,12371,29177,455,49293,15388,15420,
收回投资所收到的现金(万元),15,,,,,,,3297,3297,2151,100,100,984,800,,
取得投资收益所收到的现金(万元),9,,,1334,518,37,,553,553,653,,22,561,906,1038,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),146,45,8,10,148,12,21,37,30,23,29,11,28,15,24,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),,,,,30,,66,44,,,257,,,,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),170,45,8,1344,696,49,86,3932,3880,2826,386,133,1574,1722,1062,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),27201,24170,13791,31480,18106,13053,2576,5034,4206,2413,13344,7069,11331,13235,11323,
投资所支付的现金(万元),4000,4000,4000,3537,50858,50500,500,7859,7859,4488,525,500,455,3260,,
质押贷款净增加额(万元),,,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,,,13508,7164,3790,,,
支付的其他与投资活动有关的现金(万元),,,,1718,686,,,,,145,1787,1251,520,809,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,,
投资活动现金流出小计(万元),31201,28170,17791,36735,69650,63553,3076,12893,12066,7046,29164,15983,16096,17304,11323,
投资活动产生的现金流量净额(万元),-31031,-28126,-17782,-35391,-68954,-63504,-2989,-8962,-8186,-4221,-28778,-15850,-14522,-15583,-10261,
吸收投资收到的现金(万元),,,,80280,80280,80280,,26,0,,16281,16281,,12310,,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,,,,,,,,,
取得借款收到的现金(万元),36907,28006,8367,33066,13870,600,,8115,4474,4422,19875,11829,26953,25507,17410,
发行债券收到的现金(万元),,,,,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),,,,,,,,,,,,,,,,
筹资活动现金流入小计(万元),36907,28006,8367,113346,94150,80880,0,8141,4474,4422,36156,28110,26953,37817,17410,
