报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
销售商品、提供劳务收到的现金(万元),104129,74706,36726,115167,89148,53305,27032,92720,75035,41394,20524,99318,74723,51155,29888,102138,77860,92716,43830,87296,71567,74705,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还(万元),2104,961,307,2415,2254,1207,219,2294,1975,926,571,144,144,144,49,48,132,1,1,182,262,338,
收到的其他与经营活动有关的现金(万元),3582,2514,394,3298,2835,1942,1755,2749,2573,2368,27,3447,3444,3123,104,4007,3927,2100,1313,3854,10246,10426,
经营活动现金流入小计(万元),109815,78181,37426,120880,94237,56454,29006,97764,79583,44688,21122,102908,78311,54422,30041,106193,81919,94817,45143,91333,82075,85469,
购买商品、接受劳务支付的现金(万元),80980,57010,27664,84646,66474,42259,21272,77236,66249,39741,19144,62441,48055,32360,18023,61595,45749,55763,27256,61295,47432,56037,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),15849,10630,5104,18046,13259,8792,4509,16322,12221,8374,4699,14512,11001,8005,4616,14085,10572,13399,6846,13102,10552,11529,
支付的各项税费(万元),2802,1740,886,3622,3171,2418,1990,3164,3018,1980,980,6688,5292,3283,1957,6936,5197,6760,3858,7386,4685,3967,
支付的其他与经营活动有关的现金(万元),5600,4521,1828,6847,5551,4150,3011,7468,7649,5443,1356,7930,6528,6171,1116,7350,5938,7881,4684,5907,9987,14433,
经营活动现金流出小计(万元),105231,73901,35483,113161,88454,57619,30782,104191,89136,55537,26180,91571,70877,49819,25711,89966,67456,83803,42643,87690,72656,85966,
经营活动产生的现金流量净额(万元),4584,4280,1943,7719,5783,-1166,-1776,-6427,-9554,-10850,-5058,11337,7434,4604,4330,16226,14463,11014,2500,3643,9419,-497,
收回投资所收到的现金(万元),13000,13000,,,,,,,,,,,,,,,,,,4606,93,,
取得投资收益所收到的现金(万元),625,480,194,174,104,103,27,286,214,20,,,,,,,,,,,470,360,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),309,15,4,5,5,3,3,66,25,31,401,1936,562,555,523,793,785,73,1,3594,,8,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),50700,34000,24000,33700,21700,11700,4700,29400,26400,11000,,315,,,,,,242,86,110,2898,554,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),64634,47495,24198,33879,21809,11806,4730,29752,26639,11052,401,2251,562,555,523,793,785,315,87,8310,3461,922,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),10482,9178,4125,14865,11813,9773,5122,16964,10019,5949,4087,6653,2286,1291,628,5722,3921,2662,1459,7045,7193,4626,
投资所支付的现金(万元),,,,15000,,,,,,,,,,,,,,,,,588,1030,
质押贷款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,,,,,,,,,,,,,,,
支付的其他与投资活动有关的现金(万元),37700,15000,7000,53101,24000,7000,7000,34100,36900,24400,14910,,,,,,,,,,1488,891,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流出小计(万元),48182,24178,11125,82966,35813,16773,12122,51064,46919,30349,18997,6653,2286,1291,628,5722,3921,2662,1459,7045,9268,6548,
投资活动产生的现金流量净额(万元),16452,23317,13073,-49087,-14005,-4967,-7392,-21312,-20280,-19297,-18597,-4402,-1724,-737,-104,-4929,-3136,-2347,-1372,1265,-5807,-5626,
吸收投资收到的现金(万元),,,,,,,,46064,46064,39936,39946,,,,,,,,,9300,,,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
取得借款收到的现金(万元),26926,16381,9937,45539,27247,23520,8910,23510,19550,15680,8820,17851,14834,9905,4200,43832,39992,35632,13300,56730,50629,38065,
发行债券收到的现金(万元),,,,32200,,,,,,,,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),,,,,,,,,,,,,,,,,,,,870,10735,17412,
筹资活动现金流入小计(万元),26926,16381,9937,77739,27247,23520,8910,69574,65614,55616,48766,17851,14834,9905,4200,43832,39992,35632,13300,66900,61365,55477,
偿还债务支付的现金(万元),51553,37405,22361,24263,20550,9840,2970,25580,25580,18730,18730,24101,19514,13010,8400,51208,45198,43096,14290,59126,48369,29409,
分配股利、利润或偿付利息所支付的现金(万元),4323,4248,284,3529,3342,3134,125,6480,6422,2902,115,2103,1990,1849,1616,2379,2175,1790,991,8410,2641,1545,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),2468,2435,2435,272,101,,,1618,1395,1395,1513,44,44,30,,124,110,40,,2900,15186,18246,
筹资活动现金流出小计(万元),58344,44087,25080,28065,23993,12974,3095,33677,33397,23027,20358,26248,21548,14889,10016,53711,47484,44926,15281,70436,66196,49200,
筹资活动产生的现金流量净额(万元),-31418,-27706,-15143,49675,3254,10546,5815,35897,32217,32589,28408,-8397,-6714,-4984,-5816,-9879,-7491,-9294,-1981,-3536,-4832,6277,
汇率变动对现金及现金等价物的影响(万元),349,64,-185,465,557,184,-248,-276,-170,-84,2,110,45,37,9,144,110,14,-6,-166,-36,-80,
现金及现金等价物净增加额(万元),-10034,-46,-312,8772,-4411,4597,-3602,7881,2212,2357,4755,-1351,-959,-1080,-1582,1563,3946,-613,-859,1205,-1256,74,
加:期初现金及现金等价物余额(万元),17794,17794,17794,9022,9022,9022,9050,1141,1141,1141,1065,2492,2492,2492,2492,929,929,1542,1542,337,1593,1519,
期末现金及现金等价物余额(万元),7759,17748,17482,17794,4610,13619,5448,9022,3353,3498,5820,1141,1533,1412,910,2492,4875,929,684,1542,337,1593,
