报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2014-03-31,2013-12-31,2012-12-31,2011-12-31,
销售商品、提供劳务收到的现金(万元),444297,284401,133745,507877,390837,243782,112841,449577,344650,215258,103308,384036,288928,180527,84865,340989,309093,72357,265319,231613,156861,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
收到的税费返还(万元),,,,25,,,,,,,,,,,,,,,,,,
收到的其他与经营活动有关的现金(万元),6411,5781,427,4086,3744,2044,571,6339,5138,2878,936,3612,5633,2698,1483,3795,3192,1022,2371,4563,1754,
经营活动现金流入小计(万元),450709,290182,134171,511988,394581,245827,113411,455916,349789,218136,104245,387648,294562,183225,86349,344784,312285,73379,267690,236176,158615,
购买商品、接受劳务支付的现金(万元),256500,148185,81202,327092,234734,144478,76499,257358,188351,107571,51590,238635,172195,99286,45349,238209,191474,37617,178597,156397,124795,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),33517,23009,12148,40696,29335,20145,11127,33284,24366,16196,9023,28879,21562,14524,7979,25108,21592,5766,18876,11370,6656,
支付的各项税费(万元),41654,29910,12398,54037,45507,27056,11852,51668,38426,28715,11074,40633,30215,19235,7348,33097,30726,6477,25472,22972,11189,
支付的其他与经营活动有关的现金(万元),32615,20630,10034,41702,33383,20946,9258,49475,31310,21540,7402,30112,21165,14307,6185,26835,25868,6691,25541,22472,10790,
经营活动现金流出小计(万元),364285,221733,115783,463526,342958,212627,108737,391786,282452,174022,79089,338259,245138,147352,66861,323250,269660,56551,248486,213211,153431,
经营活动产生的现金流量净额(万元),86423,68449,18389,48461,51623,33200,4675,64130,67337,44114,25155,49389,49423,35873,19487,21534,42625,16828,19204,22965,5184,
收回投资所收到的现金(万元),281,206,,,,,,,,,,,,,,,,,,,,
取得投资收益所收到的现金(万元),23,23,23,,,,,,,,,,,,,,,,,,,
