报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2016-12-31,2015-12-31,2014-12-31,
销售商品、提供劳务收到的现金(万元),100092,58842,40648,165591,104981,66728,41840,104854,60998,37670,74682,50660,44339,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,
收到的税费返还(万元),0,0,,,,,,,,,,,,
收到的其他与经营活动有关的现金(万元),1010,1731,1505,1396,487,361,1627,328,184,137,576,493,602,
经营活动现金流入小计(万元),101102,60573,42153,166988,105467,67088,43466,105181,61182,37807,75257,51153,44940,
购买商品、接受劳务支付的现金(万元),87911,58637,46338,96142,75132,49456,36675,61945,46716,29550,37873,31214,21790,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),26006,17831,10194,35344,25919,17741,9943,31997,22612,15119,19821,14647,14033,
支付的各项税费(万元),8325,5802,3194,11508,9588,7046,4020,5241,3858,1676,3825,3065,2131,
支付的其他与经营活动有关的现金(万元),4363,3269,2598,6093,4934,3275,3575,7877,6030,3561,6264,5218,3274,
经营活动现金流出小计(万元),126605,85538,62325,149087,115573,77518,54213,107060,79217,49906,67782,54144,41228,
经营活动产生的现金流量净额(万元),-25503,-24965,-20172,17901,-10105,-10429,-10747,-1879,-18035,-12099,7475,-2991,3712,
收回投资所收到的现金(万元),55200,40000,20000,28700,10700,4000,,12700,9500,6000,12000,14264,7500,
取得投资收益所收到的现金(万元),856,285,156,117,45,14,,35,32,20,92,158,17,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),20,11,3,2,1,0,0,93,89,93,1,311,55,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,5,,
收到的其他与投资活动有关的现金(万元),,,,,,,,,,,,469,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,
投资活动现金流入小计(万元),56076,40296,20159,28819,10745,4014,0,12829,9621,6113,12093,15207,7572,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),1619,1207,255,1995,1889,545,245,4602,4020,3752,9407,5444,1697,
投资所支付的现金(万元),94200,40000,47000,28700,21700,4000,,12700,12700,6000,16279,9500,12264,
质押贷款净增加额(万元),,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),1455,1455,,,,,,,,,,235,,
支付的其他与投资活动有关的现金(万元),,,,,,,,,,,,,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,
投资活动现金流出小计(万元),97275,42663,47255,30695,23589,4545,245,17302,16720,9752,25686,15179,13961,
投资活动产生的现金流量净额(万元),-41198,-2367,-27096,-1876,-12844,-531,-245,-4474,-7099,-3639,-13593,28,-6389,
吸收投资收到的现金(万元),264,,,62628,,,,,,,1680,12719,6900,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,,,,,,,
取得借款收到的现金(万元),18000,5000,,34970,34970,24970,15970,22500,15000,7000,8500,4000,9864,
发行债券收到的现金(万元),,,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),,,,,,,,,,,,,,
筹资活动现金流入小计(万元),18264,5000,0,97598,34970,24970,15970,22500,15000,7000,10180,16719,16764,
偿还债务支付的现金(万元),10000,,,28970,11970,5970,4970,27000,4500,3500,4000,5576,11966,
分配股利、利润或偿付利息所支付的现金(万元),5591,5056,177,1058,737,416,151,739,496,282,301,215,375,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),1076,1076,1040,898,,,,,,,,,,
筹资活动现金流出小计(万元),16667,6132,1217,30926,12707,6386,5121,27739,4996,3782,4301,5790,12342,
筹资活动产生的现金流量净额(万元),1597,-1132,-1217,66672,22263,18584,10849,-5239,10004,3218,5879,10929,4423,
汇率变动对现金及现金等价物的影响(万元),111,0,,,,,,,,,,,,
现金及现金等价物净增加额(万元),-64993,-28463,-48485,82697,-686,7624,-143,-11591,-15130,-12520,-239,7966,1745,
加:期初现金及现金等价物余额(万元),88895,88895,88895,6199,6199,6199,6199,17790,17790,17790,18029,10063,8317,
期末现金及现金等价物余额(万元),23902,60432,40411,88895,5513,13823,6055,6199,2660,5270,17790,18029,10063,
净利润(万元),,4197,,14581,,3480,,11758,,-658,10436,6555,4989,
少数股东损益(万元),,,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,,
资产减值准备(万元),,1001,,2743,,-508,,4470,,-77,2292,2201,1417,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,849,,1643,,811,,1367,,587,902,678,599,
无形资产摊销(万元),,5,,4,,1,,2,,1,1,1,3,
长期待摊费用摊销(万元),,53,,98,,45,,78,,40,29,29,5,
待摊费用的减少(万元),,,,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,,,,,1,,-0,,3,,-219,21,
固定资产报废损失(万元),,,,2,,,,9,,,3,41,,
公允价值变动损失(万元),,,,,,,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,,,,
预计负债(万元),,,,,,,,,,,,,,
财务费用(万元),,5,,1091,,416,,739,,282,301,145,376,
投资损失(万元),,351,,-907,,-283,,-791,,-96,-601,-163,-17,
递延所得税资产减少(万元),,-479,,-406,,66,,-670,,-169,-322,-361,-212,
递延所得税负债增加(万元),,142,,,,,,,,,,,,
存货的减少(万元),,-5063,,-6539,,-15545,,-14712,,-14174,-3150,4586,-2963,
经营性应收项目的减少(万元),,-10362,,-25730,,4834,,-46682,,5282,-29848,-23235,-16025,
经营性应付项目的增加(万元),,-15664,,31320,,-3748,,42556,,-3118,27430,6204,15667,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,,,,
其他(万元),,,,,,,,,,,,546,-147,
经营活动产生现金流量净额(万元),,-24965,,17901,,-10429,,-1879,,-12099,7475,-2991,3712,
债务转为资本(万元),,,,,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,,,,
现金的期末余额(万元),23902,60432,40411,88895,5513,13823,6055,6199,2660,5270,17790,18029,10063,
现金的期初余额(万元),88895,88895,88895,6199,6199,6199,6199,17790,17790,17790,18029,10063,8317,
现金等价物的期末余额(万元),,,,,,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,,,,,
现金及现金等价物的净增加额(万元),-64993,-28463,-48485,82697,-686,7624,,-11591,,-12520,-239,7966,1745,

