报告日期,2019-09-30,2019-06-30,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30,2013-12-31,2012-12-31,
销售商品、提供劳务收到的现金(万元),28105,18214,43190,26491,16612,4781,42624,16035,33217,11903,27885,11931,20547,8563,24162,25609,
客户存款和同业存放款项净增加额(万元),,,0,,0,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,0,,0,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,0,,0,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,0,,0,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,0,,0,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,0,,0,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,0,,0,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,0,,0,,,,,,,,,,,,
拆入资金净增加额(万元),,,0,,0,,,,,,,,,,,,
回购业务资金净增加额(万元),,,0,,0,,,,,,,,,,,,
收到的税费返还(万元),0,,0,,,,0,,0,,6,,,,0,,
收到的其他与经营活动有关的现金(万元),740,646,2074,981,750,179,810,440,987,364,1162,326,573,78,592,797,
经营活动现金流入小计(万元),28845,18860,45265,27473,17362,4960,43435,16476,34204,12266,29052,12257,21120,8641,24755,26406,
购买商品、接受劳务支付的现金(万元),16561,9943,23338,15405,8815,3146,23719,8356,18797,7218,16723,6802,14567,6000,17009,16544,
客户贷款及垫款净增加额(万元),,,0,,0,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,0,,0,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,0,,0,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,0,,0,,,,,,,,,,,,
支付保单红利的现金(万元),,,0,,0,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),7807,5482,8814,5627,4107,2007,7308,3439,5247,2480,3657,1517,3429,1791,3101,2448,
支付的各项税费(万元),1430,833,3112,3097,2303,2463,1481,563,903,400,764,393,513,393,664,539,
支付的其他与经营活动有关的现金(万元),3113,1766,4264,3530,2116,1076,4399,3009,4181,1451,1887,1332,1369,719,1351,1741,
经营活动现金流出小计(万元),28911,18025,39528,27659,17341,8693,36906,15367,29127,11549,23031,10044,19878,8902,22125,21271,
经营活动产生的现金流量净额(万元),-66,836,5737,-186,21,-3733,6528,1109,5077,717,6021,2213,1243,-261,2630,5135,
收回投资所收到的现金(万元),,,0,,,2520,,,,,,,,,,,
取得投资收益所收到的现金(万元),,,50,50,50,,90,25,50,25,65,115,236,48,114,46,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),8,0,0,,0,,17,17,13,12,0,,2,0,64,0,
处置子公司及其他营业单位收到的现金净额(万元),,,0,,,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),,,14515,14515,14515,12,26590,840,7650,6680,32417,1225,39140,11020,21560,3760,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),8,0,14565,14565,14565,2532,26697,882,7713,6718,32482,1340,39378,11069,21738,3806,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),123,121,506,252,224,87,362,257,446,314,491,23,2451,2176,344,347,
投资所支付的现金(万元),,,0,,,5560,200,,,,3000,465,,,,,
质押贷款净增加额(万元),,,0,,0,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,0,,,,0,,,,,,,,,,
支付的其他与投资活动有关的现金(万元),,,14410,14410,14410,-30,25950,550,7190,4190,30625,775,41180,8210,24210,4060,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,,,
投资活动现金流出小计(万元),123,121,14916,14662,14634,5617,26512,807,7636,4504,34116,1263,43631,10386,24554,4407,
投资活动产生的现金流量净额(万元),-114,-121,-351,-97,-69,-3086,185,75,77,2213,-1634,77,-4253,683,-2816,-601,
吸收投资收到的现金(万元),,,0,,,,0,,,,3290,,2025,2025,,,
其中：子公司吸收少数股东投资收到的现金(万元),,,0,,,,0,,,,35,,,,,,
取得借款收到的现金(万元),,,0,,,,0,,,,,,,,,,
发行债券收到的现金(万元),,,0,,0,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),,,0,,,,0,,,,,,,,,4416,
筹资活动现金流入小计(万元),0,0,0,0,0,0,0,0,0,0,3290,0,2025,2025,0,4416,
偿还债务支付的现金(万元),,,0,,,,0,,,,,,,,,3975,
分配股利、利润或偿付利息所支付的现金(万元),22,,5287,5286,5259,,3145,3095,2337,2304,326,298,287,,431,125,
其中：子公司支付给少数股东的股利、利润(万元),,,28,,,,0,,128,,28,,17,,31,37,
支付其他与筹资活动有关的现金(万元),,,0,,,,0,,,,,,10,10,89,100,
筹资活动现金流出小计(万元),22,0,5287,5286,5259,0,3145,3095,2337,2304,326,298,297,10,520,4200,
筹资活动产生的现金流量净额(万元),-22,0,-5287,-5286,-5259,0,-3145,-3095,-2337,-2304,2964,-298,1728,2015,-520,216,
汇率变动对现金及现金等价物的影响(万元),60,1,155,48,28,-28,-602,-246,682,297,207,,35,79,-49,-13,
现金及现金等价物净增加额(万元),-143,716,254,-5521,-5279,-6847,2966,-2158,3500,923,7558,1991,-1247,2516,-755,4737,
加:期初现金及现金等价物余额(万元),20611,20611,20357,20357,20357,20357,17391,17391,13892,11692,4134,9043,5381,5381,6137,1400,
期末现金及现金等价物余额(万元),20469,21327,20611,14837,15078,13511,20357,15234,17391,12615,11692,11035,4134,7897,5381,6137,
净利润(万元),,1661,6939,,1575,,5398,879,3615,902,3207,1101,2915,318,3053,1869,
少数股东损益(万元),,,,,,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,,,,,
资产减值准备(万元),,25,15,,8,,37,30,50,13,-63,-88,106,5,-2,5,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,136,263,,127,,249,124,255,131,237,115,217,108,135,112,
无形资产摊销(万元),,72,133,,64,,123,55,128,64,44,3,7,4,13,13,
长期待摊费用摊销(万元),,20,41,,11,,43,25,42,31,32,4,,,,1,
待摊费用的减少(万元),,,,,,,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,-0,1,,,,-17,,-8,-8,4,,1,-0,28,0,
固定资产报废损失(万元),,,,,1,,0,-17,148,0,2,,,,,,
公允价值变动损失(万元),,,,,-109,,,45,,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,,,,,,,
预计负债(万元),,,,,,,,,,,,,,,,,
财务费用(万元),,,,,,,,,,,,-117,-24,-7,-17,89,
投资损失(万元),,15,-240,,20,,133,-25,-50,-25,-65,,-219,-36,-114,-46,
递延所得税资产减少(万元),,-4,1,,-47,,71,-14,1,59,-50,,-22,-2,-0,0,
递延所得税负债增加(万元),,-118,325,,13,,-1628,146,302,-45,542,,543,5,371,310,
存货的减少(万元),,,,,,,,,,,,,,,,,
经营性应收项目的减少(万元),,-1566,-787,,-1413,,1171,-974,394,-1644,807,818,-2550,-635,620,163,
经营性应付项目的增加(万元),,595,-955,,-230,,949,835,201,1240,-975,-224,270,-20,-1457,2618,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,,,,,,,
其他(万元),,,,,,,,,,,2300,586,,,,,
经营活动产生现金流量净额(万元),,836,5737,,21,,6528,1109,5077,717,6021,2213,1243,-261,2630,5135,
债务转为资本(万元),,,,,,,,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,,,,,,,
现金的期末余额(万元),20469,21327,20611,14837,15078,13511,20357,15234,17391,12615,11692,11035,4134,7897,5381,6137,
现金的期初余额(万元),20611,20611,20357,20357,20357,20357,17391,17391,13892,11692,4134,9043,5381,5381,6137,1400,
现金等价物的期末余额(万元),,,,,,,,,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,,,,,,,,
现金及现金等价物的净增加额(万元),-143,716,254,-5521,-5279,-6847,2966,-2158,3500,923,7558,1991,-1247,2516,-755,4737,

