报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-06-30,2016-12-31,2015-12-31,2014-12-31,
销售商品、提供劳务收到的现金(万元),59058,42342,16371,83260,61536,44047,16597,70764,31908,61141,47148,38986,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,
收到的税费返还(万元),247,247,305,1167,917,16,180,1039,763,380,1314,,
收到的其他与经营活动有关的现金(万元),3004,704,,1043,501,336,,1342,329,1093,550,1275,
经营活动现金流入小计(万元),62309,43293,16676,85470,62954,44399,16777,73145,32999,62614,49012,40260,
购买商品、接受劳务支付的现金(万元),36250,21096,12812,49912,43408,26882,16480,40488,18305,33175,27215,23747,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),12957,9583,5875,13334,10074,7189,4412,11608,6290,9399,6956,5109,
支付的各项税费(万元),11185,8251,4042,12823,9727,5705,2191,8225,4762,13238,6143,5742,
支付的其他与经营活动有关的现金(万元),4049,2584,1645,4138,2954,1966,1013,3785,2023,3688,3657,2806,
经营活动现金流出小计(万元),64439,41514,24375,80206,66163,41743,24096,64106,31380,59500,43971,37404,
经营活动产生的现金流量净额(万元),-2130,1779,-7699,5264,-3209,2656,-7319,9039,1620,3114,5041,2856,
收回投资所收到的现金(万元),53000,,,,,,,,,,,,
