报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,
销售商品、提供劳务收到的现金(万元),156280,98933,45800,176102,124250,77302,35277,144802,66095,98896,43895,71265,33631,67065,63065,46408,
客户存款和同业存放款项净增加额(万元),,,,,,0,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,0,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,0,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,0,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,0,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,0,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,0,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,0,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,0,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,0,,,,,,,,,,,
收到的税费返还(万元),5585,4366,2017,5195,3824,2357,985,4913,2671,3203,1410,2906,1363,2985,4504,3713,
收到的其他与经营活动有关的现金(万元),2175,757,319,2516,2111,1264,605,1151,455,801,740,331,186,758,807,425,
经营活动现金流入小计(万元),164040,104056,48136,183813,130185,80924,36867,150866,69221,102901,46046,74502,35180,70808,68375,50545,
购买商品、接受劳务支付的现金(万元),131295,82261,35426,144314,105025,66389,29291,114659,60237,82872,33565,56568,23351,54877,56691,42495,
客户贷款及垫款净增加额(万元),,,,,,0,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,0,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,0,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,0,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,0,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),10465,7077,3597,12890,9449,6064,3031,14389,7081,10243,4501,7404,3429,6481,5713,3815,
支付的各项税费(万元),4651,3116,2231,3477,2699,1855,1171,2743,1313,2935,839,2650,1175,1572,1352,731,
支付的其他与经营活动有关的现金(万元),5774,3868,1777,5891,4162,2577,1216,5700,2613,4947,2008,2956,1396,2831,2535,1863,
经营活动现金流出小计(万元),152185,96323,43031,166572,121336,76885,34708,137490,71244,100997,40912,69579,29352,65762,66290,48904,
经营活动产生的现金流量净额(万元),11855,7733,5105,17241,8849,4039,2160,13375,-2023,1903,5134,4923,5828,5046,2085,1641,
收回投资所收到的现金(万元),48515,31600,19146,56264,39847,30031,13012,27829,9916,43543,24929,33213,16754,7540,1760,,
取得投资收益所收到的现金(万元),200,66,,,,0,,,,,,,14,10,,,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),172,168,218,8,2,0,,78,6,87,3,12,,5,39,,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,0,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),,,,114,114,84,92,27,,,,,,,760,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),48887,31834,19364,56386,39963,30116,13104,27934,9922,43630,24932,33225,16768,7555,2559,0,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),11380,6159,3383,8534,6800,4834,3428,12990,6964,8851,2774,9042,4019,5203,9663,4261,
投资所支付的现金(万元),64241,45805,17600,56500,42400,28800,14600,29010,9910,42400,24600,32000,16000,9200,500,1760,
质押贷款净增加额(万元),,,,,,0,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,0,,,,,,10,,,,,
支付的其他与投资活动有关的现金(万元),429,134,14,2692,3131,707,,28,,,,,,,,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,,,
投资活动现金流出小计(万元),76050,52098,20997,67726,52331,34341,18028,42028,16874,51251,27374,41052,20019,14403,10163,6021,
投资活动产生的现金流量净额(万元),-27163,-20264,-1633,-11340,-12368,-4226,-4924,-14094,-6952,-7621,-2442,-7827,-3251,-6849,-7604,-6021,
吸收投资收到的现金(万元),38166,38166,35995,,,0,,,,17993,,,,4490,4000,,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,0,,,,,,,,,,,
取得借款收到的现金(万元),13562,8362,,17200,12800,7000,2800,14920,7600,13100,7000,14600,7000,9178,6000,,
发行债券收到的现金(万元),,,,,,0,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),13,13,2184,21,21,538,518,1212,307,,500,1000,,12045,4274,4412,
筹资活动现金流入小计(万元),51741,46541,38179,17221,12821,7538,3318,16132,7907,31093,7500,15600,7000,25714,14274,4412,
偿还债务支付的现金(万元),11440,7880,1080,17320,12800,7000,2800,12420,8100,11600,6000,13000,7500,9178,,,
分配股利、利润或偿付利息所支付的现金(万元),4390,4284,157,649,470,305,140,509,251,500,244,369,194,414,44,,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,0,,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),3436,3059,360,2164,1821,1233,575,1694,527,618,721,170,,13809,6797,400,
筹资活动现金流出小计(万元),19266,15223,1597,20133,15090,8538,3516,14624,8877,12717,6964,13539,7694,23401,6840,400,
筹资活动产生的现金流量净额(万元),32475,31318,36582,-2912,-2270,-999,-198,1508,-970,18376,536,2061,-694,2312,7434,4012,
汇率变动对现金及现金等价物的影响(万元),254,14,-273,235,366,-69,-549,-431,-65,361,358,338,20,-260,-134,0,
现金及现金等价物净增加额(万元),17422,18801,39781,3224,-5422,-1255,-3511,359,-10011,13019,3585,-505,1902,250,1782,-368,
加:期初现金及现金等价物余额(万元),19788,19788,19788,16564,16564,16564,16564,16205,16205,3186,3186,3690,3690,3441,1659,2027,
期末现金及现金等价物余额(万元),37210,38589,59569,19788,11141,15309,13052,16564,6194,16205,6771,3186,5593,3690,3441,1659,
净利润(万元),,7168,,13138,10495,6099,,8154,2242,9582,5578,6585,3149,4376,5015,3546,
少数股东损益(万元),,,,,,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,,,,,
资产减值准备(万元),,197,,505,388,341,,399,739,1499,147,225,-9,15,-30,48,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,2634,,4745,3464,2202,,3764,1779,2870,1326,1988,911,1669,1177,800,
无形资产摊销(万元),,27,,56,42,29,,53,25,46,23,45,17,42,42,14,
长期待摊费用摊销(万元),,85,,151,112,73,,65,28,70,49,91,33,32,29,29,
待摊费用的减少(万元),,,,,,,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,,,,,,
