报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
销售商品、提供劳务收到的现金(万元),31948,17190,9759,42298,27461,19262,10889,47236,30629,21942,11768,41867,26842,18719,37159,37260,36414,22047,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,,
收到的税费返还(万元),,,,,,,,,,,,,,,,,,,
收到的其他与经营活动有关的现金(万元),1373,1145,619,1867,1196,881,577,701,817,621,443,953,580,403,967,492,921,253,
经营活动现金流入小计(万元),33321,18336,10378,44165,28657,20143,11465,47938,31446,22562,12211,42820,27421,19121,38126,37751,37335,22300,
购买商品、接受劳务支付的现金(万元),27450,14755,9709,31283,22944,16109,9219,28092,21565,15430,9162,25075,16766,12338,21209,24272,24963,14433,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),5772,3959,2217,7278,5574,4179,2464,7080,5298,3588,1932,6343,4653,3136,5734,5587,4700,3431,
支付的各项税费(万元),3497,3035,1158,4379,3320,2696,1368,4127,2774,2273,1316,4040,3076,2180,3842,3308,2948,1993,
支付的其他与经营活动有关的现金(万元),4766,2878,1471,4895,3757,2353,1512,5135,3318,1859,1012,3512,2615,1868,2822,3436,2965,2395,
经营活动现金流出小计(万元),41485,24627,14555,47835,35596,25337,14563,44434,32954,23149,13421,38970,27110,19522,33607,36603,35576,22252,
经营活动产生的现金流量净额(万元),-8164,-6292,-4177,-3670,-6940,-5194,-3097,3503,-1508,-587,-1210,3850,311,-401,4519,1149,1760,48,
收回投资所收到的现金(万元),,,,7000,54000,39000,19000,32000,,,,3000,3000,3000,,,,,
取得投资收益所收到的现金(万元),,,,24,556,380,182,282,,,,10,10,10,,,,,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),16,,,10,3,3,,33,14,5,,1,1,1,0,7,65,56,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),,,,,,,,,,,,,,,,,,8,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),16,0,0,7034,54559,39384,19182,32315,14,5,0,3011,3011,3010,0,7,65,64,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),2195,702,403,3002,1258,829,324,1124,803,461,280,926,664,359,1931,900,1174,1687,
投资所支付的现金(万元),2036,2000,,7000,59000,54000,37000,32000,16000,,,3000,3000,3000,,,117,,
质押贷款净增加额(万元),,,,,,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,,,,,,,,,,164,
支付的其他与投资活动有关的现金(万元),,36,,,,,,,,,,,,,,,,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,,,,,
投资活动现金流出小计(万元),4231,2738,403,10002,60258,54829,37324,33124,16803,461,280,3926,3664,3359,1931,900,1291,1851,
投资活动产生的现金流量净额(万元),-4215,-2738,-403,-2968,-5698,-15446,-18142,-809,-16789,-456,-280,-916,-653,-349,-1930,-892,-1226,-1787,
吸收投资收到的现金(万元),2627,300,,1327,1334,1334,1334,21616,21616,21616,,,,,,,,4871,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,,,,,,,,,,,,
取得借款收到的现金(万元),17401,16701,1000,2839,2596,1597,97,2500,2875,2875,2060,4800,3800,2750,3290,6107,5881,4790,
发行债券收到的现金(万元),,,,,,,,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),,,,,,,,15,15,15,15,,,,915,1105,,708,
筹资活动现金流入小计(万元),20027,17001,1000,4166,3929,2930,1430,24131,24506,24506,2075,4800,3800,2750,4205,7212,5881,10369,
偿还债务支付的现金(万元),3509,1510,,1500,1500,1400,1400,4900,4550,2300,2300,4150,3150,3150,4197,6566,5575,5485,
分配股利、利润或偿付利息所支付的现金(万元),1441,1266,38,1089,1045,958,14,1030,881,846,129,1366,1256,815,1174,716,972,574,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,,,,,41,12,,,
支付其他与筹资活动有关的现金(万元),77,31,,,,,,877,929,308,30,36,36,23,312,,740,19,
筹资活动现金流出小计(万元),5027,2807,38,2589,2545,2358,1414,6807,6360,3455,2459,5552,4442,3988,5683,7281,7287,6077,
筹资活动产生的现金流量净额(万元),15000,14193,962,1577,1384,572,16,17324,18146,21051,-384,-752,-642,-1238,-1478,-69,-1406,4292,
汇率变动对现金及现金等价物的影响(万元),,,,,,,,,,,,,,,,0,-0,,
现金及现金等价物净增加额(万元),2621,5164,-3618,-5062,-11254,-20067,-21224,20018,-152,20008,-1874,2182,-984,-1988,1110,187,-873,2553,
加:期初现金及现金等价物余额(万元),21065,21065,21065,26126,26126,26126,26126,6108,6108,6108,6111,3926,3926,3926,2815,2628,3501,947,
期末现金及现金等价物余额(万元),23686,26228,17446,21065,14873,6059,4903,26126,5956,26116,4236,6108,2942,1938,3926,2815,2628,3501,
净利润(万元),,5013,,7055,,3189,,5288,,1590,,4807,,1287,4262,3576,,,
少数股东损益(万元),,,,,,,,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,,,,,,,
资产减值准备(万元),,1199,,1924,,563,,1099,,-158,,698,,83,707,820,,,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,415,,768,,405,,697,,337,,596,,278,518,428,,,
无形资产摊销(万元),,29,,58,,29,,60,,30,,58,,28,44,26,,,
长期待摊费用摊销(万元),,,,,,,,,,,,,,,,,,,
待摊费用的减少(万元),,,,,,,,,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,,,13,,12,,-25,,-3,,0,,0,0,-6,,,
固定资产报废损失(万元),,,,13,,9,,6,,,,,,,,,,,
公允价值变动损失(万元),,,,,,,,,,,,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,,,,,,,,,
预计负债(万元),,,,,,,,,,,,,,,,,,,
财务费用(万元),,208,,89,,21,,145,,88,,166,,78,233,316,,,
投资损失(万元),,,,-24,,-380,,-282,,,,-10,,-10,,,,,
递延所得税资产减少(万元),,-256,,-333,,-85,,-249,,-2,,-120,,-88,-120,-144,,,
递延所得税负债增加(万元),,,,,,,,,,,,,,,,,,,
存货的减少(万元),,-2202,,1208,,640,,-528,,-1403,,-1193,,-1240,1422,1588,,,
经营性应收项目的减少(万元),,-16215,,-16939,,-9164,,-7519,,2841,,-6011,,489,-4481,-4441,,,
经营性应付项目的增加(万元),,5516,,2196,,-572,,4627,,-3938,,4822,,-1310,1847,-1081,,,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,,,,,,,,,
其他(万元),,,,305,,141,,185,,32,,38,,4,86,65,,,
经营活动产生现金流量净额(万元),,-6292,,-3670,,-5194,,3503,,-587,,3850,,-401,4519,1149,,,
债务转为资本(万元),,,,,,,,,,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,,,,,,,,,
现金的期末余额(万元),23686,26228,17446,21065,14873,6059,4903,26126,5956,26116,4236,6108,2942,1938,3926,2815,2628,3501,
现金的期初余额(万元),21065,21065,21065,26126,26126,26126,26126,6108,6108,6108,6111,3926,3926,3926,2815,2628,3501,947,
现金等价物的期末余额(万元),,,,,,,,,,,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,,,,,,,,,,
现金及现金等价物的净增加额(万元),2621,5164,-3618,-5062,-11254,-20067,-21224,20018,-152,20008,-1874,2182,-984,-1988,1110,187,-873,2553,

