报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
销售商品、提供劳务收到的现金(万元),65164,32931,17461,79515,48856,35590,13348,55217,19253,7441,5057,46685,22895,16240,10756,37020,19612,,32663,25595,20594,12086,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还(万元),1127,246,109,46,69,34,14,508,360,339,172,1453,988,584,203,876,440,,1168,1563,785,87,
收到的其他与经营活动有关的现金(万元),10180,4866,3407,9782,5115,2533,1523,6745,7131,5212,770,3928,3378,1610,2033,5339,4753,,2614,2438,2357,1683,
经营活动现金流入小计(万元),76471,38043,20978,89343,54040,38157,14885,62471,26744,12991,5999,52066,27262,18433,12993,43235,24805,,36444,29596,23736,13856,
购买商品、接受劳务支付的现金(万元),41846,27269,16993,35091,23088,11731,5588,18771,11431,8537,5893,17217,13186,10221,5383,14325,10900,,9112,12581,9418,5194,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),31947,21580,12463,28028,19646,13112,7475,19431,14380,8859,4801,16881,12281,8338,4301,13756,10184,,11211,7541,4643,3060,
支付的各项税费(万元),4763,2960,1456,7059,7032,5170,1746,5052,4367,3986,3086,4987,4118,3209,2973,1946,1535,,3214,2560,1877,673,
支付的其他与经营活动有关的现金(万元),18482,10079,7372,17470,15442,8504,3405,8412,9906,6065,3024,9405,7005,4703,3627,7434,5467,,9161,5846,3914,3241,
经营活动现金流出小计(万元),97038,61888,38283,87647,65208,38516,18214,51667,40084,27447,16805,48490,36590,26471,16284,37461,28086,,32699,28528,19851,12168,
经营活动产生的现金流量净额(万元),-20567,-23844,-17306,1696,-11168,-359,-3329,10804,-13340,-14456,-10806,3577,-9328,-8037,-3291,5774,-3281,-3718,3745,1068,3884,1688,
收回投资所收到的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
取得投资收益所收到的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),1,1,0,0,0,0,,74,74,74,74,,,,,,,,,,0,0,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),1048,,,88789,124423,86012,57594,151369,133199,66810,12542,37702,3507,3507,0,1008,1008,,7178,2380,,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),1049,1,0,88789,124423,86012,57594,151443,133273,66883,12615,37702,3507,3507,0,1008,1008,,7178,2380,0,0,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),3253,2201,546,6210,1584,988,388,5294,1634,1473,237,1786,288,178,58,753,233,,3646,6412,2289,1919,
投资所支付的现金(万元),1751,1700,1700,1525,550,550,,626,626,138,138,25,25,,,700,,,,,,,
质押贷款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,,,,,,,,,,,,,,,
支付的其他与投资活动有关的现金(万元),,,,60975,111065,74000,59000,176200,132629,93589,38500,37500,29500,3500,2000,1000,1000,,6500,2000,,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流出小计(万元),5004,3901,2246,68710,113199,75538,59388,182120,134889,95199,38875,39311,29813,3678,2058,2453,1233,,10146,8412,2289,1919,
投资活动产生的现金流量净额(万元),-3955,-3901,-2246,20079,11224,10474,-1794,-30676,-1616,-28316,-26259,-1608,-26306,-171,-2058,-1445,-225,,-2968,-6033,-2289,-1919,
吸收投资收到的现金(万元),16980,16980,16780,,,,,,,,,41940,41340,,,650,350,,100,370,,,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,,,,,600,,,,650,,,100,,,,
取得借款收到的现金(万元),19870,15986,3000,7830,7830,1985,,8380,8380,7580,2780,6049,6053,4590,1000,7505,5255,,5261,7234,1029,980,
发行债券收到的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),,,,588,0,,,58,58,58,,44,42,42,,,,,,,,,
筹资活动现金流入小计(万元),36850,32966,19780,8418,7830,1985,0,8438,8438,7638,2780,48033,47436,4632,1000,8155,5605,,5361,7604,1029,980,
偿还债务支付的现金(万元),13425,8435,2522,9179,6794,6094,4994,6989,5416,5003,2803,10454,6059,3405,1830,5258,3660,,3488,2475,980,,
分配股利、利润或偿付利息所支付的现金(万元),4066,764,119,2428,2287,2233,52,2264,2211,2099,52,498,359,245,116,2160,385,,577,684,102,12,
其中：子公司支付给少数股东的股利、利润(万元),494,494,,282,282,,,350,,,,,,,,450,,,,,,,
支付其他与筹资活动有关的现金(万元),212,,,2405,0,,,670,188,188,48,1048,834,,,,,,,,,,
筹资活动现金流出小计(万元),17704,9200,2641,14012,9081,8327,5046,9923,7816,7291,2903,12000,7252,3650,1946,7418,4045,,4065,3159,1082,12,
筹资活动产生的现金流量净额(万元),19147,23767,17139,-5594,-1251,-6342,-5046,-1485,622,347,-123,36033,40184,983,-946,737,1561,,1297,4445,-53,968,
汇率变动对现金及现金等价物的影响(万元),206,32,5,41,44,21,-1,-12,1,5,4,-5,-5,-4,,,,,,,,-0,
现金及现金等价物净增加额(万元),-5168,-3947,-2408,16221,-1151,3793,-10171,-21369,-14333,-42420,-37184,37996,4545,-7229,-6294,5066,-1945,,2074,-519,1542,738,
加:期初现金及现金等价物余额(万元),47908,47908,47908,31688,31688,31688,31688,53057,53057,53057,53057,15061,15061,15061,15061,9995,9995,,7921,8441,6898,6161,
期末现金及现金等价物余额(万元),42740,43962,45501,47908,30537,35481,21517,31688,38724,10637,15874,53057,19606,7832,8767,15061,8050,,9995,7921,8441,6898,
净利润(万元),,-6481,,17804,,6456,,12028,,-705,,9233,,,,9213,,,5163,4229,3343,2240,
少数股东损益(万元),,,,,,,,,,,,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,,,,,,,,,,,
资产减值准备(万元),,725,,3254,,-170,,1683,,364,,1431,,,,859,,,544,189,155,99,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,742,,1171,,594,,1000,,521,,930,,,,818,,,667,240,179,112,
无形资产摊销(万元),,1044,,978,,334,,344,,73,,130,,,,63,,,100,98,91,,
长期待摊费用摊销(万元),,102,,167,,77,,67,,18,,39,,,,84,,,137,158,153,,
待摊费用的减少(万元),,,,,,,,,,,,,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,,,1,,1,,-34,,-43,,0,,,,0,,,,,,,
固定资产报废损失(万元),,7,,19,,0,,1,,0,,0,,,,,,,0,,0,0,
公允价值变动损失(万元),,,,,,,,,,,,,,,,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,,,,,,,,,,,,,
预计负债(万元),,,,,,,,,,,,,,,,,,,,,,,
财务费用(万元),,277,,241,,94,,373,,112,,470,,,,536,,,579,194,102,12,
投资损失(万元),,261,,-814,,-496,,-612,,-277,,-203,,,,-0,,,-55,,22,28,
递延所得税资产减少(万元),,-123,,-982,,74,,-666,,-78,,-83,,,,-25,,,-166,-205,-128,-84,
递延所得税负债增加(万元),,-17,,-5,,,,,,,,,,,,,,,,,,,
存货的减少(万元),,-13245,,-6476,,-11286,,354,,-1446,,3437,,,,-5100,,,-4256,-4232,-4152,-2320,
经营性应收项目的减少(万元),,-3317,,-36298,,486,,-8997,,-5599,,-6943,,,,-10884,,,-6108,-2132,-1876,-672,
经营性应付项目的增加(万元),,-3049,,22382,,4166,,2192,,-10328,,-2294,,,,9693,,,6915,2533,6428,3194,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,,,,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,,,,,,,,,,,,,
其他(万元),,-769,,254,,-689,,3074,,2932,,-2569,,,,517,,,225,-4,-435,-920,
经营活动产生现金流量净额(万元),,-23844,,1696,,-359,,10804,,-14456,,3577,,,,5774,,,3745,1068,3884,1688,
债务转为资本(万元),,,,,,,,,,,,,,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,,,,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,,,,,,,,,,,,,
现金的期末余额(万元),42740,43962,45501,47908,30537,35481,21517,31688,38724,10637,15874,53057,19606,7832,8767,15061,8050,,9995,7921,8441,6898,
现金的期初余额(万元),47908,47908,47908,31688,31688,31688,31688,53057,53057,53057,53057,15061,15061,15061,15061,9995,9995,,7921,8441,6898,6161,
现金等价物的期末余额(万元),,,,,,,,,,,,,,,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,,,,,,,,,,,,,,
