报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2015-09-30,2014-12-31,2013-12-31,2012-12-31,
销售商品、提供劳务收到的现金(万元),84029,56976,28086,102493,77127,49120,27074,92642,70419,43722,22929,73531,55954,34994,61301,47120,57219,36664,16175,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,,,
收到的税费返还(万元),1096,908,371,966,761,340,336,627,596,385,246,799,800,799,280,280,327,386,463,
收到的其他与经营活动有关的现金(万元),432,261,101,1849,1046,1012,144,584,2080,265,123,909,1150,107,1314,936,698,507,508,
经营活动现金流入小计(万元),85557,58146,28558,105307,78934,50473,27554,93854,73096,44372,23298,75239,57903,35900,62894,48335,58244,37557,17145,
购买商品、接受劳务支付的现金(万元),56152,36654,20100,72533,54550,34689,18860,67261,52982,33354,18167,51935,38719,22449,44087,34182,38198,23603,9882,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),11339,7895,4601,14705,11282,7781,4683,12049,10311,5804,3481,9534,7097,5140,8050,6131,6547,4463,2786,
支付的各项税费(万元),1763,931,345,2950,2651,2054,887,3079,1908,1234,640,2860,2000,1533,2524,2027,2315,1083,1142,
支付的其他与经营活动有关的现金(万元),3725,2186,951,4532,3504,2070,888,3276,1796,1122,341,3046,2060,1255,2409,1718,2671,1692,1283,
经营活动现金流出小计(万元),72979,47665,25997,94720,71988,46594,25317,85665,66997,41514,22630,67375,49877,30377,57069,44058,49732,30840,15094,
经营活动产生的现金流量净额(万元),12579,10481,2561,10588,6946,3880,2236,8188,6099,2858,668,7864,8026,5523,5825,4278,8512,6717,2052,
收回投资所收到的现金(万元),71150,54100,20900,94700,69200,45100,22800,5600,1600,,,250,,120,4892,1249,,,4,
取得投资收益所收到的现金(万元),824,670,267,1363,1054,788,538,126,5,,,,,,,0,,,,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),14,14,14,40,8,7,1,138,9,9,,6,94,,17,17,,34,35,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),,,,,,,,,,,,48,5600,,,,,,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),71989,54784,21181,96103,70262,45895,23338,5863,1614,9,0,304,5694,120,4909,1266,0,34,38,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),5124,3098,1551,8790,6867,2698,1503,5786,4270,3004,1866,3373,1840,1636,3479,1825,3144,1902,2037,
投资所支付的现金(万元),79108,58108,20600,91500,65600,41600,20000,36700,21900,,,,,,4350,4350,1044,,,
质押贷款净增加额(万元),,,,,,,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,,,,,,,,,,,232,
支付的其他与投资活动有关的现金(万元),,,,,,,,,,,,,5600,,,,,,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,,,,,,
投资活动现金流出小计(万元),84232,61206,22151,100290,72467,44298,21503,42486,26170,3004,1866,3373,7440,1636,7829,6175,4188,1902,2270,
投资活动产生的现金流量净额(万元),-12243,-6422,-969,-4187,-2205,1597,1836,-36623,-24555,-2995,-1866,-3069,-1746,-1516,-2920,-4909,-4188,-1868,-2231,
吸收投资收到的现金(万元),,,,,,,,40024,40024,40024,50,,,,1071,1071,,131,457,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,,,50,50,,,,,,,,,
取得借款收到的现金(万元),700,700,,,,,,13087,13087,11324,5263,14947,9969,4104,14655,10887,11852,12835,11258,
发行债券收到的现金(万元),,,,,,,,,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),,,,799,799,515,78,402,2398,1668,423,279,,,,,,,,
筹资活动现金流入小计(万元),700,700,0,799,799,515,78,53513,55509,53016,5737,15226,9969,4104,15725,11957,11852,12966,11715,
偿还债务支付的现金(万元),,,,,,,,18894,18894,9332,3563,13776,10496,6544,14523,7958,13209,15297,10680,
分配股利、利润或偿付利息所支付的现金(万元),3533,3524,,3312,3200,3200,,2545,2552,2529,46,2824,2506,78,3841,2245,2254,1480,683,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),,,,,,,,,2406,1402,512,853,618,925,769,180,453,,,
筹资活动现金流出小计(万元),3533,3524,0,3312,3200,3200,0,21439,23852,13262,4121,17453,13620,7547,19133,10384,15916,16776,11363,
筹资活动产生的现金流量净额(万元),-2833,-2824,0,-2513,-2401,-2685,78,32074,31656,39754,1616,-2227,-3651,-3444,-3408,1573,-4064,-3810,351,
汇率变动对现金及现金等价物的影响(万元),70,-17,-86,146,159,23,-47,-404,-256,-87,-27,73,15,5,-15,-4,0,,,
现金及现金等价物净增加额(万元),-2427,1218,1506,4034,2499,2815,4103,3236,12944,39530,391,2641,2645,568,-517,939,260,1038,172,
加:期初现金及现金等价物余额(万元),11335,11335,11335,7302,7302,7302,7302,4066,4066,4066,4066,1424,1674,1424,1941,1941,1681,643,471,
期末现金及现金等价物余额(万元),8908,12553,12841,11335,9801,10116,11405,7302,17009,43595,4457,4066,4319,1992,1424,2880,1941,1681,643,
净利润(万元),,5017,,10199,,5182,,9566,,3842,,8092,,3244,6487,,6857,,,
少数股东损益(万元),,,,,,,,,,,,,,,,,,,,
