报告日期,2019-09-30,2019-06-30,2018-12-31,2018-09-30,2018-06-30,2017-12-31,2016-12-31,2015-12-31,
销售商品、提供劳务收到的现金(万元),141177,83908,154408,105910,69501,113044,82708,51294,
客户存款和同业存放款项净增加额(万元),,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,
收到的税费返还(万元),291,130,520,107,79,5351,,,
收到的其他与经营活动有关的现金(万元),1711,1029,11195,7848,8299,498,629,389,
经营活动现金流入小计(万元),143178,85067,166123,113865,77879,118894,83337,51683,
购买商品、接受劳务支付的现金(万元),39560,23085,41123,30583,20709,29193,14493,7281,
客户贷款及垫款净增加额(万元),,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,
支付给职工以及为职工支付的现金(万元),86202,50993,89706,65072,42602,68713,48203,25948,
支付的各项税费(万元),6057,4212,7720,5827,4240,7376,8391,5165,
支付的其他与经营活动有关的现金(万元),5795,4836,6746,5508,5641,21593,6378,4193,
经营活动现金流出小计(万元),137614,83127,145295,106990,73191,126875,77464,42587,
经营活动产生的现金流量净额(万元),5564,1941,20828,6876,4688,-7982,5873,9097,
收回投资所收到的现金(万元),260,260,,,,81,46047,24055,
取得投资收益所收到的现金(万元),,,67,67,67,16,40,5,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),2126,378,365,313,286,29,178,7,
处置子公司及其他营业单位收到的现金净额(万元),1175,1175,,,,,,,
收到的其他与投资活动有关的现金(万元),,,,,,,307,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,
投资活动现金流入小计(万元),3560,1813,432,379,353,125,46571,24067,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),55176,43877,70388,45942,15291,15822,9360,4656,
投资所支付的现金(万元),260,260,66,66,,,47535,24055,
质押贷款净增加额(万元),,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,166,
支付的其他与投资活动有关的现金(万元),,,,,,,,2,
增加质押和定期存款所支付的现金(万元),,,,,,,,,
投资活动现金流出小计(万元),55436,44137,70454,46008,15291,15822,56895,28880,
投资活动产生的现金流量净额(万元),-51875,-42324,-70022,-45628,-14938,-15697,-10324,-4812,
吸收投资收到的现金(万元),2578,2179,6853,4177,1538,12936,13301,7121,
其中：子公司吸收少数股东投资收到的现金(万元),2578,2179,6853,4177,1538,2203,296,121,
取得借款收到的现金(万元),62153,45431,45994,28427,12293,6462,3857,6500,
发行债券收到的现金(万元),,,,,,,,,
收到其他与筹资活动有关的现金(万元),9284,4924,23841,15853,8735,6786,100,9700,
筹资活动现金流入小计(万元),74014,52533,76688,48457,22566,26184,17257,23321,
偿还债务支付的现金(万元),21035,12069,10557,9327,7029,3000,3000,7400,
分配股利、利润或偿付利息所支付的现金(万元),3549,2781,1101,103,222,3458,2111,7579,
其中：子公司支付给少数股东的股利、利润(万元),156,40,169,,,,,,
支付其他与筹资活动有关的现金(万元),13566,10664,7604,4327,2482,728,,5707,
筹资活动现金流出小计(万元),38150,25514,19262,13757,9734,7185,5111,20686,
