报告日期,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-06-30,2017-12-31,2016-12-31,2015-12-31,
销售商品、提供劳务收到的现金(万元),78324,50884,21920,105977,75726,51377,26738,127706,68765,142190,114113,124906,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,
收到的税费返还(万元),241,241,149,,,,,,,220,82,144,
收到的其他与经营活动有关的现金(万元),1051,742,515,957,3331,606,289,539,188,1361,2179,3617,
经营活动现金流入小计(万元),79615,51867,22584,106935,79057,51983,27027,128245,68953,143771,116373,128668,
购买商品、接受劳务支付的现金(万元),69799,47199,17030,82316,58454,37074,18757,92049,58412,120091,97125,113271,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),6004,4310,2739,7698,5983,4278,2635,7968,4496,7034,6300,6223,
支付的各项税费(万元),2383,1135,671,5112,3764,2260,1522,10414,5132,5319,4922,3476,
支付的其他与经营活动有关的现金(万元),3322,2436,1258,2512,3974,1120,1038,3102,1392,2788,3062,4204,
经营活动现金流出小计(万元),81507,55079,21698,97638,72174,44732,23953,113532,69432,135232,111409,127175,
经营活动产生的现金流量净额(万元),-1892,-3212,886,9297,6884,7251,3074,14713,-479,8539,4965,1493,
收回投资所收到的现金(万元),121248,79748,29733,135498,74400,36900,16800,165459,76859,130405,125990,144000,
取得投资收益所收到的现金(万元),585,470,35,137,362,69,26,563,427,721,442,529,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),,,,468,468,463,8,9859,7873,4216,4,316,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),,,,2880,,,,5792,673,5036,100,2174,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,
投资活动现金流入小计(万元),121833,80218,29767,138983,75231,37432,16834,181673,85832,140379,126536,147019,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),1367,581,321,1177,1098,559,271,2505,905,1845,496,1563,
投资所支付的现金(万元),177358,136748,29733,135498,74400,36900,16800,162100,73500,127005,124500,140890,
质押贷款净增加额(万元),,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,,,,,
支付的其他与投资活动有关的现金(万元),,,,,,,,,,474,715,35,
