报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
销售商品、提供劳务收到的现金(万元),,,,,,,,,,,,,,,,
客户存款和同业存放款项净增加额(万元),744454,645103,5283,1046772,,591812,,1200926,,1179092,,1505150,937208,1315026,,
向中央银行借款净增加额(万元,,160000,,,,95000,,689000,,,,3000,36600,3400,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),911554,598517,276077,1131407,,542289,253093,964729,,831711,410372,755912,669200,580374,,
拆入资金净增加额(万元),45390,11795,26835,,,,35320,,,,,,,,,
回购业务资金净增加额(万元),99970,804275,270080,,,,,201784,,,,543428,,447164,,
收到的税费返还(万元),,,,,,,,,,,,,,,,
收到的其他与经营活动有关的现金(万元),13960,109640,36987,6658,,3848,16338,4546,,5979,843,7807,2220,11490,,
经营活动现金流入小计(万元),2017127,2496193,754881,2364969,,1232949,305981,3869410,,2651682,704851,3183256,1737199,2625701,,
购买商品、接受劳务支付的现金(万元),,,,,,,,,,,,,,,,
客户贷款及垫款净增加额(万元),1519127,1113429,465592,2067583,,839318,528534,1534834,,1177505,358453,1347552,1065245,897517,,
存放中央银行和同业款项净增加额(万元),17942,,13922,46278,,35522,72857,132934,,52009,,1387614,170054,240297,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),207108,141091,66604,260967,,139443,69139,241897,,243559,127451,255644,221232,209140,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),63301,46864,28786,76608,,40689,24052,65666,,63079,25208,59723,57057,51458,,
支付的各项税费(万元),105956,74483,41302,117213,,67155,35722,96684,,106901,52023,104835,89653,81739,,
支付的其他与经营活动有关的现金(万元),56117,36213,16389,66103,,6415,15375,90109,,58560,19133,29026,53323,48554,,
经营活动现金流出小计(万元),2167346,1412080,783902,4139670,,2136745,2075777,2606382,,2671920,2564121,3238124,2286777,2334855,,
经营活动产生的现金流量净额(万元),-150219,1084114,-29021,-1774701,-2192534,-903796,-1769796,1263027,463519,-20238,-1859270,-54868,-549578,290846,1202248,
收回投资所收到的现金(万元),2873216,2457506,786127,3964818,,2446690,1340008,11711147,,9513534,6163967,5832827,5527736,1066455,,
取得投资收益所收到的现金(万元),120,24495,,89,,89,,64,,112,,44,36,32,,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),299,449,6,27,,9,3,11,,121,46,39,65,10503,,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),,,,,,,,,,,,,,,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),2873634,2482449,786134,3964934,,2446788,1340011,11711222,,9513767,6164013,5832910,5527837,1076990,,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),4443,3529,750,8659,,1960,1597,6167,,7781,3719,14605,15258,17979,,
投资所支付的现金(万元),3753617,2163783,1228913,4175283,,2445874,82203,12476710,,11076617,5062801,8045259,6146163,857942,,
质押贷款净增加额(万元),,,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,,,,,,,,
支付的其他与投资活动有关的现金(万元),,,,,,,,,,,,,,,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,,
投资活动现金流出小计(万元),3758061,2167312,1229663,4183942,,2447835,83799,12482877,,11084398,5066521,8059864,6161421,875922,,
投资活动产生的现金流量净额(万元),-884426,315137,-443529,-219008,11909,-1046,1256212,-771655,1301806,-1570631,1097492,-2226954,-633585,201068,,
吸收投资收到的现金(万元),200429,200428,200429,,,,,,,,,72413,227587,5328,,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,,,,,,,,,
取得借款收到的现金(万元),,,,,,,,,,,,,,,,
发行债券收到的现金(万元),5906207,2904236,1529403,7845831,,5029942,1910937,7442368,,5940693,2145561,4535448,1068689,,,
收到其他与筹资活动有关的现金(万元),,,,,,,,,,,,3224,1497,17138,,
筹资活动现金流入小计(万元),6106636,3104664,1729831,7845831,,5029942,1910937,7442368,,5940693,2145561,4611086,1297772,22466,,
偿还债务支付的现金(万元),5061000,3733000,1204000,6961000,,4556000,2395000,7830000,,5700000,2830000,1028640,100000,,,
分配股利、利润或偿付利息所支付的现金(万元),82180,66036,56,38847,,26184,91,34424,,56472,39260,42990,29371,29243,,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),,,,,,,,,,,,,,,,
筹资活动现金流出小计(万元),5143180,3799036,1204056,6999847,,4582184,2395091,7864424,,5756472,2869260,1071630,129371,29243,,
筹资活动产生的现金流量净额(万元),963456,-694372,525775,845983,1127285,447758,-484154,-422056,-1792050,184221,-723699,3539456,1168401,-6778,,
汇率变动对现金及现金等价物的影响(万元),,,,,,,,,,,,,,,,
现金及现金等价物净增加额(万元),-71189,704878,53225,-1147725,-1053340,-457084,-997738,69317,-26726,-1406649,-1485477,1257634,-14762,485137,386270,
加:期初现金及现金等价物余额(万元),989055,989055,989055,2136780,,2136780,2136780,2067463,,3474112,3474112,2216478,2231240,1746103,,
期末现金及现金等价物余额(万元),917866,1693933,1042280,989055,,1679696,1139042,2136780,,2067463,1988636,3474112,2216478,2231240,,
净利润(万元),,133277,,236517,,120318,,210105,,201351,,199381,,,,
少数股东损益(万元),,,,,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,,,,
资产减值准备(万元),,,,134076,,45771,,80094,,29712,,47533,,,,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,5167,,11490,,5901,,14044,,13991,,13269,,,,
无形资产摊销(万元),,,,,,,,,,,,,,,,
长期待摊费用摊销(万元),,,,,,,,,,,,,,,,
待摊费用的减少(万元),,,,,,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,-437,,16,,13,,11,,19,,60,,,,
固定资产报废损失(万元),,,,,,,,,,,,,,,,
公允价值变动损失(万元),,-3696,,,,,,1310,,1620,,-2570,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,,,,,,
预计负债(万元),,,,,,,,,,,,,,,,
财务费用(万元),,112456,,238978,,110878,,146396,,129969,,32267,,,,
投资损失(万元),,-26190,,-5397,,-4080,,-3867,,-9284,,-928,,,,
