报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
销售商品、提供劳务收到的现金(万元),101737,60497,16637,87384,46205,30181,10000,62659,37773,26655,7663,53179,33007,19805,4279,54509,34436,66424,61374,57558,56816,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
收到的税费返还(万元),224,92,,68,533,274,,24,303,76,52,146,146,146,6,2,,,,,,
收到的其他与经营活动有关的现金(万元),6310,3684,1862,1957,3743,1495,561,3174,2909,2898,566,2630,3240,1240,464,877,888,960,1234,587,256,
经营活动现金流入小计(万元),108272,64273,18499,89410,50481,31950,10561,65858,40985,29628,8281,55955,36393,21190,4749,55388,35324,67383,62608,58145,57073,
购买商品、接受劳务支付的现金(万元),65378,41689,18737,43105,27584,20133,8291,28526,16617,13904,4593,22028,14853,7155,1685,20288,11999,25985,23784,26754,35889,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),21172,14343,7732,19573,12031,8443,4314,13151,10790,7449,3800,12129,8980,6393,3305,11013,8469,11817,10073,8991,6396,
支付的各项税费(万元),6101,3657,1526,7356,3816,2660,1253,6252,4627,2646,1084,6759,4947,3388,1437,6560,4480,9107,8097,7549,5674,
支付的其他与经营活动有关的现金(万元),7427,6481,5922,11340,7970,2816,2214,7222,5084,2916,2096,5875,5320,3652,974,6135,4695,6589,7404,6077,3562,
经营活动现金流出小计(万元),100078,66171,33917,81374,51400,34053,16072,55151,37117,26915,11573,46791,34100,20588,7401,43997,29643,53498,49357,49371,51520,
经营活动产生的现金流量净额(万元),8193,-1898,-15418,8036,-919,-2103,-5511,10707,3868,2713,-3292,9164,2293,602,-2652,11392,5681,13886,13251,8774,5552,
收回投资所收到的现金(万元),105016,73986,51774,117326,73639,51524,10834,180700,138333,87414,47564,113268,96396,67166,24294,,,134,,,30,
取得投资收益所收到的现金(万元),846,761,313,979,637,522,95,564,421,320,96,212,161,114,40,181,147,,,50,306,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),14,13,10,671,1001,914,456,72,1,1,-3,8981,7801,7799,7788,231,2,0,17,1,,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,,,,,,,,199,352,
收到的其他与投资活动有关的现金(万元),,,,18428,,,,334,16,25,0,195,100,100,,170,70,1226,2532,1630,1614,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),105876,74759,52097,137402,75276,52959,11385,181670,138771,87760,47657,122656,104459,75179,32122,583,219,1360,2549,1881,2302,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),7204,3406,1745,10598,8153,5530,2701,26798,23391,7042,2879,11186,8396,7163,3871,16713,12752,14576,10849,3434,5214,
投资所支付的现金(万元),90338,61156,41311,133115,81832,51631,17960,174814,126978,78677,38395,137417,96396,67166,35452,52,,,2480,,2231,
质押贷款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,88,,,54,9,,,,,,,,,,277,,740,
支付的其他与投资活动有关的现金(万元),,,,,,,,,,,0,,30,,,,,,,,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,,,,,,,,
投资活动现金流出小计(万元),97542,64562,43056,143714,90073,57162,20661,201667,150378,85719,41274,148603,104822,74329,39323,16765,12752,14576,13606,3434,8185,
投资活动产生的现金流量净额(万元),8333,10197,9041,-6312,-14796,-4202,-9276,-19997,-11607,2042,6383,-25948,-363,850,-7201,-16182,-12532,-13216,-11058,-1553,-5884,
吸收投资收到的现金(万元),,,,2287,2120,2020,,3353,3343,240,,33026,207,90,,30,,,,4023,1685,
其中：子公司吸收少数股东投资收到的现金(万元),,,,2287,2120,2020,,3353,3343,240,,,,,,,,,,108,,
取得借款收到的现金(万元),6700,6700,6000,34350,34350,18850,9500,15500,8500,8500,,8500,7500,7500,7500,20500,12500,9500,4500,4520,3100,
发行债券收到的现金(万元),,,,,,,,,,,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),,,,,,,,,,,,,,,,,,,,,,
筹资活动现金流入小计(万元),6700,6700,6000,36637,36470,20870,9500,18853,11843,8740,0,41526,7707,7590,7500,20530,12500,9500,4500,8543,4785,
偿还债务支付的现金(万元),31650,18050,15000,14000,13800,8700,150,,,,,24000,9500,9500,7500,14500,9500,4500,4500,3020,690,
分配股利、利润或偿付利息所支付的现金(万元),5188,5030,505,3716,3372,2742,207,11350,10951,10971,,586,416,334,132,5604,5429,5324,3254,5511,154,
其中：子公司支付给少数股东的股利、利润(万元),285,285,254,52,52,25,,,14,14,,,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),341,341,,,,,,,,,,673,,,,,,,,2998,,
筹资活动现金流出小计(万元),37179,23421,15505,17716,17172,11442,357,11350,10951,10971,0,25259,9916,9834,7632,20104,14929,9824,7754,11529,844,
筹资活动产生的现金流量净额(万元),-30479,-16721,-9505,18922,19298,9428,9143,7503,892,-2231,0,16267,-2209,-2244,-132,426,-2429,-324,-3254,-2986,3941,
汇率变动对现金及现金等价物的影响(万元),,,,,,,,,,,,,,,,,,,,,,
现金及现金等价物净增加额(万元),-13952,-8421,-15882,20646,3583,3122,-5644,-1787,-6847,2523,3091,-517,-279,-792,-9985,-4365,-9280,346,-1061,4236,3610,
加:期初现金及现金等价物余额(万元),30933,30933,30933,10287,10502,10287,10287,12074,13714,12074,13714,12590,12590,12590,12590,16955,16955,16609,17670,13434,9825,
期末现金及现金等价物余额(万元),16981,22512,15052,30933,14085,13409,4643,10287,6866,14596,16805,12074,12311,11798,2605,12590,7675,16955,16609,17670,13434,
净利润(万元),,6668,,7650,,3697,,6790,,3353,,10319,,5493,,9834,,10787,10104,,,
少数股东损益(万元),,,,,,,,,,,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,,,,,,,,,,
资产减值准备(万元),,559,,549,,189,,41,,85,,63,,80,,95,,446,145,,,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,3345,,4385,,1998,,3337,,1474,,2662,,1209,,1755,,1575,1459,,,
无形资产摊销(万元),,265,,493,,189,,338,,162,,319,,163,,416,,427,346,,,
长期待摊费用摊销(万元),,75,,84,,52,,42,,68,,68,,38,,64,,80,60,,,
待摊费用的减少(万元),,,,,,,,,,,,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,23,,-460,,-459,,-69,,-2,,-2495,,-2103,,-134,,-14,-1,,,
固定资产报废损失(万元),,12,,50,,3,,0,,,,0,,3,,12,,555,0,,,
公允价值变动损失(万元),,,,,,,,,,,,,,,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,,,,,,,,,,,,
预计负债(万元),,,,,,,,,,,,,,,,,,,,,,
财务费用(万元),,483,,1332,,484,,241,,9,,509,,152,,262,,354,273,,,
投资损失(万元),,-638,,-1105,,-425,,-650,,-333,,-181,,-115,,-188,,4,8,,,
递延所得税资产减少(万元),,262,,-115,,164,,-144,,103,,214,,229,,-144,,-395,-299,,,
递延所得税负债增加(万元),,-29,,-8,,-3,,,,-3,,-5,,-3,,-5,,-5,-5,,,
存货的减少(万元),,-2547,,-2638,,-543,,-1126,,-396,,-116,,38,,145,,-202,651,,,
经营性应收项目的减少(万元),,-3053,,-8605,,-4676,,8505,,199,,-2414,,-4886,,-1025,,251,-1422,,,
经营性应付项目的增加(万元),,-7324,,6813,,-2774,,-6597,,-2006,,220,,304,,306,,25,1933,,,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,,,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,,,,,,,,,,,,
其他(万元),,,,-389,,,,,,,,,,,,,,,,,,
经营活动产生现金流量净额(万元),,-1898,,8036,,-2103,,10707,,2713,,9164,,602,,11392,,13886,13251,,,
债务转为资本(万元),,,,,,,,,,,,,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,,,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,,,,,,,,,,,,
现金的期末余额(万元),16981,22512,15052,30933,14085,13409,4643,10287,6866,14596,16805,12074,12311,11798,2605,12590,7675,16955,16609,17670,13434,
现金的期初余额(万元),30933,30933,30933,10287,10502,10287,10287,12074,13714,12074,13714,12590,12590,12590,12590,16955,16955,16609,17670,13434,9825,
现金等价物的期末余额(万元),,,,,,,,,,,,,,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,,,,,,,,,,,,,
现金及现金等价物的净增加额(万元),-13952,-8421,-15882,20646,3583,3122,-5644,-1787,-6847,2523,3091,-517,-279,-792,-9985,-4365,-9280,346,-1061,4236,3610,

