报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2016-12-31,2015-12-31,2014-12-31,
销售商品、提供劳务收到的现金(万元),130453,84173,38912,168020,108447,72504,27798,142977,100787,55354,143817,133832,127387,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,
收到的税费返还(万元),287,89,263,229,150,152,141,156,88,88,214,263,578,
收到的其他与经营活动有关的现金(万元),2473,1654,992,4828,1134,2395,744,2554,848,796,6478,7948,5316,
经营活动现金流入小计(万元),133213,85915,40167,173078,109732,75050,28683,145687,101722,56238,150508,142043,133281,
购买商品、接受劳务支付的现金(万元),66025,43958,23247,81936,56760,33085,14104,78871,56842,30034,79351,81492,86572,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),12616,8083,4801,14468,10951,8085,5483,12183,8515,7423,11867,11246,9655,
支付的各项税费(万元),13210,7614,3588,17164,13086,9203,4009,13338,10750,7588,10498,7546,3946,
支付的其他与经营活动有关的现金(万元),15391,12222,7629,24306,19511,12142,6128,18366,12094,7753,23255,24728,21309,
