报告日期,2019-09-30,2019-06-30,2018-12-31,2018-09-30,2018-06-30,2017-12-31,2016-12-31,2015-12-31,2015-03-31,2014-12-31,2013-12-31,2012-12-31,
销售商品、提供劳务收到的现金(万元),118879,78580,150801,118661,76869,143357,119202,86449,18545,67877,55330,37419,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,
收到的税费返还(万元),1375,788,1125,1066,1042,855,147,2118,765,1315,1412,474,
收到的其他与经营活动有关的现金(万元),433,201,668,486,145,755,824,1954,3573,438,236,375,
经营活动现金流入小计(万元),120687,79569,152595,120214,78056,144966,120172,90521,22883,69630,56978,38268,
购买商品、接受劳务支付的现金(万元),76403,48446,97547,78809,52865,92052,70763,52032,13948,43704,37550,27138,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),22145,14567,28768,22115,14875,24318,18970,14982,2811,12468,9649,2298,
支付的各项税费(万元),4619,3678,8378,6644,4771,5908,5735,3944,872,2556,2785,535,
支付的其他与经营活动有关的现金(万元),7939,5153,9956,7273,4817,11150,9127,4797,1335,7082,5604,2240,
经营活动现金流出小计(万元),111106,71845,144650,114842,77328,133429,104594,75756,18967,65810,55587,32212,
经营活动产生的现金流量净额(万元),9581,7725,7945,5372,728,11538,15578,14765,3916,3819,1391,6056,
收回投资所收到的现金(万元),603,603,32,32,,,120,1000,1000,2000,,,
取得投资收益所收到的现金(万元),110,79,76,29,26,48,58,77,8,90,146,,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),,,,,,2453,,,,,58,64,
