报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
销售商品、提供劳务收到的现金(万元),27527,17472,9049,31485,16081,7735,3019,24765,12435,7409,2344,22131,9924,5596,1494,24118,11159,,21721,11337,8223,1416,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还(万元),1234,999,786,1006,891,559,447,846,684,607,396,985,766,514,487,386,131,,755,406,698,0,
收到的其他与经营活动有关的现金(万元),2604,1504,623,535,2341,889,865,894,1656,1111,672,1597,1541,855,601,2652,1478,,1008,1423,160,26,
经营活动现金流入小计(万元),31365,19974,10459,33026,19313,9183,4330,26505,14775,9128,3412,24713,12231,6965,2582,27156,12768,,23484,13166,9082,1441,
购买商品、接受劳务支付的现金(万元),16736,12133,7152,13931,11787,7494,3192,7351,6129,3871,1765,8622,5073,2866,1304,9199,8749,,10034,2636,806,106,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),9748,6571,3880,10037,7081,4785,2739,8510,6688,4738,2598,7400,5457,3784,2000,6461,4731,,5129,4562,3613,1008,
支付的各项税费(万元),4731,3857,2378,3116,2712,1664,1146,2925,1990,1415,795,3240,2716,1362,654,3350,1100,,2263,2167,868,189,
支付的其他与经营活动有关的现金(万元),4893,3451,2081,4119,4105,2703,1736,3252,3350,2120,972,3862,3270,2248,1075,4074,2823,,3561,2328,1753,425,
经营活动现金流出小计(万元),36108,26013,15491,31203,25684,16647,8812,22037,18158,12144,6130,23124,16516,10260,5032,23085,17403,,20987,11693,7039,1728,
经营活动产生的现金流量净额(万元),-4743,-6038,-5032,1823,-6372,-7463,-4483,4468,-3383,-3016,-2718,1588,-4285,-3295,-2451,4071,-4635,-3373,2497,1473,2043,-287,
收回投资所收到的现金(万元),22750,21660,11600,87420,59135,38045,19700,97190,61780,38700,15500,20500,18500,16500,10500,21300,18700,,13600,,0,0,
取得投资收益所收到的现金(万元),523,185,47,601,385,238,105,395,260,169,41,39,37,34,15,70,71,,43,,0,0,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),7,5,2,22,15,9,4,19,10,7,1,21,17,13,6,27,10,,18,12,2,0,
处置子公司及其他营业单位收到的现金净额(万元),105,,,,,,,,,,,,,,,,,,,,0,0,
收到的其他与投资活动有关的现金(万元),,,,,,,,,,,,,300,300,,80,,,,,0,0,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),23385,21850,11649,88044,59536,38293,19809,97604,62050,38876,15542,20560,18854,16847,10521,21477,18781,,13662,12,2,0,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),1268,977,654,1733,936,737,582,3835,2046,1809,1231,4587,1839,1541,848,3545,2776,,5597,1217,512,395,
投资所支付的现金(万元),21850,20750,23150,75820,64196,35796,18615,101190,65100,37780,12600,27000,16500,14500,10500,24317,18717,,13600,,0,0,
质押贷款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,-60,,,,,,,,,,,,,,,,,0,0,
支付的其他与投资活动有关的现金(万元),,,,,,,,,5,,,,,,,130,,,,,0,0,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流出小计(万元),23118,21727,23804,77493,65132,36533,19197,105025,67151,39589,13831,31587,18339,16041,11348,27991,21492,,19197,1217,512,395,
投资活动产生的现金流量净额(万元),267,123,-12155,10551,-5596,1760,612,-7421,-5100,-713,1711,-11027,515,806,-827,-6515,-2711,,-5535,-1205,-510,-395,
吸收投资收到的现金(万元),1955,1880,1783,5405,5365,5365,5365,280,260,260,80,22433,327,243,149,418,418,,20,3000,800,98,
其中：子公司吸收少数股东投资收到的现金(万元),165,188,90,82,42,42,42,280,260,260,80,341,327,243,149,418,418,,20,,0,98,
取得借款收到的现金(万元),7000,7000,5000,10500,8750,3319,2000,2420,2420,2000,,1872,641,641,,3707,2894,,2699,3866,300,0,
发行债券收到的现金(万元),,,,,,,,,,,,,,,,,,,,,0,0,
收到其他与筹资活动有关的现金(万元),,,,,,,,2,,,,,,,,,,,,3610,1970,0,
筹资活动现金流入小计(万元),8955,8880,6783,15905,14115,8684,7365,2702,2680,2260,80,24305,968,884,149,4124,3311,,2719,10476,3070,98,
偿还债务支付的现金(万元),8001,5320,2000,2420,2420,2000,2000,,,,,8226,826,726,726,611,611,,357,2949,300,0,
分配股利、利润或偿付利息所支付的现金(万元),1082,971,132,741,596,537,30,867,841,817,,321,240,169,80,306,230,,56,33,5,0,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,,,,,,,,,,,0,0,
支付其他与筹资活动有关的现金(万元),99,99,99,861,270,55,,86,86,86,,847,,,,,,,,3910,1670,0,
筹资活动现金流出小计(万元),9182,6391,2231,4022,3286,2592,2030,953,927,903,0,9394,1066,895,806,917,841,,413,6892,1975,0,
筹资活动产生的现金流量净额(万元),-227,2490,4552,11883,10829,6092,5335,1749,1753,1357,80,14911,-98,-11,-657,3207,2470,,2306,3584,1095,98,
汇率变动对现金及现金等价物的影响(万元),,,,,,,,,,,,,,,,,,,,,0,0,
现金及现金等价物净增加额(万元),-4703,-3426,-12635,24257,-1139,389,1464,-1205,-6730,-2372,-927,5473,-3868,-2501,-3935,764,-4876,,-733,3852,2628,-584,
