报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2016-12-31,2015-12-31,2014-12-31,
销售商品、提供劳务收到的现金(万元),24713,16939,6225,33564,21709,15063,5387,28208,17841,23789,17393,12968,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,
收到的税费返还(万元),812,591,228,896,576,430,145,962,667,713,560,317,
收到的其他与经营活动有关的现金(万元),303,105,89,906,610,718,201,445,282,957,378,566,
经营活动现金流入小计(万元),25828,17636,6542,35367,22895,16211,5732,29614,18790,25459,18331,13850,
购买商品、接受劳务支付的现金(万元),7498,4133,1300,7229,5222,3019,1456,6483,5372,6047,5242,3675,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),7510,5636,3330,7970,6102,4342,2565,5964,4612,4750,2937,1821,
支付的各项税费(万元),2731,1891,748,4926,3403,2153,1385,4530,3128,3918,2536,1931,
支付的其他与经营活动有关的现金(万元),7180,4389,2707,7429,4887,3270,1638,5929,5420,4648,3808,3074,
经营活动现金流出小计(万元),24918,16050,8085,27554,19615,12784,7044,22906,18533,19362,14523,10501,
经营活动产生的现金流量净额(万元),910,1586,-1542,7813,3281,3427,-1312,6708,258,6097,3808,3349,
收回投资所收到的现金(万元),58500,36300,7000,,,,,16600,11600,15979,4848,5715,
取得投资收益所收到的现金(万元),525,264,27,,,,,124,78,98,29,49,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),6,6,5,1,0,0,1,0,0,143,3,,
处置子公司及其他营业单位收到的现金净额(万元),718,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),,,,,,,,,,,164,100,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,
投资活动现金流入小计(万元),59749,36571,7032,1,0,0,1,16724,11678,16220,5044,5864,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),5070,4297,1798,6158,3312,1678,1483,1567,1356,433,310,266,
投资所支付的现金(万元),91260,66600,40300,,,,,16600,11600,15749,2736,6306,
质押贷款净增加额(万元),,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,1119,1119,1119,1000,1400,1400,2064,1600,,
支付的其他与投资活动有关的现金(万元),,,,,,,,,,,,240,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,
投资活动现金流出小计(万元),96330,70897,42098,7277,4431,2797,2483,19567,14356,18246,4645,6813,
投资活动产生的现金流量净额(万元),-36581,-34327,-35067,-7277,-4430,-2797,-2482,-2843,-2678,-2026,399,-948,
吸收投资收到的现金(万元),,,,28416,,,,,,4620,2729,,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,,,,,,
取得借款收到的现金(万元),,,,,,,,,,,300,300,
发行债券收到的现金(万元),,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),,,,,,,,,,,,128,
筹资活动现金流入小计(万元),0,0,0,28416,0,0,0,0,0,4620,3029,428,
偿还债务支付的现金(万元),,,,,,,,,,300,300,1500,
分配股利、利润或偿付利息所支付的现金(万元),3512,3512,,,,,,1040,1040,1647,746,362,
其中：子公司支付给少数股东的股利、利润(万元),280,280,,,,,,40,40,32,32,24,
支付其他与筹资活动有关的现金(万元),103,103,109,2345,,,,,,,,292,
筹资活动现金流出小计(万元),3615,3615,109,2345,0,0,0,1040,1040,1947,1046,2154,
筹资活动产生的现金流量净额(万元),-3615,-3615,-109,26071,0,0,0,-1040,-1040,2673,1983,-1726,
汇率变动对现金及现金等价物的影响(万元),3,3,-9,25,24,8,-15,-15,-9,20,2,-0,
现金及现金等价物净增加额(万元),-39283,-36353,-36727,26632,-1125,638,-3809,2810,-3469,6764,6191,674,
加:期初现金及现金等价物余额(万元),43614,43614,43684,16982,16982,16982,16982,14172,14172,7408,1216,542,
期末现金及现金等价物余额(万元),4331,7261,6957,43614,15857,17620,13173,16982,10703,14172,7408,1216,
净利润(万元),,4156,,7108,,3376,,6020,,4931,2970,,
少数股东损益(万元),,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,
资产减值准备(万元),,101,,157,,20,,-5,,-128,116,,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,246,,433,,214,,416,,385,290,,
无形资产摊销(万元),,253,,484,,242,,487,,484,6,,
长期待摊费用摊销(万元),,49,,95,,47,,77,,33,15,,
待摊费用的减少(万元),,,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,-1,,-0,,-0,,0,,-18,,,
固定资产报废损失(万元),,1,,5,,,,1,,2,9,,
公允价值变动损失(万元),,,,,,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,,,
预计负债(万元),,,,,,,,,,,,,
财务费用(万元),,1,,-25,,-8,,15,,-15,3,,
