报告日期,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2017-12-31,2016-12-31,2015-12-31,
销售商品、提供劳务收到的现金(万元),600727,392810,197991,834861,597112,380216,207009,726370,516206,341776,603149,480266,354980,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,
收到的税费返还(万元),,,,,,,,,,,,,,
收到的其他与经营活动有关的现金(万元),11035,5955,2453,15522,10913,8044,4812,4082,2243,1854,5247,17729,3211,
经营活动现金流入小计(万元),611763,398765,200444,850383,608025,388260,211821,730452,518450,343630,608395,497996,358191,
购买商品、接受劳务支付的现金(万元),392688,264115,131297,563835,389458,246375,139138,500168,360868,234881,386258,273090,227882,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),54719,40170,17915,70630,52647,35876,17658,62784,47017,31713,54950,49840,31454,
支付的各项税费(万元),41629,23843,8646,45408,35752,24812,10543,36870,30481,23077,25172,26633,19136,
支付的其他与经营活动有关的现金(万元),113844,67052,36591,136291,95337,61257,37315,115813,82220,51292,87585,73150,59399,
经营活动现金流出小计(万元),602880,395180,194449,816164,573194,368321,204655,715635,520586,340963,553964,422712,337872,
经营活动产生的现金流量净额(万元),8883,3585,5995,34219,34831,19939,7166,14817,-2136,2667,54431,75283,20320,
收回投资所收到的现金(万元),,,,,,,,,,,,,,
取得投资收益所收到的现金(万元),3290,742,426,2039,1226,782,404,3191,2593,2002,3089,1857,524,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),396,255,28,146,86,61,10,102,144,115,792,907,306,
处置子公司及其他营业单位收到的现金净额(万元),80,80,,,,,,664,,,,,,
收到的其他与投资活动有关的现金(万元),,,,25830,,15830,,9170,,,26293,,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,
投资活动现金流入小计(万元),3765,1077,454,28015,1312,16673,414,12463,2737,2117,30173,2764,831,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),8508,5752,2902,12723,9589,7294,4354,26348,20173,10606,19282,23030,17980,
投资所支付的现金(万元),,,,,,,,,,,,,,
质押贷款净增加额(万元),,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,,,,,,
支付的其他与投资活动有关的现金(万元),35642,61400,7200,,56870,,15252,,30430,68460,,31908,12171,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,
投资活动现金流出小计(万元),44150,67152,10102,12723,66459,7294,19606,27012,50603,79066,19282,54938,30152,
投资活动产生的现金流量净额(万元),-40384,-66075,-9648,15292,-65147,9379,-19193,-14549,-47866,-76950,10891,-52174,-29321,
吸收投资收到的现金(万元),44547,44547,44547,,,,,2100,,,32605,,10098,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,2100,,,,,98,
取得借款收到的现金(万元),4000,4000,,,,,,,,,,,,
发行债券收到的现金(万元),,,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),,,,,,,,,,,21634,2080,1412,
筹资活动现金流入小计(万元),48547,48547,44547,0,0,0,0,2100,0,0,54239,2080,11510,
偿还债务支付的现金(万元),,,,,,,,,,,,,,
分配股利、利润或偿付利息所支付的现金(万元),10342,10309,,47,47,47,,198,,,34197,,,
其中：子公司支付给少数股东的股利、利润(万元),80,80,,47,47,47,,198,,,237,,,
支付其他与筹资活动有关的现金(万元),1179,1179,168,624,500,200,,2689,476,108,21619,424,940,
筹资活动现金流出小计(万元),11521,11488,168,672,547,247,0,2886,476,108,55816,424,940,
筹资活动产生的现金流量净额(万元),37026,37058,44379,-672,-547,-247,0,-786,-476,-108,-1577,1656,10570,
汇率变动对现金及现金等价物的影响(万元),,,,,,,,,,,,,,
现金及现金等价物净增加额(万元),5524,-25432,40727,48839,-30864,29071,-12027,-518,-50478,-74391,63745,24765,1569,
加:期初现金及现金等价物余额(万元),140782,140782,140782,91942,91942,91942,91942,92461,92461,92461,28715,3950,2381,
期末现金及现金等价物余额(万元),146306,115350,181508,140782,61078,121013,79916,91942,41982,18070,92461,28715,3950,
净利润(万元),,16240,,34913,,19610,,24798,,,,,,
少数股东损益(万元),,,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,,
资产减值准备(万元),,-82,,46,,-49,,442,,,,,,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,2525,,4481,,2261,,3582,,,,,,
无形资产摊销(万元),,433,,2026,,1114,,2066,,,,,,
长期待摊费用摊销(万元),,1924,,3978,,1910,,3310,,,,,,
待摊费用的减少(万元),,,,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,-17,,44,,1,,26,,,,,,
固定资产报废损失(万元),,2,,,,,,,,,,,,
公允价值变动损失(万元),,-116,,,,,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,,,,
预计负债(万元),,,,,,,,,,,,,,
财务费用(万元),,7,,,,,,,,,,,,
投资损失(万元),,-742,,-2033,,-776,,-3213,,,,,,
递延所得税资产减少(万元),,-556,,-1872,,-846,,-415,,,,,,
递延所得税负债增加(万元),,29,,,,,,,,,,,,
存货的减少(万元),,45811,,-25969,,24682,,-12033,,,,,,
经营性应收项目的减少(万元),,3504,,-16687,,-3173,,-3251,,,,,,
经营性应付项目的增加(万元),,-72081,,32912,,-29852,,-3297,,,,,,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,,,,
其他(万元),,6626,,182,,,,,,,,,,
经营活动产生现金流量净额(万元),,3585,,34219,,19939,,14817,,,,,,
债务转为资本(万元),,,,,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,,,,
现金的期末余额(万元),146306,115350,181508,140782,61078,121013,79916,91942,41982,18070,92461,28715,3950,
现金的期初余额(万元),140782,140782,140782,91942,91942,91942,91942,92461,92461,92461,28715,3950,2381,
现金等价物的期末余额(万元),,,,,,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,,,,,
现金及现金等价物的净增加额(万元),5524,-25432,40727,48839,-30864,29071,-12027,-518,-50478,-74391,63745,24765,1569,

