报告日期,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2018-12-31,2018-06-30,2017-12-31,2016-12-31,2015-12-31,
销售商品、提供劳务收到的现金(万元),97523,60340,30535,137878,92534,55797,127684,65562,122359,101135,93840,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,
收到的税费返还(万元),211,,,2128,209,209,2363,827,2454,2114,961,
收到的其他与经营活动有关的现金(万元),831,637,277,1374,975,934,2820,1988,831,1424,2295,
经营活动现金流入小计(万元),98565,60977,30812,141379,93718,56940,132868,68377,125644,104672,97096,
购买商品、接受劳务支付的现金(万元),57942,39744,23858,95750,65582,38903,76586,40998,87027,62215,69850,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),18479,11830,6382,30728,22925,14922,27999,12733,23135,19032,14145,
支付的各项税费(万元),3078,1975,1122,8168,4730,2906,12764,7476,6155,6973,3764,
支付的其他与经营活动有关的现金(万元),2472,1568,580,5060,3676,2657,5927,2034,4794,4021,3437,
经营活动现金流出小计(万元),81971,55116,31941,139706,96913,59388,123277,63242,121111,92241,91196,
经营活动产生的现金流量净额(万元),16594,5861,-1129,1673,-3195,-2448,9591,5136,4532,12431,5900,
收回投资所收到的现金(万元),,,,,,,6500,6500,,,,
取得投资收益所收到的现金(万元),331,331,,331,331,331,193,198,202,177,259,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),137,74,2,28,28,3,366,267,287,101,0,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),,,,,,,2603,955,7456,47,95,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,
投资活动现金流入小计(万元),468,405,2,359,359,334,9662,7921,7945,325,354,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),12630,6651,250,21722,17885,9589,9272,5105,6446,6810,5249,
投资所支付的现金(万元),,619,,,,,,,7340,,,
