报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,
销售商品、提供劳务收到的现金(万元),41096,27465,13364,61811,46154,29173,13168,48409,36327,20335,7686,43377,31565,20208,9465,41818,20806,39362,25646,31098,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,
收到的税费返还(万元),1494,868,375,1292,1148,713,282,833,632,278,138,1334,1102,787,474,1146,564,896,576,732,
收到的其他与经营活动有关的现金(万元),626,485,166,1348,1412,1045,156,669,362,155,30,1011,672,601,293,845,708,757,613,834,
经营活动现金流入小计(万元),43216,28818,13904,64451,48714,30931,13605,49911,37321,20769,7854,45722,33340,21595,10232,43809,22078,41016,26834,32665,
购买商品、接受劳务支付的现金(万元),24783,16301,6828,32756,26263,15896,7872,30229,22767,13219,4425,25132,19828,13371,5686,24757,12046,25809,18052,19424,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),7218,5311,3442,7591,5584,4017,2479,6417,5017,3602,1934,5787,4471,3144,1861,5442,2877,4667,3983,3601,
支付的各项税费(万元),4331,3502,1739,5166,4386,2929,1554,3320,2456,1597,1097,3303,2503,1732,900,4240,1919,2583,1690,2078,
支付的其他与经营活动有关的现金(万元),1543,1088,446,2647,1268,717,357,1670,1318,965,350,1887,1477,1035,490,2107,749,2072,1449,1851,
经营活动现金流出小计(万元),37876,26201,12455,48160,37501,23559,12262,41636,31558,19383,7806,36110,28280,19282,8937,36546,17591,35131,25175,26953,
经营活动产生的现金流量净额(万元),5341,2617,1449,16291,11213,7373,1343,8275,5763,1386,48,9613,5060,2313,1295,7263,4487,5885,1660,5712,
收回投资所收到的现金(万元),,,,,,,,,,,,,,,,,,,5111,,
取得投资收益所收到的现金(万元),272,249,112,601,459,291,,254,,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),14,14,,2,1,,,6,0,,,20,1,1,,3,1,3,,11,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),41963,37310,17914,45233,27000,12000,,,,,,,,,,8134,8032,991,1476,11112,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),42249,37573,18026,45835,27460,12291,0,261,0,0,0,20,1,1,0,8137,8033,994,6587,11123,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),26056,14481,4418,14977,8874,2706,992,2556,1753,1103,557,2099,1536,903,509,2413,1443,2203,1770,4356,
投资所支付的现金(万元),10000,,,,,,,,12000,,,,,,,,,,166,5000,
质押贷款净增加额(万元),,,,,,,,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,,,,,,,,,,,,,
支付的其他与投资活动有关的现金(万元),25856,23863,16762,49339,28849,12000,,12000,,12000,,841,841,841,841,5103,5103,3820,1450,7404,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,,,,,,,
投资活动现金流出小计(万元),61913,38344,21179,64316,37723,14706,992,14556,13753,13103,557,2939,2377,1744,1350,7516,6546,6023,3387,16760,
投资活动产生的现金流量净额(万元),-19663,-771,-3153,-18481,-10263,-2414,-992,-14295,-13753,-13103,-557,-2920,-2376,-1744,-1350,621,1487,-5030,3201,-5637,
吸收投资收到的现金(万元),,,,370,370,,,28074,26560,26560,,,,,,,,,,5983,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,,,,,,,,,,,,,,
取得借款收到的现金(万元),9000,1000,1000,,,,,8200,8200,5500,,16010,16010,10100,1000,23890,15826,20453,18498,22508,
发行债券收到的现金(万元),,,,,,,,,,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),595,541,231,629,500,500,500,4660,4010,1500,,8311,8011,8011,,8859,6859,2687,4678,20096,
筹资活动现金流入小计(万元),9595,1541,1231,999,870,500,500,40934,38770,33560,0,24321,24021,18111,1000,32750,22685,23140,23176,48587,
偿还债务支付的现金(万元),,,,,,,,21210,9500,7000,1000,19033,19033,17033,2999,22497,12649,18320,20878,30812,
分配股利、利润或偿付利息所支付的现金(万元),3800,3717,,2466,2466,2466,,3850,3739,194,65,4205,4185,3925,2842,2409,1388,1749,1952,1498,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),177,122,68,622,314,129,,1650,9067,6567,,3810,3810,2100,,12364,10406,4602,3481,15385,
筹资活动现金流出小计(万元),3977,3839,68,3088,2779,2595,0,26710,22306,13761,1065,27048,27028,23058,5841,37269,24443,24671,26311,47695,
筹资活动产生的现金流量净额(万元),5618,-2299,1163,-2089,-1909,-2095,500,14225,16464,19799,-1065,-2727,-3007,-4947,-4841,-4520,-1757,-1531,-3135,892,
汇率变动对现金及现金等价物的影响(万元),85,-18,-145,166,184,31,-176,-346,-264,-148,-39,321,73,77,3,283,78,82,-33,-37,
现金及现金等价物净增加额(万元),-8620,-471,-686,-4113,-776,2895,675,7859,8210,7934,-1614,4288,-250,-4300,-4892,3647,4295,-594,1693,930,
加:期初现金及现金等价物余额(万元),14030,14030,14030,18144,18144,18144,18144,10285,10285,10285,10285,5997,5997,5997,5997,2350,2350,2943,1250,320,
期末现金及现金等价物余额(万元),5410,13559,13344,14030,17367,21039,18818,18144,18495,18219,8671,10285,5748,1697,1105,5997,6645,2350,2943,1250,
净利润(万元),,6944,,13748,,6703,,6521,,2360,,6026,,2862,,4175,2506,3691,1900,3652,
少数股东损益(万元),,,,,,,,,,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,,,,,,,,,
资产减值准备(万元),,98,,-85,,-50,,59,,153,,4,,34,,-93,-71,202,172,-236,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,1257,,2346,,1056,,2285,,1016,,2201,,988,,2320,1008,1846,1742,1476,
无形资产摊销(万元),,56,,60,,21,,43,,21,,42,,21,,42,21,42,38,46,
长期待摊费用摊销(万元),,66,,44,,4,,13,,4,,9,,4,,9,9,3,,,
待摊费用的减少(万元),,,,,,,,,,,,,,,,,,,,,
