报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2013-12-31,
销售商品、提供劳务收到的现金(万元),196705,123452,58005,225338,166014,100943,44373,159640,73649,135828,56263,105412,53094,120741,149997,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,
收到的税费返还(万元),,,,2466,1039,268,268,169,,,,82,,62,,
收到的其他与经营活动有关的现金(万元),1563,1139,542,2740,3141,2952,1460,3762,2257,3048,485,3441,1686,16474,73639,
经营活动现金流入小计(万元),198268,124591,58547,230544,170193,104162,46101,163571,75906,138876,56747,108935,54780,137277,223636,
购买商品、接受劳务支付的现金(万元),102311,68219,27785,111892,86307,54094,29279,86346,36646,48052,20501,21244,19402,43416,74995,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),33623,23248,13759,43643,31833,21578,12691,37670,19607,25317,12373,27711,15763,33459,35313,
支付的各项税费(万元),23089,16533,7187,23537,19902,13227,6386,21424,13271,16874,9356,19883,11787,20785,22281,
支付的其他与经营活动有关的现金(万元),14380,8831,4191,18781,11870,8415,2996,15138,5822,11949,4298,10290,4807,25147,80262,
经营活动现金流出小计(万元),173403,116831,52922,197853,149911,97314,51353,160577,75346,102192,46529,79128,51759,122807,212851,
经营活动产生的现金流量净额(万元),24864,7761,5625,32691,20282,6848,-5251,2994,560,36684,10219,29807,3021,14471,10785,
收回投资所收到的现金(万元),,,,,,,197,,,,,,1600,,,
取得投资收益所收到的现金(万元),,,,,,,,,,,,,8,,,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),290,174,63,162,145,69,12,138,97,115,,6,6,9,4,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),,,,,,,,3500,,,,,,,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),290,174,63,162,145,69,209,3638,97,115,0,6,1614,9,4,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),507,504,99,2293,312,301,26,6298,3346,4181,4017,4941,3111,9253,11039,
投资所支付的现金(万元),30000,,,,,,,,,,4000,,1600,,,
质押贷款净增加额(万元),,,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,,,,,,,,
支付的其他与投资活动有关的现金(万元),,,,,,,,3500,3500,,,,,,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,,
投资活动现金流出小计(万元),30507,504,99,2293,312,301,26,9798,6846,4181,8017,4941,4711,9253,11039,
投资活动产生的现金流量净额(万元),-30218,-330,-36,-2132,-167,-232,183,-6159,-6748,-4066,-8017,-4935,-3097,-9245,-11035,
吸收投资收到的现金(万元),54918,,,,,,,,,,,26098,,,11106,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,,,,,,,,,
取得借款收到的现金(万元),,,,,,,,,,,,20000,20000,48328,78950,
发行债券收到的现金(万元),,,,,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),4243,3948,937,3991,2638,1676,602,2237,1020,2485,750,1915,884,4258,48889,
筹资活动现金流入小计(万元),59161,3948,937,3991,2638,1676,602,2237,1020,2485,750,48013,20884,52586,138945,
偿还债务支付的现金(万元),,,,,,,,,,35925,27613,44966,23091,44086,67903,
分配股利、利润或偿付利息所支付的现金(万元),24002,,,,,,,9806,9806,558,432,3515,1939,3990,4189,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),11982,4425,2207,4565,3566,2998,594,3369,1569,3530,490,2390,499,6937,55910,
筹资活动现金流出小计(万元),35984,4425,2207,4565,3566,2998,594,13174,11375,40013,28534,50870,25529,55013,128002,
筹资活动产生的现金流量净额(万元),23177,-477,-1269,-575,-928,-1321,9,-10937,-10354,-37528,-27784,-2857,-4645,-2426,10944,
汇率变动对现金及现金等价物的影响(万元),37,23,-66,11,52,-163,-218,-141,-38,105,-14,103,10,16,-63,
现金及现金等价物净增加额(万元),17861,6977,4254,29996,19239,5132,-5278,-14243,-16581,-4805,-25596,22118,-4711,2816,10631,
加:期初现金及现金等价物余额(万元),50692,50692,50692,20696,20696,20696,20696,34939,34939,39744,39744,17627,17627,14810,4180,
期末现金及现金等价物余额(万元),68553,57669,54946,50692,39935,25828,15418,20696,18358,34939,14148,39744,12916,17627,14810,
净利润(万元),,17623,,24448,,14979,,20596,9437,15974,7993,14261,9996,16236,11325,
少数股东损益(万元),,,,,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,,,,
资产减值准备(万元),,1602,,1534,,460,,-469,-191,2961,739,2919,-575,3129,1812,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,4484,,8256,,4003,,7349,3619,6942,3435,6606,3299,6220,5718,
无形资产摊销(万元),,268,,534,,267,,534,267,542,271,541,270,538,536,
长期待摊费用摊销(万元),,,,,,,,,,,,,,,,
待摊费用的减少(万元),,,,,,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,-129,,-1,,-1,,-231,-39,86,2,34,29,6,14,
固定资产报废损失(万元),,-30,,138,,107,,320,,,,,,,,
公允价值变动损失(万元),,,,,,,,,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,,,,,,
预计负债(万元),,,,,,,,,,,,,,,,
财务费用(万元),,67,,-11,,160,,141,38,453,379,3397,1933,4277,4534,
投资损失(万元),,,,,,,,,,,,,-8,,,
递延所得税资产减少(万元),,-1113,,-998,,-782,,-538,-269,-966,-204,-679,141,-800,-721,
递延所得税负债增加(万元),,,,,,,,,,,,,,,,
存货的减少(万元),,1967,,-30153,,-16843,,-38537,-17223,-17745,-8781,1604,3623,1984,-4008,
经营性应收项目的减少(万元),,-19785,,-11404,,-20795,,-14081,-8802,6109,1242,-2691,-10649,-15084,-6947,
经营性应付项目的增加(万元),,2806,,40348,,25294,,27910,13723,22326,5593,3816,-5038,-2034,-1741,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,,,,,,
其他(万元),,,,,,,,,,,-450,,,,261,
经营活动产生现金流量净额(万元),,7761,,32691,,6848,,2994,560,36684,10219,29807,3021,14471,10785,
债务转为资本(万元),,,,,,,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,,,,,42,
现金的期末余额(万元),68553,57669,54946,50692,39935,25828,15418,20696,18358,34939,14148,39744,12916,17627,14810,
现金的期初余额(万元),50692,50692,50692,20696,20696,20696,20696,34939,34939,39744,39744,17627,17627,14810,4180,
现金等价物的期末余额(万元),,,,,,,,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,,,,,,,
现金及现金等价物的净增加额(万元),17861,6977,4254,29996,19239,5132,-5278,-14243,-16581,-4805,-25596,22118,-4711,2816,10631,

