报告日期,2019-09-30,2019-06-30,2018-12-31,2018-09-30,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31,
销售商品、提供劳务收到的现金(万元),5213,4659,12407,6869,6680,729,3954,471,3421,4779,2114,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,
收到的税费返还(万元),,,843,701,695,,48,18,324,266,242,
收到的其他与经营活动有关的现金(万元),102,70,210,190,194,102,5,1,665,1,2,
经营活动现金流入小计(万元),5315,4729,13461,7760,7570,831,4008,491,4409,5046,2358,
购买商品、接受劳务支付的现金(万元),4408,2477,4208,2949,2657,460,1886,719,1090,1537,614,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),3659,2419,3347,2404,2566,1273,1991,963,1166,857,720,
支付的各项税费(万元),2029,1071,2129,1872,1511,243,1208,429,506,189,444,
支付的其他与经营活动有关的现金(万元),357,230,363,247,211,137,593,430,344,702,461,
经营活动现金流出小计(万元),10452,6197,10047,7472,6944,2112,5679,2542,3107,3285,2239,
经营活动产生的现金流量净额(万元),-5137,-1467,3413,289,626,-1281,-1671,-2051,1302,1761,119,
收回投资所收到的现金(万元),,,,,3300,2260,14685,6035,1730,1400,580,
取得投资收益所收到的现金(万元),,,,,18,13,71,15,9,7,3,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),,,,,,,,,,,,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),,,,,,,,,,,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,
投资活动现金流入小计(万元),0,0,0,0,3318,2273,14756,6050,1739,1407,583,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),48,31,57,49,225,193,3211,2796,2110,586,12,
投资所支付的现金(万元),,,,,1930,1010,15685,10265,1800,1700,,
质押贷款净增加额(万元),,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,,,,
支付的其他与投资活动有关的现金(万元),,,,,,,,,,,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,
投资活动现金流出小计(万元),48,31,57,49,2155,1203,18896,13061,3910,2286,12,
投资活动产生的现金流量净额(万元),-48,-31,-57,-49,1163,1070,-4140,-7011,-2171,-879,571,
吸收投资收到的现金(万元),,,,,,,5760,5760,600,,,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,,,,,
取得借款收到的现金(万元),3000,,2500,1000,1500,,3500,2500,1000,,,
发行债券收到的现金(万元),,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),,,,,,,,,,,,
筹资活动现金流入小计(万元),3000,0,2500,1000,1500,0,9260,8260,1600,0,0,
偿还债务支付的现金(万元),1500,250,2500,1500,1500,250,1250,,,,360,
