报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
销售商品、提供劳务收到的现金(万元),122028,75689,36383,133927,100798,66959,28194,130913,85777,58692,27863,114430,74230,54504,25418,101202,71548,47257,93426,90860,89326,79300,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还(万元),2241,1500,804,3607,2950,1555,590,3462,2441,1683,743,3459,2488,1308,1132,3936,3067,1910,3371,1797,1944,2279,
收到的其他与经营活动有关的现金(万元),5071,1534,521,9717,11552,7900,470,2426,1178,690,252,1099,897,637,279,1985,1363,755,3417,2555,1737,928,
经营活动现金流入小计(万元),129340,78723,37708,147251,115300,76414,29254,136801,89396,61064,28858,118988,77615,56449,26829,107123,75978,49922,100214,95212,93007,82506,
购买商品、接受劳务支付的现金(万元),60765,37729,17266,53458,46238,31864,13780,60004,35575,27614,14526,50828,30371,26104,12941,52914,33714,24231,54031,48998,54591,52406,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),31187,21394,10737,37604,27156,18822,9489,33003,23535,15852,7258,29172,21597,14696,7068,25937,20555,12382,22284,20923,17851,14960,
支付的各项税费(万元),7032,4262,2242,9756,7341,4968,2088,8970,6420,5032,1917,8005,5648,3505,1915,7288,5527,3467,5209,4809,3615,2909,
支付的其他与经营活动有关的现金(万元),17958,9114,3372,15014,17961,8333,2265,16496,6181,3941,1166,7511,5037,2219,655,6268,5862,3029,6220,5846,5710,7317,
经营活动现金流出小计(万元),116942,72500,33616,115833,98695,63988,27621,118474,71711,52439,24866,95517,62652,46524,22579,92407,65657,43110,87745,80576,81767,77593,
经营活动产生的现金流量净额(万元),12398,6223,4091,31417,16605,12426,1633,18327,17685,8625,3992,23471,14963,9925,4250,14716,10320,6812,12469,14636,11240,4914,
收回投资所收到的现金(万元),81877,59528,4689,24685,,,,,,,,,,,,,,,,510,,,
取得投资收益所收到的现金(万元),183,239,54,168,-31,18,13,16,16,16,12,11,11,11,7,17,17,14,16,14,14,3,
