报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2015-12-31,2014-12-31,
销售商品、提供劳务收到的现金(万元),26714,14980,7285,31514,20484,14705,6438,28587,21011,14556,8360,24187,25134,24532,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,
收到的税费返还(万元),683,436,241,2032,1315,1037,401,1795,1159,810,376,1279,1658,1367,
收到的其他与经营活动有关的现金(万元),3033,2077,841,4642,3356,2726,1728,3044,3029,2039,1289,174,297,322,
经营活动现金流入小计(万元),30430,17493,8367,38189,25155,18469,8566,33427,25199,17405,10026,25640,27089,26221,
购买商品、接受劳务支付的现金(万元),15508,9405,4919,23469,16157,11937,5547,16326,10886,6802,3482,10699,16430,16604,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),5046,3300,1802,6120,4435,2908,1525,5009,3638,2522,1415,4046,3972,3266,
支付的各项税费(万元),1132,626,386,1298,1000,727,327,1149,842,614,185,1175,1374,1151,
支付的其他与经营活动有关的现金(万元),4375,2088,757,4848,3103,2668,751,5236,5135,3166,2195,2966,1648,1574,
经营活动现金流出小计(万元),26062,15419,7865,35735,24696,18240,8150,27721,20502,13104,7278,18886,23424,22594,
经营活动产生的现金流量净额(万元),4368,2074,502,2454,459,229,416,5706,4697,4301,2748,6754,3665,3627,
收回投资所收到的现金(万元),22250,17300,5000,10900,,,,,,,,8710,2180,,
取得投资收益所收到的现金(万元),297,252,52,273,8,8,,63,20,,,16,4,70,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),94,94,,131,107,67,11,103,92,19,6,62,1,,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),3500,3500,,5200,100,50,,498,69,,,500,,284,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,
投资活动现金流入小计(万元),26141,21146,5052,16504,215,126,11,664,181,19,6,9289,2185,354,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),3488,859,484,4602,4030,2322,915,2518,2265,1419,223,1270,889,1673,
投资所支付的现金(万元),23801,17100,5100,23100,14000,14000,,,,,,8150,2740,254,
质押贷款净增加额(万元),,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),2344,2344,,,,,,,,,,,,,
支付的其他与投资活动有关的现金(万元),1563,1563,,8671,71,71,71,103,50,50,50,998,,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,
投资活动现金流出小计(万元),31196,21866,5584,36373,18100,16392,985,2620,2315,1469,273,10418,3629,1927,
投资活动产生的现金流量净额(万元),-5056,-720,-532,-19868,-17885,-16267,-975,-1956,-2134,-1450,-267,-1130,-1444,-1573,
吸收投资收到的现金(万元),,,,24917,24917,24917,24917,,,,,5674,,,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,,,,,,,,
取得借款收到的现金(万元),2991,1500,,4500,1500,1500,,3100,1600,1600,,9710,7956,5137,
发行债券收到的现金(万元),,,,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),,,,,,,,,,,,,711,7773,
筹资活动现金流入小计(万元),2991,1500,0,29417,26417,26417,24917,3100,1600,1600,0,15384,8667,12910,
偿还债务支付的现金(万元),3000,1500,,3100,3100,3100,,3250,1750,1750,150,8460,6956,9475,
分配股利、利润或偿付利息所支付的现金(万元),1930,1877,50,112,78,61,34,135,100,65,33,3720,1203,903,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),134,,,1996,1996,1996,181,,,,,9586,3833,3290,
筹资活动现金流出小计(万元),5065,3377,50,5208,5174,5157,215,3385,1850,1815,183,21766,11992,13669,
筹资活动产生的现金流量净额(万元),-2074,-1877,-50,24209,21243,21259,24702,-285,-250,-215,-183,-6382,-3325,-759,
汇率变动对现金及现金等价物的影响(万元),187,67,-248,257,447,-13,-172,-474,-306,-171,4,478,532,-115,
现金及现金等价物净增加额(万元),-2574,-456,-327,7051,4264,5208,23971,2991,2006,2465,2303,-279,-572,1179,
加:期初现金及现金等价物余额(万元),11781,11781,11781,4730,4730,4730,4730,1739,1739,1739,1739,2019,2591,1412,
期末现金及现金等价物余额(万元),9207,11325,11454,11781,8994,9939,28701,4730,3746,4205,4042,1739,2019,2591,
净利润(万元),,3009,,4576,,2024,,4781,,2345,,4256,3778,,
少数股东损益(万元),,,,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,,,
资产减值准备(万元),,86,,-35,,-41,,2,,,,49,52,,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,727,,1375,,640,,1148,,,,1173,1219,,
无形资产摊销(万元),,32,,61,,29,,52,,,,52,52,,
长期待摊费用摊销(万元),,71,,78,,30,,49,,,,34,34,,
待摊费用的减少(万元),,,,,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,-14,,180,,-12,,2,,,,6,121,,
固定资产报废损失(万元),,,,,,,,,,,,,,,
公允价值变动损失(万元),,-1,,-13,,,,288,,288,,-288,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,,,,,
预计负债(万元),,,,,,,,,,,,,,,
财务费用(万元),,16,,-135,,74,,600,,232,,-202,70,,
投资损失(万元),,-252,,-273,,-8,,10,,10,,-16,-4,,
递延所得税资产减少(万元),,-45,,-10,,-4,,-36,,,,13,14,,
递延所得税负债增加(万元),,0,,2,,,,-50,,,,50,,,
存货的减少(万元),,604,,-1618,,-554,,-1447,,-79,,472,-1066,,
经营性应收项目的减少(万元),,-1828,,-802,,-292,,-1296,,-191,,-1489,-1172,,
经营性应付项目的增加(万元),,-333,,-933,,-1658,,1603,,1165,,2269,566,,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,,,,,
其他(万元),,,,,,,,,,-73,,377,,,
经营活动产生现金流量净额(万元),,2074,,2454,,229,,5706,,4301,,6754,3665,,
债务转为资本(万元),,,,,,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,,,,,
现金的期末余额(万元),9207,11325,11454,11781,8994,9939,28701,4730,3746,4205,4042,1739,2019,2591,
现金的期初余额(万元),11781,11781,11781,4730,4730,4730,4730,1739,1739,1739,1739,2019,2591,1412,
现金等价物的期末余额(万元),,,,,,,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,,,,,,
现金及现金等价物的净增加额(万元),-2574,-456,-327,7051,4264,5208,23971,2991,,2465,2303,-279,-572,1179,

