报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2016-12-31,2015-12-31,2014-12-31,
销售商品、提供劳务收到的现金(万元),34586,21908,11359,45105,29483,17247,8312,52799,34253,24836,36725,38889,35850,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,
收到的税费返还(万元),,,,,,,,,,,30,2,,
收到的其他与经营活动有关的现金(万元),4345,2829,790,2979,3026,1833,1038,2635,2067,1318,8178,2655,41409,
经营活动现金流入小计(万元),38932,24737,12149,48084,32509,19081,9350,55434,36320,26154,44933,41545,77260,
购买商品、接受劳务支付的现金(万元),19800,12599,8765,25975,20447,11950,7642,27387,22819,18594,26606,18705,16675,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),3249,2281,1495,4331,3270,2346,1729,3793,2910,2227,3537,3346,2688,
支付的各项税费(万元),4248,2688,1457,2984,2446,1892,1252,5533,5289,3984,4150,4435,4665,
支付的其他与经营活动有关的现金(万元),3875,2595,649,5355,5326,4257,3150,1880,1314,848,2541,5782,32928,
经营活动现金流出小计(万元),31172,20162,12366,38644,31488,20445,13773,38592,32332,25653,36834,32268,56957,
经营活动产生的现金流量净额(万元),7760,4575,-216,9440,1021,-1364,-4423,16842,3987,501,8099,9277,20303,
收回投资所收到的现金(万元),304695,156620,64170,117216,18000,8000,4000,17650,14650,11250,26700,35110,17100,
取得投资收益所收到的现金(万元),1415,920,481,1063,140,46,29,226,220,213,212,126,82,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),1,1,,3351,500,500,500,2,2,2,3,,,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),,,,100,,,,,,,,,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,
投资活动现金流入小计(万元),306110,157541,64651,121730,18640,8546,4529,17878,14871,11465,26914,35236,17182,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),2416,1166,843,6122,2034,1390,424,11655,5566,3603,7702,1736,1734,
投资所支付的现金(万元),313705,152455,67220,170077,68580,11330,3500,12300,12230,4230,25775,41710,22900,
质押贷款净增加额(万元),,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,,,,,,
支付的其他与投资活动有关的现金(万元),,,,,,,,,,,,,5143,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,
投资活动现金流出小计(万元),316121,153621,68063,176199,70614,12720,3924,23955,17796,7833,33477,43446,29777,
投资活动产生的现金流量净额(万元),-10011,3920,-3412,-54469,-51975,-4174,605,-6077,-2924,3632,-6563,-8210,-12595,
吸收投资收到的现金(万元),150,150,,49209,49359,,,,,,,3305,500,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,,,,,,,
取得借款收到的现金(万元),,,,,,,,,,,,,10500,
发行债券收到的现金(万元),,,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),,,,,,,,481,,,,,,
筹资活动现金流入小计(万元),150,150,0,49209,49359,0,0,481,0,0,0,3305,11000,
偿还债务支付的现金(万元),,,,,,,,,,,,4000,12525,
分配股利、利润或偿付利息所支付的现金(万元),5326,5317,,,,,,3600,3128,3128,3601,54,3027,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,,,243,
支付其他与筹资活动有关的现金(万元),,,,1223,1288,,,,,,,,160,
筹资活动现金流出小计(万元),5326,5317,0,1223,1288,0,0,3600,3128,3128,3601,4054,15712,
筹资活动产生的现金流量净额(万元),-5176,-5167,0,47986,48071,0,0,-3119,-3128,-3128,-3601,-749,-4712,
汇率变动对现金及现金等价物的影响(万元),,,,,,,,,,,,,,
现金及现金等价物净增加额(万元),-7427,3328,-3629,2957,-2883,-5538,-3818,7645,-2065,1005,-2065,317,2997,
加:期初现金及现金等价物余额(万元),13117,13117,13117,11980,11980,11980,11980,4334,4334,4334,6399,6082,3085,
期末现金及现金等价物余额(万元),5690,16445,9488,14937,9097,6442,8162,11980,2269,5339,4334,6399,6082,
净利润(万元),,4503,,9380,,4947,,9657,,,14297,9501,,
少数股东损益(万元),,,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,,
资产减值准备(万元),,104,,336,,448,,230,,,5,-145,,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,192,,2744,,565,,2870,,,1853,1732,,
无形资产摊销(万元),,54,,268,,55,,233,,,209,157,,
长期待摊费用摊销(万元),,,,,,,,,,,,,,
待摊费用的减少(万元),,,,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,-27,,-832,,-818,,-0,,,-7,2,,
固定资产报废损失(万元),,0,,,,,,8,,,,,,
公允价值变动损失(万元),,,,,,,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,,,,
预计负债(万元),,,,,,,,,,,,,,
财务费用(万元),,,,,,,,,,,,24,,
投资损失(万元),,-53,,-1075,,-19,,-138,,,-109,-67,,
递延所得税资产减少(万元),,12,,-181,,-211,,-243,,,-471,80,,
递延所得税负债增加(万元),,,,,,,,,,,,,,
存货的减少(万元),,10702,,-490,,9340,,-442,,,-692,1056,,
经营性应收项目的减少(万元),,1860,,198,,-3200,,917,,,-2032,-1891,,
经营性应付项目的增加(万元),,-10951,,-831,,-12472,,3608,,,-4975,-3404,,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,,,,
其他(万元),,-1822,,-77,,,,143,,,21,34,,
经营活动产生现金流量净额(万元),,4575,,9440,,-1364,,16842,,,8099,9277,,
