报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2013-12-31,
销售商品、提供劳务收到的现金(万元),109721,66485,23002,148584,100843,64379,23024,137108,101827,58806,23444,112253,43763,103706,49433,107602,127707,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,
收到的税费返还(万元),15,,,,,,,80,80,80,,68,,78,,151,131,
收到的其他与经营活动有关的现金(万元),1666,1384,1019,1875,394,216,1006,416,507,52,12,684,525,12568,2,9648,361,
经营活动现金流入小计(万元),111402,67870,24021,150459,101238,64595,24030,137604,102413,58938,23456,113005,44288,116352,49435,117401,128199,
购买商品、接受劳务支付的现金(万元),122582,73969,46017,126963,101983,64721,48918,116225,86499,57225,33468,97644,45487,85200,48252,96463,108745,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),9636,6355,3618,11280,7670,5244,2763,9297,7031,4842,2588,7253,3354,5765,2840,5362,5145,
支付的各项税费(万元),1559,1586,502,2296,1994,1538,816,2820,2122,1634,504,2103,1023,2275,1303,1925,2547,
支付的其他与经营活动有关的现金(万元),2334,1462,748,4015,1904,2064,618,3906,3145,1916,652,4218,2050,15294,2246,12931,4506,
经营活动现金流出小计(万元),136111,83371,50885,144555,113551,73567,53115,132248,98797,65617,37211,111217,51914,108534,54640,116681,120942,
经营活动产生的现金流量净额(万元),-24709,-15502,-26865,5904,-12313,-8972,-29084,5355,3616,-6679,-13755,1787,-7626,7818,-5206,720,7257,
收回投资所收到的现金(万元),,,,,,,,,,,,,,,,,,
取得投资收益所收到的现金(万元),294,219,53,219,333,22,20,27,12,7,5,19,13,33,2,36,,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),5,4,3,4,2,1,,28,26,23,20,5,5,2,-2,9,10,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),105290,57705,36255,75820,36900,24300,17800,37250,25700,16300,9800,46000,22700,32825,15446,63727,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),105588,57927,36311,76043,37235,24322,17820,37305,25738,16330,9825,46024,22718,32860,15446,63773,10,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),8877,4821,2063,2919,2353,1451,607,14011,13574,1269,1033,3777,2047,2052,934,1122,978,
投资所支付的现金(万元),,0,,,,,,,,,,,,,,,,
质押贷款净增加额(万元),,,,,,,,,,,,,,,,,,
