报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2016-12-31,2015-12-31,2015-09-30,2014-12-31,2013-12-31,2012-12-31,
销售商品、提供劳务收到的现金(万元),622864,359532,156484,724983,536683,333944,164566,595809,383109,519753,441297,319948,395607,300008,282786,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,
收到的税费返还(万元),,,,,,,,,,39,20,,,,,
收到的其他与经营活动有关的现金(万元),22069,14038,4698,37593,24548,15854,9288,30348,23562,29933,18164,14918,22523,19114,19732,
经营活动现金流入小计(万元),644933,373570,161182,762576,561231,349798,173854,626156,406670,549726,459481,334865,418130,319122,302518,
购买商品、接受劳务支付的现金(万元),400725,257390,122808,510996,391831,237814,108365,457465,325770,409415,341394,244490,309817,297225,252173,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),44829,32222,12576,44631,34701,22543,7768,36089,27663,29330,22851,17451,17250,15381,11786,
支付的各项税费(万元),658,392,241,858,1587,300,303,890,515,711,526,378,420,544,224,
支付的其他与经营活动有关的现金(万元),34057,18878,13469,34940,22124,14217,9986,36307,27652,28747,17914,14280,20496,15879,14400,
经营活动现金流出小计(万元),480269,308883,149093,591425,450243,274874,126422,530750,381600,468204,382685,276599,347982,329029,278583,
经营活动产生的现金流量净额(万元),164664,64688,12088,171152,110988,74924,47432,95406,25071,81522,76796,58266,70148,-9907,23935,
收回投资所收到的现金(万元),,,,,,,,,,,,,,,,
取得投资收益所收到的现金(万元),6132,3678,2015,7336,5411,2946,575,2463,766,3490,1540,1315,640,50,296,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),150,46,770,2320,203,494,103,128,52,2,369,5037,7762,5732,4714,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,,924,,
收到的其他与投资活动有关的现金(万元),281830,213320,87300,197700,148840,63941,37936,134953,52230,196301,102503,92503,88241,2175,25697,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),288112,217044,90085,207356,154454,67381,38613,137544,53048,199793,104412,98855,96643,8882,30707,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),100870,51335,14694,84761,30799,31125,14801,52778,39223,46250,35918,28549,33034,38718,43493,
投资所支付的现金(万元),1970,,,,,,,288,288,,,159,50,,,
质押贷款净增加额(万元),,,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,,,,,,,,
支付的其他与投资活动有关的现金(万元),405000,284500,164500,298900,249400,132100,93000,142270,61570,221000,132140,119029,114462,7000,7660,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,,
投资活动现金流出小计(万元),507840,335835,179194,383661,280199,163225,107801,195337,101081,267250,168058,147737,147546,45718,51153,
投资活动产生的现金流量净额(万元),-219727,-118791,-89109,-176305,-125745,-95844,-69187,-57793,-48033,-67457,-63647,-48882,-50903,-36837,-20445,
吸收投资收到的现金(万元),115000,115000,115000,,,,,,,,18000,18000,,,,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,,,,,,,,,
取得借款收到的现金(万元),6800,6800,6000,9800,5800,9800,,61835,59335,28960,49150,36650,64122,97653,23839,
发行债券收到的现金(万元),,,,,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),,,,,,,,,,,,,,,,
筹资活动现金流入小计(万元),121800,121800,121000,9800,5800,9800,0,61835,59335,28960,67150,54650,64122,97653,23839,
偿还债务支付的现金(万元),5400,4650,3650,16445,12445,9815,4050,66750,27250,33600,70928,49038,90725,42592,22300,
分配股利、利润或偿付利息所支付的现金(万元),48781,48683,109,404,365,229,135,5262,4924,9957,7911,7577,3500,2695,1724,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),,,,,,,,,,,,,,,,
筹资活动现金流出小计(万元),54181,53333,3759,16849,12810,10044,4185,72012,32174,43557,78839,56615,94225,45286,24024,
筹资活动产生的现金流量净额(万元),67619,68467,117241,-7049,-7010,-244,-4185,-10177,27161,-14597,-11689,-1965,-30103,52366,-185,
汇率变动对现金及现金等价物的影响(万元),0,0,,0,0,0,-0,0,-0,0,0,0,0,-0,0,
现金及现金等价物净增加额(万元),12556,14364,40221,-12202,-21767,-21163,-25940,27437,4200,-532,1460,7419,-10858,5622,3305,
加:期初现金及现金等价物余额(万元),25452,25452,25452,37593,37593,37593,37593,10156,10156,10688,9228,9228,20086,14464,11159,
期末现金及现金等价物余额(万元),38007,39816,65672,25391,15826,16430,11653,37593,14356,10156,10688,16647,9228,20086,14464,
净利润(万元),,43056,,129969,,53807,,79054,,52221,43779,,,,,
少数股东损益(万元),,,,,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,,,,
资产减值准备(万元),,586,,3790,,1905,,496,,12663,1311,,,,,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,9365,,17403,,8165,,15443,,13596,11802,,,,,
无形资产摊销(万元),,225,,447,,221,,435,,351,302,,,,,
长期待摊费用摊销(万元),,1666,,3006,,1264,,1958,,1799,1315,,,,,
待摊费用的减少(万元),,,,,,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,2026,,1589,,724,,2138,,1660,1882,,,,,
固定资产报废损失(万元),,,,926,,,,,,,,,,,,
公允价值变动损失(万元),,,,,,,,,,-58,58,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,,,,,,
预计负债(万元),,,,,,,,,,,,,,,,
财务费用(万元),,217,,404,,229,,1636,,962,2393,,,,,
投资损失(万元),,-3678,,-7336,,-2946,,-2463,,-3594,-1540,,,,,
递延所得税资产减少(万元),,,,,,,,,,,,,,,,
递延所得税负债增加(万元),,,,,,,,,,,,,,,,
存货的减少(万元),,16965,,-15604,,-322,,-10399,,-28877,-1179,,,,,
经营性应收项目的减少(万元),,394,,270,,1820,,-2528,,-1313,2014,,,,,
经营性应付项目的增加(万元),,-6134,,36288,,10057,,9637,,32113,11734,,,,,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,,,,,,
其他(万元),,,,,,,,,,,2925,,,,,
经营活动产生现金流量净额(万元),,64688,,171152,,74924,,95406,,81522,76796,,,,,
债务转为资本(万元),,,,,,,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,,,,,,
现金的期末余额(万元),38007,39816,65672,25391,15826,16430,11653,37593,14356,10156,10688,16647,9228,20086,14464,
现金的期初余额(万元),25452,25452,25452,37593,37593,37593,37593,10156,10156,10688,9228,9228,20086,14464,11159,
现金等价物的期末余额(万元),,,,,,,,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,,,,,,,
现金及现金等价物的净增加额(万元),12556,14364,40221,-12202,-21767,-21163,,27437,4200,-532,1460,7419,-10858,5622,3305,

