报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
销售商品、提供劳务收到的现金(万元),,,,,,,,,,,,,,,,,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,97329,,,-53855,194392,42123,
收取利息、手续费及佣金的现金(万元),241330,165388,79468,274865,214937,151572,71093,324074,241663,161791,418251,204933,553838,233944,134741,83209,
拆入资金净增加额(万元),-78000,-230000,-190000,146000,122000,146000,105000,94000,5000,30000,,,,26700,22000,10000,
回购业务资金净增加额(万元),350674,442103,230699,186314,623586,439232,206107,283008,397276,407144,,161073,,355556,-25104,323434,
收到的税费返还(万元),,,,,,,,,,,,,,,,,
收到的其他与经营活动有关的现金(万元),57239,73138,84383,38437,25146,19270,38045,11626,13587,11224,15141,16914,171968,6832317,4959942,3272389,
经营活动现金流入小计(万元),1119720,929624,923523,783267,1112913,935850,703037,712708,657525,623796,701082,639762,1504455,7394662,5285971,3731155,
购买商品、接受劳务支付的现金(万元),,,,,,,,,,,,,,,,,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),70570,48281,21580,94318,70611,45862,20305,106203,79031,51503,108176,54227,189321,67810,42530,34236,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),86894,61139,23470,130367,104682,74601,35142,153579,139113,107141,163638,110033,106679,67856,52798,57824,
支付的各项税费(万元),25376,18508,5940,32671,29081,17572,6697,37524,28671,21364,52975,35297,86666,26971,14346,15720,
支付的其他与经营活动有关的现金(万元),478335,324495,293844,144881,107227,69043,484405,73707,43365,29852,243490,187258,127015,6633289,5142241,3660800,
经营活动现金流出小计(万元),918077,663129,485423,1201634,1310101,1013053,546549,1326827,1166192,657342,1030186,879758,1381714,6795925,5251915,3768581,
经营活动产生的现金流量净额(万元),201643,266494,438100,-418367,-197188,-77203,156488,-614119,-508667,-33854,-329105,-239995,122741,598737,34056,-37425,
收回投资所收到的现金(万元),88,,,,,,,,,,,,,,2509,,
取得投资收益所收到的现金(万元),2940,2940,,2358,2353,2353,,2363,2353,2353,16620,,15637,14537,11645,8256,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),6,2,0,23,20,7,,5445,5450,1777,21,3,37,21,4777,1594,
处置子公司及其他营业单位收到的现金净额(万元),0,0,,,,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),,,,,,,,,,,,,,1,,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),3034,2942,0,2380,2373,2360,0,7808,7803,4130,16642,3,15674,14559,18931,9849,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),8221,4766,1103,6901,4154,2255,818,7084,5269,1143,7090,2651,6604,6600,4759,6125,
投资所支付的现金(万元),,,,1,1,,,,,,,,,,11110,,
质押贷款净增加额(万元),,,,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,,,,,,,,,
支付的其他与投资活动有关的现金(万元),,,,,,,,,,,,,,,,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,,,
投资活动现金流出小计(万元),8221,4766,1103,6902,4155,2255,818,7084,5269,1143,7090,2651,6604,6600,15869,6125,
投资活动产生的现金流量净额(万元),-5187,-1824,-1103,-4521,-1782,105,-818,724,2534,2987,9551,-2648,9070,7959,3062,3724,
吸收投资收到的现金(万元),25086,25086,25086,192825,,,,1196,1196,196,380,,472089,3749,500,,
其中：子公司吸收少数股东投资收到的现金(万元),25086,25086,25086,6000,,,,1196,1196,196,380,,147,3749,500,,
取得借款收到的现金(万元),,,,,,,,,,,,,,,,,
发行债券收到的现金(万元),1001209,647721,314333,228973,209779,168741,121189,400176,336174,29503,9237,1628,767040,440000,80000,,
收到其他与筹资活动有关的现金(万元),,,,,,,,1,1,30001,,,,,,,
筹资活动现金流入小计(万元),1026295,672807,339419,421798,209779,168741,121189,401373,337371,59700,9617,1628,1239129,443749,80500,0,
偿还债务支付的现金(万元),579918,342591,110572,92894,21869,14558,3467,150657,145807,36733,213758,60611,364671,340000,80000,,
分配股利、利润或偿付利息所支付的现金(万元),99812,77114,2107,33341,31305,14517,1240,50629,50268,15841,105561,16774,13082,4020,2055,16829,
其中：子公司支付给少数股东的股利、利润(万元),,,,237,,,,,,,,,,,,5294,
支付其他与筹资活动有关的现金(万元),,,,2357,,,,,,,,,,,,,
筹资活动现金流出小计(万元),679730,419705,112679,128592,53174,29075,4707,201286,196075,52574,319319,77385,377753,344020,82055,16829,
