报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,
销售商品、提供劳务收到的现金(万元),43974,29947,15045,52303,39632,24267,13187,39388,32608,33792,31240,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,
收到的税费返还(万元),4004,2782,1280,5525,4377,2533,1493,3681,3817,1976,318,
收到的其他与经营活动有关的现金(万元),1440,1255,653,1812,1424,1268,628,822,1349,1071,1111,
经营活动现金流入小计(万元),49418,33984,16978,59641,45433,28068,15309,43892,37775,36840,32669,
购买商品、接受劳务支付的现金(万元),18757,12808,7884,26382,19126,13248,6380,17758,12970,12245,21138,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),12065,8458,3466,13210,10069,6765,3138,10325,8401,5413,3710,
支付的各项税费(万元),5829,4092,2516,5200,5024,3458,2680,5330,3515,5273,3540,
支付的其他与经营活动有关的现金(万元),6217,3125,1524,5731,4405,3194,1944,3924,3627,4659,2149,
经营活动现金流出小计(万元),42868,28483,15391,50523,38623,26665,14141,37337,28513,27590,30536,
经营活动产生的现金流量净额(万元),6551,5501,1587,9117,6810,1403,1168,6555,9261,9250,2133,
收回投资所收到的现金(万元),87500,49500,19000,,,,,4990,9600,1420,3050,
取得投资收益所收到的现金(万元),631,330,,,,,,28,33,1,38,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),13,5,1,24,22,8,1,1510,0,,15,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,62,,,,
收到的其他与投资活动有关的现金(万元),,,,,,,,14,1108,104,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,
投资活动现金流入小计(万元),88144,49836,19001,24,22,8,1,6603,10741,1525,3103,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),10886,9093,5128,15575,10430,4737,1858,6664,8352,1286,1771,
投资所支付的现金(万元),130000,87500,49500,,,,,4990,6000,3620,2950,
质押贷款净增加额(万元),,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,2527,2196,,
支付的其他与投资活动有关的现金(万元),,,,,,,,,401,,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,
投资活动现金流出小计(万元),140886,96593,54628,15575,10430,4737,1858,11654,17280,7102,4721,
投资活动产生的现金流量净额(万元),-52742,-46757,-35628,-15551,-10407,-4729,-1856,-5051,-6539,-5577,-1618,
吸收投资收到的现金(万元),48911,48911,48911,30,30,30,30,,20000,,,
