报告日期,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2017-12-31,2016-12-31,
销售商品、提供劳务收到的现金(万元),46440,30190,14607,67991,51327,33192,14197,69634,53507,47904,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,
收到的税费返还(万元),593,371,239,1519,947,645,494,606,738,2069,
收到的其他与经营活动有关的现金(万元),3843,3085,2376,2950,1109,771,407,9521,2061,1636,
经营活动现金流入小计(万元),50875,33646,17221,72460,53382,34607,15098,79761,56306,51609,
购买商品、接受劳务支付的现金(万元),23046,15067,6856,24298,18358,11641,6386,31031,25560,21802,
客户贷款及垫款净增加额(万元),,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),7285,5017,2796,10266,7542,5331,2886,8396,7060,6825,
支付的各项税费(万元),2851,1785,1020,4922,4034,2296,976,5603,3027,2331,
支付的其他与经营活动有关的现金(万元),7575,4060,2025,10846,7965,5054,2347,18513,12690,8048,
经营活动现金流出小计(万元),40756,25929,12697,50332,37899,24322,12595,63542,48338,39005,
经营活动产生的现金流量净额(万元),10119,7717,4524,22127,15483,10285,2503,16219,7969,12604,
收回投资所收到的现金(万元),,,,,,,,,,,
取得投资收益所收到的现金(万元),120,73,33,192,57,47,4,39,63,110,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),114,4,2,354,276,56,4,167,17,11,
