报告日期,2019-09-30,2019-06-30,2018-12-31,2018-09-30,2018-06-30,2017-12-31,2017-06-30,2016-12-31,2016-09-30,2015-12-31,2014-12-31,2013-12-31,
销售商品、提供劳务收到的现金(万元),,139641,287762,,117410,315122,155180,350449,251991,336425,336790,248621,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,
收到的税费返还(万元),,,,,,234,,,,,,,
收到的其他与经营活动有关的现金(万元),,812,4562,,1082,6240,1568,3147,2365,5015,5975,3504,
经营活动现金流入小计(万元),,140454,292324,,118492,321596,156748,353597,254356,341439,342766,252125,
购买商品、接受劳务支付的现金(万元),,91211,184537,,56785,234399,118241,246436,169864,240970,250173,202975,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),,13532,26475,,13824,25897,11864,26168,19026,27632,22958,10119,
支付的各项税费(万元),,9327,17138,,10258,17209,11037,22393,18260,20934,18628,13091,
支付的其他与经营活动有关的现金(万元),,5489,11154,,6719,12011,4187,8700,5904,8822,7713,5737,
经营活动现金流出小计(万元),,119558,239303,,87586,289516,145329,303698,213054,298358,299472,231922,
经营活动产生的现金流量净额(万元),34330,20895,53021,47753,30906,32080,11418,49899,41302,43082,43293,20203,
收回投资所收到的现金(万元),,,,,,,,,,,370,,
取得投资收益所收到的现金(万元),,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),,27,23,,10,124,393,626,27,3754,2106,1202,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),,,,,,20,,,,,,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,
投资活动现金流入小计(万元),,27,23,,10,144,393,626,27,3754,2476,1202,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),,8929,20251,,8982,22283,12748,22156,14112,27339,27696,32718,
投资所支付的现金(万元),,,,,,,,,,,,,
质押贷款净增加额(万元),,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,1100,6007,160,,-1152,,
支付的其他与投资活动有关的现金(万元),,,,,,,,,,,,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,
投资活动现金流出小计(万元),,8929,20251,,8982,22283,13847,28163,14272,27339,26544,32718,
投资活动产生的现金流量净额(万元),,-8903,-20227,,-8972,-22139,-13454,-27538,-14244,-23585,-24068,-31517,
吸收投资收到的现金(万元),,,,,,37400,,,,550,14996,4316,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,,,,1570,,
取得借款收到的现金(万元),,8650,35540,,12340,57660,23100,84404,20550,72713,66350,41877,
发行债券收到的现金(万元),,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),,2370,16414,,9585,17537,18661,32136,25758,17895,13276,9880,
筹资活动现金流入小计(万元),,11020,51954,,21925,112597,41761,116540,46308,91157,94622,56073,
偿还债务支付的现金(万元),,17407,48330,,22369,49950,21407,73412,28915,69428,67715,29924,
分配股利、利润或偿付利息所支付的现金(万元),,894,6098,,1626,45606,4015,6921,5565,10616,22889,4674,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),,10327,25966,,18823,26050,21783,48971,37008,28721,26944,16397,
筹资活动现金流出小计(万元),,28628,80395,,42817,121606,47205,129304,71487,108765,117548,50996,
筹资活动产生的现金流量净额(万元),,-17608,-28440,,-20892,-9009,-5444,-12764,-25179,-17608,-22926,5078,
汇率变动对现金及现金等价物的影响(万元),,-0,0,,0,48,-76,-176,44,-250,174,-434,
现金及现金等价物净增加额(万元),,-5615,4353,,1042,980,-7555,9422,1922,1639,-3527,-6671,
加:期初现金及现金等价物余额(万元),,18481,14127,,14127,13147,13545,4123,4123,2485,6011,12682,
期末现金及现金等价物余额(万元),,12866,18481,,15169,14127,5990,13545,6046,4123,2485,6011,
净利润(万元),,6637,17454,,5199,8734,,25736,,,,,
少数股东损益(万元),,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,
资产减值准备(万元),,-954,-63,,-139,-1724,,905,,,,,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,7441,16587,,7765,13434,,12865,,,,,
无形资产摊销(万元),,227,440,,208,407,,1190,,,,,
