报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2015-12-31,2014-12-31,
销售商品、提供劳务收到的现金(万元),181450,104894,42732,247890,155129,98047,49641,181529,114886,68447,29232,127958,88051,44183,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,
收到的税费返还(万元),,,,,,,,,,,,,,,
收到的其他与经营活动有关的现金(万元),1732,973,226,796,923,697,181,6528,363,327,252,3017,1529,1206,
经营活动现金流入小计(万元),183182,105867,42958,248685,156052,98744,49822,188058,115249,68773,29484,130975,89580,45389,
购买商品、接受劳务支付的现金(万元),106426,70110,32913,137992,77702,39587,28440,92052,52314,30442,19438,78816,47331,19806,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),17366,12438,4925,19170,13758,9222,4388,13600,10038,6651,3338,11173,7328,3927,
支付的各项税费(万元),6256,5010,1845,14735,12359,7642,2738,16347,12076,5897,1481,13276,9027,3619,
支付的其他与经营活动有关的现金(万元),78288,38095,12790,80331,55672,30391,8368,48716,30315,15348,8139,35051,20410,14269,
经营活动现金流出小计(万元),208337,125652,52473,252227,159490,86842,43934,170716,104744,58337,32396,138316,84095,41621,
经营活动产生的现金流量净额(万元),-25155,-19785,-9515,-3542,-3439,11902,5888,17342,10505,10436,-2912,-7342,5485,3768,
收回投资所收到的现金(万元),,,,,,,,,,,,,,,
取得投资收益所收到的现金(万元),1107,864,466,1811,347,,,111,62,,,,,,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),1,0,0,20,11,11,,26,26,26,,1,69,,
处置子公司及其他营业单位收到的现金净额(万元),300,,,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),115400,92900,52800,122000,41000,,,12400,3000,,,350,200,250,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,
投资活动现金流入小计(万元),116809,93765,53266,123831,41358,11,0,12537,3088,26,0,351,269,250,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),998,994,220,10127,1944,692,252,6983,6290,6157,178,1746,7035,823,
投资所支付的现金(万元),12940,6128,4848,,,,,,,,,,,,
质押贷款净增加额(万元),,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,,,,,,,
支付的其他与投资活动有关的现金(万元),96400,77400,54900,165011,110000,76000,,12200,5000,3000,,,,152,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,
投资活动现金流出小计(万元),110339,84522,59968,175138,111944,76692,252,19183,11290,9157,178,1746,7035,975,
