报告日期,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2017-12-31,2016-12-31,
销售商品、提供劳务收到的现金(万元),1435784,851130,545906,2883365,2173023,1453800,684931,3166116,3045282,2759417,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,
收到的税费返还(万元),,,,,,,,,,,
收到的其他与经营活动有关的现金(万元),35262,23014,17248,42848,38113,12507,5144,85655,83130,9026,
经营活动现金流入小计(万元),1471046,874144,563154,2926212,2211136,1466307,690075,3251771,3128413,2768443,
购买商品、接受劳务支付的现金(万元),497096,341578,210348,722119,537100,393926,213567,1264239,1236510,1216888,
客户贷款及垫款净增加额(万元),,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),3229,2465,1506,3597,2281,2623,1240,3520,3603,3540,
支付的各项税费(万元),173729,143368,89003,515166,329695,191100,67164,468921,396676,106555,
支付的其他与经营活动有关的现金(万元),4231,1718,717,13048,8775,9041,6735,138558,2736,2983,
经营活动现金流出小计(万元),678285,489129,301574,1253930,877851,596691,288706,1875238,1639524,1329966,
经营活动产生的现金流量净额(万元),792761,385015,261580,1672282,1333286,869616,401369,1376533,1488889,1438476,
收回投资所收到的现金(万元),,,,,,,,,,,
取得投资收益所收到的现金(万元),,,,,,,,,,,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),7,7,7,34609,34608,34608,34608,13624,3496,,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,
