报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2016-12-31,2015-12-31,2014-12-31,
销售商品、提供劳务收到的现金(万元),76275,38615,21275,33076,25756,11943,2601,46984,33559,25652,26999,15442,7396,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,
收到的税费返还(万元),2536,1597,863,2421,1531,988,62,2866,2049,1023,2263,1136,206,
收到的其他与经营活动有关的现金(万元),5146,4140,372,1593,1599,1604,1048,3674,2612,881,466,336,1053,
经营活动现金流入小计(万元),83957,44351,22511,37090,28885,14535,3711,53523,38220,27556,29728,16914,8656,
购买商品、接受劳务支付的现金(万元),72884,26858,12435,39931,27903,13017,4736,18490,12407,7934,13714,7377,4593,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),9959,6861,3284,12040,8352,5288,2530,10560,7401,4772,7561,4044,2328,
支付的各项税费(万元),3846,3460,1780,4697,2962,2479,941,5612,3879,2989,7365,2497,555,
支付的其他与经营活动有关的现金(万元),6861,5541,2877,8293,8614,6760,4809,4665,3303,2873,5913,2866,1380,
经营活动现金流出小计(万元),93549,42720,20377,64960,47831,27544,13017,39327,26989,18568,34553,16784,8856,
经营活动产生的现金流量净额(万元),-9592,1631,2134,-27870,-18946,-13009,-9307,14197,11231,8988,-4825,130,-200,
收回投资所收到的现金(万元),74850,37550,18300,71510,43510,32500,22000,54700,32000,13000,11830,11800,1402,
