报告日期,2020-09-30,2020-06-30,2019-12-31,2019-09-30,2019-06-30,2018-12-31,2017-12-31,2016-12-31,
销售商品、提供劳务收到的现金(万元),39395,26849,60836,43383,27207,52118,41474,39961,
客户存款和同业存放款项净增加额(万元),,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,
收到的税费返还(万元),698,444,951,966,793,429,647,935,
收到的其他与经营活动有关的现金(万元),1775,343,2286,2440,856,1034,3181,1663,
经营活动现金流入小计(万元),41868,27637,64073,46790,28856,53581,45302,42559,
购买商品、接受劳务支付的现金(万元),12774,11263,18271,11619,8276,18696,15328,16543,
客户贷款及垫款净增加额(万元),,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,
支付给职工以及为职工支付的现金(万元),9800,6687,12079,8898,6144,11910,10974,9967,
支付的各项税费(万元),5190,2443,6919,5040,3631,5569,6583,4868,
支付的其他与经营活动有关的现金(万元),5173,2692,5141,3514,1820,3042,3251,5746,
经营活动现金流出小计(万元),32937,23084,42410,29071,19871,39217,36136,37124,
经营活动产生的现金流量净额(万元),8931,4553,21663,17719,8985,14364,9166,5435,
收回投资所收到的现金(万元),,,13,13,13,,,,
取得投资收益所收到的现金(万元),,,,,,,,11,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),927,881,66,17,8,85,65,147,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,
收到的其他与投资活动有关的现金(万元),,,,,,,,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,
投资活动现金流入小计(万元),927,881,79,30,21,85,65,158,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),2328,1433,5778,4842,3219,2947,2818,4011,
投资所支付的现金(万元),,,,,,,,,
质押贷款净增加额(万元),,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,
支付的其他与投资活动有关的现金(万元),,,,,,,,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,
投资活动现金流出小计(万元),2328,1433,5778,4842,3219,2947,2818,4011,
