报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2014-12-31,2013-12-31,2012-12-31,
销售商品、提供劳务收到的现金(万元),51627,39299,19634,65921,52900,33529,19219,60499,46917,34929,17418,52337,42403,31025,14414,42155,36318,46382,36672,35597,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,
收到的税费返还(万元),3167,2156,982,5366,3259,2397,1024,4574,2859,1988,706,3529,2083,1384,980,2832,1956,2786,2711,1486,
收到的其他与经营活动有关的现金(万元),1182,1094,1242,1704,1046,1755,708,438,837,731,152,1407,925,2248,659,1124,790,1141,440,1340,
经营活动现金流入小计(万元),55976,42550,21859,72990,57205,37682,20951,65511,50613,37648,18276,57273,45411,34658,16053,46112,39064,50309,39823,38423,
购买商品、接受劳务支付的现金(万元),34788,25176,13914,47517,32634,21380,11517,43583,30453,21227,11466,36808,24900,17344,8165,26727,20361,35409,28316,21549,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,,,,
